,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,U. olhanensis,female,juvenile,False,Sheltering under broken shell piece.,['Barnacle'],8.0,13.003158803159225,18.791813131315244,18.169828629300582,16.034616583227006,37.02606,-8.01873,0
1,U. olhanensis,female,juvenile,True,Hiding beneath overhanging rock.,"['Snail', 'Barnacle']",8.0,12.759398616880906,7.303211927517094,7.159767236957828,5.988257666786248,,,1
2,u. olhanen.,female,pre_puberty,True,Guarding hole in substrate from intruders.,['Sea Star'],7.0,14.254245920091577,10.669338186110185,9.356923295279607,8.699600920307594,,,2
3,u. olhanen.,male,adult,,Sifting through sediment for scraps.,"['Small Fish', 'Algae', 'Crab (Other Species)', 'Coral Fragment']",11.0,31.5,28.380792711905634,22.81533090773033,461.43797512589134,,,3
4,Ucides alvorensis, ,adult,,Feeding on small crustaceans in crevices.,"['Small Fish', 'Sea Urchin', 'Barnacle', 'Coral Fragment']",7.0,24.0,26.26221021271606,157.0151206294017,20.64341930406099,,,4
5,u. olhanen.,male,sub_adult,,Grazing on mollusks among debris.,"['Algae', 'Hermit Crab', 'Coral Fragment']",6.0,10.0,9.904983016825133,64.67731863458054,6.943672862334278,,,5
6,A. Farensis,male,juvenile,,"Burrowing into soft, sandy sediment.","['Sea Star', 'Algae', 'Coral Fragment', 'Hermit Crab']",11.0,10.5,11.584796996154095,10.15584002748248,90.70157031455426,,,6
7,U. olhanensis,male,juvenile,,Foraging through tangled seagrass roots.,"['Hermit Crab', 'Algae', 'Barnacle']",10.0,18.5,25.151805226600608,18.18143962161181,393.854108231415,,,7
8,u. olhanen.,male,juvenile,,Lying still to avoid detection.,['Sea Urchin'],8.0,3.5,4.834373444034912,4.031962638224378,13.383432308360621,,,8
9,A. Farensis,male,adult,,Feeding on decaying matter among rocks.,"['Mussel', 'Coral Fragment', 'Sea Star', 'Polychaete Worm']",7.0,33.0,34.24425027360279,824.3493788470046,25.814403610751736,,,9
10,U. olhanensis,male,sub_adult,True,Mating ritual involving antennae brushing.,"['Sea Sponge', 'Sea Anemone']",9.0,35.0,32.831153813510454,26.87551427439202,555.118610218945,,,10
11,A. Farensis,-,adult,,Progressing cautiously through new area.,"['Sea Star', 'Coral Fragment', 'Hermit Crab', 'Barnacle']",7.0,23.03123833465946,24.752064028662947,20.985224750042875,24.623944614937702,,,11
12,u. olhanen.,male,adult,,Traversing algae-slick rock surfaces.,"['Sea Star', 'Mussel', 'Small Fish']",7.0,73.5,68.95677794304487,51.39143873498541,2998.016839296939,,,12
13,u. olhanen.,female,adult,False,Scaling steep rock faces near shore.,"['Sea Urchin', 'Sea Star']",5.0,26.43416624670934,27.091982914440834,22.48063789610141,21.896833708031043,,,13
14,u. olhanen.,male,juvenile,,Camouflaging with nearby mud.,"['Polychaete Worm', 'Crab (Other Species)', 'Barnacle', 'Hermit Crab']",5.0,14.0,15.559710476366252,13.763687720490704,127.62468437839593,,,14
