,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,A. Farensis,female,p,False,Guarding hole in substrate from intruders.,"['Coral Fragment', 'Small Fish', 'Snail', 'Mussel', 'Shrimp']",10.0,3.207350015548114,2.925132573308831,1.8764968381171334,2.41005053802259,37.1,-8.62,0
1,A farensis,male,p,,Searching tidal pools for nutrients.,"['Snail', 'Coral Fragment', 'Crab (Other Species)', 'Sea Star']",7.0,2.659090909090909,1.9723756847602067,13.069639185547011,1.5158515918985296,,,1
2,A. Farensis,female,p,False,Slowly navigating around seagrass beds.,"['Barnacle', 'Crab (Other Species)', 'Sea Sponge', 'Polychaete Worm']",6.0,1.565691197673418,1.4979182243217741,0.9635691134165533,1.2588075169981472,,,2
3,u. olhanen.,male,a,,Progressing cautiously through new area.,"['Polychaete Worm', 'Mussel', 'Hermit Crab']",8.0,3.409090909090909,3.3246632731062813,2.485028351618685,26.65610969047407,,,3
4,A farensis,male,p,,Concealing self beneath floating matter.,"['Small Fish', 'Sea Urchin', 'Snail', 'Crab (Other Species)', 'Algae']",9.0,4.5,3.2016092800240155,2.4323297711596266,24.832827997590115,,,4
5,U. olhanensis,female,s,False,Color change during molting stress.,"['Snail', 'Sea Star', 'Barnacle']",10.0,1.2807711856510555,1.2308709795978903,0.9597289339799762,1.0081157904293485,,,5
6,U. olhanensis,male,s,,Escaping from pursuing predator silhouette.,"['Coral Fragment', 'Algae']",9.0,1.8181818181818181,2.1522571127138863,1.9176993944223006,12.837746194763673,,,6
7,A farensis,female,p,False,Inspecting remains of another crab.,['Polychaete Worm'],3.0,2.3315278852953094,2.635275465592235,1.8461868068376823,2.2731475352749446,,,7
8,A farensis,female,j,False,Gradual movement in cold conditions.,"['Algae', 'Sea Anemone']",7.0,1.6507924417474724,1.426125629999216,1.0850949744795424,1.2488619487720252,,,8
9,A farensis,male,a,,Scavenging at the edge of tidal pools.,"['Algae', 'Mussel', 'Barnacle', 'Sea Anemone', 'Hermit Crab']",6.0,6.0,5.636266143975917,4.667964474866983,62.62193757860201,,,9
10,A. Farensis,female,j,False,Group migration across shallow seabed.,"['Barnacle', 'Algae', 'Sea Anemone']",6.0,0.793245607568247,0.4915365072924212,0.3088116206774032,0.4034812559833766,,,10
11,Ucides alvorensis,female,a,False,Guarding hole in substrate from intruders.,"['Jellyfish', 'Barnacle']",6.0,3.0520153379623682,3.158211531562695,2.3182125606834743,2.8131903394467543,,,11
12,A farensis,female,s,False,Harvesting food beneath floating debris.,['Sea Sponge'],7.0,2.097792006176058,2.200244873918948,1.5880147454525888,1.7820703796993742,,,12
13,A. Farensis,male,a,,Advancing toward bait in water.,"['Jellyfish', 'Mussel']",5.0,5.454545454545454,5.483983797562927,4.388836284456136,70.96781361197269,,,13
14,A farensis,male,s,,Color change during molting stress.,"['Sea Anemone', 'Algae', 'Sea Star']",6.0,6.4772727272727275,5.396993808977505,4.44362199457801,74.09166032756907,,,14
15,u. olhanen.,female,a,False,Lying still to avoid detection.,"['Small Fish', 'Algae', 'Hermit Crab', 'Sea Urchin', 'Polychaete Worm']",4.0,3.375369527778797,3.3578034588095567,2.5450932669056128,2.8209640990139997,,,15
16,U. olhanensis,female,s,False,Vibrating antennae in flowing current.,['Snail'],4.0,3.674062753966055,3.022232311173118,2.239677184960887,2.5238439570257167,,,16
17,U. olhanensis,female,p,False,Group migration across shallow seabed.,"['Sea Star', 'Coral Fragment', 'Jellyfish']",8.0,2.902484782463792,3.631476844134806,2.664709671644454,3.0475950300533685,,,17
18,u. olhanen.,male,j,,Rhythmic waving as social cue.,['Barnacle'],5.0,2.3181818181818183,1.6494868416502235,1.4420908955226608,8.605315045470677,,,18
19,A farensis,N/R,a,,Color change during molting stress.,['Sea Anemone'],6.0,4.363636363636363,4.0059513692163895,13.9737164674884,3.45898014430707,,,19
20,u. olhanen.,female,p,False,"Burrowing into soft, sandy sediment.","['Coral Fragment', 'Sea Sponge', 'Sea Urchin', 'Sea Anemone', 'Mussel']",4.0,2.0919021222577756,1.590483715210609,1.096128937012807,1.2804823421220712,,,20
21,u. olhanen.,male,a,,Clambering up submerged tree trunks.,['Small Fish'],3.0,4.363636363636363,4.290032570543335,3.1563756626226276,41.410465388829614,,,21
22,U. olhanensis,female,p,False,Traversing algae-slick rock surfaces.,"['Mussel', 'Sea Star', 'Coral Fragment', 'Shrimp']",6.0,2.5543726677090435,1.790030598167939,1.3234151696926972,1.4864249922192072,,,22
23,u. olhanen.,male,a,,Claw snapping in aggressive encounter.,"['Barnacle', 'Sea Anemone', 'Mussel']",8.0,2.727272727272727,2.4896743813967075,1.8216075015811932,15.253673405795103,,,23
24,u. olhanen.,male,s,,Protecting territory in confined space.,"['Sea Sponge', 'Sea Star']",7.0,3.409090909090909,2.7791094779729337,18.568971276830187,1.9639719223737304,,,24
25,u. olhanen.,female,a,False,Resisting aggressive fish encounter.,"['Sea Sponge', 'Mussel']",8.0,2.6278637530227025,2.3367834721597815,1.4940148245496732,1.969963910481695,,,25
26,A. Farensis,female,p,False,Rhythmic waving as social cue.,"['Sea Anemone', 'Barnacle']",5.0,2.1281148622961044,1.8739291416561243,1.4047885616906943,1.5865198569720576,,,26
27,A. Farensis,-,p,,Displaying territorial behavior against intruder.,"['Polychaete Worm', 'Hermit Crab', 'Sea Star', 'Mussel']",5.0,5.0742737458398555,4.37675086695235,3.3134486271735324,3.978045003539746,,,27
