,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,A. Farensis,male,sub_adult,True,Protecting territory in confined space.,['Sea Sponge'],6.0,15.0,15.49809001828198,11.922494822341312,160.12140401689604,37.02606,-8.01873,0
1,A farensis,male,adult,,Guarding hole in substrate from intruders.,"['Jellyfish', 'Shrimp', 'Sea Urchin']",11.0,36.0,38.52519964856408,1051.3888137415597,34.09361169988867,,,1
2,A farensis,male,adult,,Slowly navigating around seagrass beds.,['Sea Sponge'],10.0,25.5,27.840302185133318,23.85415767863159,435.91494897779734,,,2
3,u. olhanen.,male,adult,,Engaging in antennae-to-antennae contact.,"['Small Fish', 'Sea Sponge']",11.0,28.5,28.39489771917505,23.670984831448717,595.0723305877601,,,3
4,A farensis,male,pre_puberty,,Frequent pausing while exploring.,['Barnacle'],11.0,18.0,20.416308239893034,320.4525174403093,16.180321302055503,,,4
5,A farensis,female,adult,False,Camouflaging with nearby mud.,['Snail'],9.0,10.500178138115363,9.90373740891234,9.159938917121393,7.981217055809833,,,5
6,A farensis,female,sub_adult,False,Entering burrow after disturbance.,"['Barnacle', 'Small Fish', 'Sea Sponge']",8.0,8.797017958414022,8.983480105704015,6.643047790007522,7.913741277758013,,,6
7,u. olhanen.,female,adult,False,Group migration across shallow seabed.,"['Small Fish', 'Sea Star']",9.0,19.503469120507383,20.044570429492232,14.026307496442428,16.650740226485528,,,7
8,A farensis,female,juvenile,False,Performing dominance display by body lifting.,"['Shrimp', 'Polychaete Worm']",9.0,8.625168390622367,9.808352694700893,6.480975983422085,7.449015571019005,,,8
9,A farensis,male or female,pre_puberty,,Hiding beneath overhanging rock.,['Polychaete Worm'],7.0,13.954466736784342,13.81237082011603,12.3671047072,13.724705911440967,,,9
10,u. olhanen.,female,juvenile,True,Advancing toward bait in water.,"['Crab (Other Species)', 'Algae', 'Polychaete Worm', 'Sea Star', 'Mussel']",11.0,7.0573255696409225,7.633228912304663,5.766603501068129,6.376888885891321,,,10
11,u. olhanen.,male,sub_adult,,Feeding on decaying matter among rocks.,['Jellyfish'],8.0,20.0,16.193157168553242,11.816030713569173,194.11927036095173,,,11
12,A. Farensis,male,juvenile,,Engaging in struggle with seaweed entanglement.,"['Coral Fragment', 'Shrimp', 'Barnacle']",10.0,7.0,9.60082797606974,7.700564209225615,57.72224579127515,,,12
13,u. olhanen.,female,sub_adult,False,Brief social contact with fellow crabs.,"['Sea Anemone', 'Polychaete Worm']",6.0,17.788635757939065,15.16145123354539,13.041926801934714,13.290610698998915,,,13
14,u. olhanen.,female,sub_adult,False,Group migration across shallow seabed.,"['Sea Anemone', 'Mussel']",10.0,21.90817769094396,29.506733437073613,18.79164851584539,22.816167531699485,,,14
15,U. olhanensis,male,adult,,Engaging in struggle with seaweed entanglement.,"['Sea Sponge', 'Snail', 'Sea Star', 'Mussel', 'Sea Anemone']",7.0,24.0,24.335997510392005,21.492533561739556,372.63214833977685,,,15
16,U. olhanensis,male,sub_adult,,Scuttling swiftly over rocky terrain.,"['Algae', 'Sea Urchin', 'Coral Fragment']",5.0,30.0,31.652235062640543,26.51828253295861,582.7009479594268,,,16
17,u. olhanen.,male,pre_puberty,,Taking cover beneath seagrass leaves.,"['Sea Star', 'Coral Fragment']",11.0,15.75,11.274625286334523,97.19786615847033,9.671037984602144,,,17
18,A farensis,nan,adult,,Grazing on mollusks among debris.,"['Crab (Other Species)', 'Coral Fragment', 'Sea Star', 'Mussel']",8.0,24.0,25.73672944105821,198.47713181850654,22.43754949356673,,,18
19,A. Farensis,female,sub_adult,False,"Stationary, blending into rocky backdrop.","['Mussel', 'Algae']",7.0,21.791068923157933,20.194102481387905,18.995249985728204,17.174478844461504,,,19
20,U. olhanensis,male,sub_adult,True,Consuming algae scraped from barnacles.,"['Mussel', 'Hermit Crab']",10.0,45.0,42.56439092350176,34.068126225305,1245.2229595814053,,,20
21,U. olhanensis,female,sub_adult,True,Performing dominance display by body lifting.,"['Sea Urchin', 'Shrimp', 'Crab (Other Species)', 'Polychaete Worm', 'Jellyfish']",8.0,12.942369951443506,11.70576284305,11.22983875312903,8.289169930445354,,,21
22,A. Farensis,female,pre_puberty,True,Sheltering under broken shell piece.,['Mussel'],7.0,4.349514347228707,3.7308477282790697,2.7974793057976832,2.7581019949427037,,,22
23,A. Farensis, ,sub_adult,,Concealing self beneath floating matter.,"['Sea Anemone', 'Snail', 'Algae', 'Small Fish']",7.0,22.5,25.793504807842577,165.57246067968802,18.82573566687078,,,23
24,U. olhanensis,male,adult,,Color change during molting stress.,"['Mussel', 'Polychaete Worm']",4.0,31.5,29.988995895262477,22.261059724893087,615.7537959374853,,,24
25,A. Farensis,male,sub_adult,,Taking cover beneath seagrass leaves.,"['Barnacle', 'Small Fish', 'Polychaete Worm', 'Mussel', 'Coral Fragment']",10.0,33.75,38.94868099502285,34.0473674761281,926.8807393781208,,,25
26,u. olhanen.,female,sub_adult,False,Resting in shaded crevice along cliff.,"['Crab (Other Species)', 'Shrimp', 'Sea Sponge', 'Jellyfish']",10.0,6.531521139856765,5.085199212360824,4.555536855877061,4.527864711128131,,,26
27,U. olhanensis,male,adult,,Harvesting food beneath floating debris.,"['Crab (Other Species)', 'Sea Anemone', 'Shrimp']",10.0,16.5,15.789093067233951,13.95800730981198,193.51899285289502,,,27
28,u. olhanen.,female,adult,False,Resting in shaded crevice along cliff.,"['Shrimp', 'Snail', 'Polychaete Worm', 'Sea Star', 'Barnacle']",7.0,13.610000096881498,12.35855541851297,10.359518519829813,10.570724935737072,,,28
29,A. Farensis,female,adult,True,Gradual movement in cold conditions.,"['Barnacle', 'Sea Urchin', 'Algae']",9.0,15.019789841652251,16.635651031540423,13.8734852369439,13.785484381468406,,,29
30,U. olhanensis,male,adult,True,Interaction with nearby hermit crab.,['Coral Fragment'],9.0,10.5,11.417035841206054,89.51447898706586,8.198320301551405,,,30
31,u. olhanen.,male,adult,,Taking cover beneath seagrass leaves.,"['Coral Fragment', 'Shrimp', 'Jellyfish']",12.0,16.5,17.384736544109362,15.499745051953207,160.06000599185919,,,31
32,U. olhanensis,male,pre_puberty,,Scavenging at the edge of tidal pools.,"['Sea Urchin', 'Crab (Other Species)', 'Coral Fragment']",7.0,9.75,8.095325453163996,6.035778362350518,45.25237962747545,,,32
33,u. olhanen.,female,adult,False,Resisting aggressive fish encounter.,"['Sea Star', 'Small Fish', 'Coral Fragment', 'Barnacle']",10.0,9.573291211388305,10.452647965725022,9.246987796661344,8.984532688944002,,,33
34,Ucides alvorensis,male or female,pre_puberty,,Harvesting food beneath floating debris.,"['Mussel', 'Polychaete Worm', 'Snail', 'Sea Sponge']",7.0,9.495787982822605,7.388949553203173,5.281786115549302,7.655010795897976,,,34
35,U. olhanensis,female,juvenile,False,Sifting through sediment for scraps.,"['Coral Fragment', 'Sea Urchin', 'Mussel', 'Sea Anemone', 'Small Fish']",6.0,3.204545212634541,2.073468138240734,1.9285967750231976,1.4820815839949362,,,35
36,A farensis,male,juvenile,,Resting in shaded crevice along cliff.,"['Coral Fragment', 'Snail', 'Mussel', 'Shrimp']",5.0,13.0,14.481032408212801,12.500141365635356,164.62879166763142,,,36
37,A farensis,female,pre_puberty,False,Interaction with nearby hermit crab.,"['Hermit Crab', 'Sea Anemone', 'Sea Star', 'Polychaete Worm', 'Jellyfish']",7.0,13.642000457155067,18.78345977389654,14.543230769265708,15.956927883833307,,,37
38,u. olhanen.,female,pre_puberty,False,Engaging in struggle with seaweed entanglement.,"['Snail', 'Hermit Crab', 'Small Fish']",9.0,16.48552542299152,15.391673193220406,9.792941969652135,11.567498400663695,,,38
39,u. olhanen.,female,juvenile,True,Swiftly dashing across exposed sand.,"['Jellyfish', 'Sea Urchin', 'Barnacle']",9.0,15.641824037629247,23.18930717829707,15.635887672835224,19.768011908146036,,,39
40,u. olhanen.,male,sub_adult,True,"Burrowing into soft, sandy sediment.","['Jellyfish', 'Snail', 'Algae']",4.0,38.75,35.02479480994967,801.4557437631421,27.242245543615,,,40
41,u. olhanen.,male,sub_adult,,Group migration across shallow seabed.,"['Sea Star', 'Snail']",9.0,11.25,9.438619815381212,47.75112574203365,6.764312880944962,,,41
42,A. Farensis,female,sub_adult,True,Rapid clawing during feeding bouts.,"['Sea Anemone', 'Coral Fragment', 'Hermit Crab', 'Snail']",11.0,16.79628241758174,15.497603755397588,14.46379791190721,10.856744535996455,,,42
43,u. olhanen.,male,pre_puberty,,Defensive claw movement in water.,['Sea Star'],10.0,30.75,27.6017847285713,462.2441475829322,19.71774889812494,,,43
44,u. olhanen.,male,juvenile,,Resisting aggressive fish encounter.,"['Small Fish', 'Sea Anemone', 'Sea Sponge', 'Hermit Crab']",7.0,10.5,9.116857249714354,6.9113055456319135,61.37974121906589,,,44
45,A farensis,male,pre_puberty,,Protecting territory in confined space.,['Sea Anemone'],10.0,25.5,31.043603532490998,27.053492400600977,685.1889251232898,,,45
46,A. Farensis,male,adult,,Interaction with nearby hermit crab.,['Mussel'],7.0,13.5,12.82933145841591,108.20168080130532,10.308180710676364,,,46
47,u. olhanen.,male,sub_adult,,Entering burrow after disturbance.,"['Sea Urchin', 'Small Fish']",5.0,8.75,9.147795033046595,7.89494762299592,52.559013509579735,,,47
48,U. olhanensis,male,sub_adult,,"Burrowing into soft, sandy sediment.","['Coral Fragment', 'Sea Sponge', 'Mussel']",10.0,6.25,7.104159356295623,36.983093950342074,5.118143385475217,,,48
49,U. olhanensis,female,adult,True,Resisting aggressive fish encounter.,"['Polychaete Worm', 'Sea Star', 'Mussel', 'Barnacle']",8.0,41.49020419138108,40.830647657871985,25.0881268923937,34.798628193534924,,,49
50,U. olhanensis,male,pre_puberty,True,Searching tidal pools for nutrients.,['Coral Fragment'],9.0,16.5,18.334514995983564,16.238106124304284,216.83824048661089,,,50
51,u. olhanen.,male,adult,,Peering out cautiously from cover.,"['Hermit Crab', 'Sea Urchin', 'Snail', 'Jellyfish']",7.0,21.0,20.71187598953164,15.116584726450359,328.3848186803652,,,51
52,U. olhanensis,male,adult,,Waving claw in signal to another crab.,"['Jellyfish', 'Sea Star', 'Shrimp', 'Coral Fragment']",14.0,19.5,20.093601733247013,16.577705099932437,259.6367606315678,,,52
53,u. olhanen.,female,adult,True,Rapid clawing during feeding bouts.,"['Hermit Crab', 'Barnacle', 'Sea Urchin', 'Jellyfish', 'Sea Star']",6.0,10.610512895933145,8.789192179399471,8.47864708742159,7.089004533594962,,,53
54,u. olhanen.,female,sub_adult,True,Sheltering under broken shell piece.,"['Hermit Crab', 'Barnacle', 'Sea Urchin']",8.0,7.650045299304243,7.674048867667401,5.313842271617007,6.802561746637325,,,54
55,U. olhanensis,male,pre_puberty,,Vibrating antennae in flowing current.,"['Jellyfish', 'Algae', 'Small Fish', 'Coral Fragment', 'Polychaete Worm']",11.0,11.25,9.16772992088666,7.725618947328087,42.02972560369929,,,55
56,A. Farensis,male,pre_puberty,,Rapid clawing during feeding bouts.,"['Sea Urchin', 'Small Fish', 'Polychaete Worm']",6.0,10.5,8.05558549320356,6.332206596629399,36.035846469769425,,,56
57,A. Farensis,female,sub_adult,False,Color change during molting stress.,"['Sea Sponge', 'Small Fish', 'Hermit Crab']",6.0,11.572125517628917,10.72766278184778,10.253248288635696,7.814864259783342,,,57
58,U. olhanensis,-,sub_adult,,Rapid clawing during feeding bouts.,"['Sea Star', 'Hermit Crab', 'Small Fish']",8.0,13.105871244035939,14.465188640294324,11.465018361774082,13.45699329872324,,,58
59,u. olhanen.,male,juvenile,,Lying still to avoid detection.,"['Snail', 'Coral Fragment']",5.0,9.0,8.681586962953206,6.235961024359053,48.604241959889855,,,59
60,A farensis,female,sub_adult,False,Darting away in response to sudden shadow.,['Hermit Crab'],8.0,4.584849334754627,4.3013633226596175,4.270648797256784,3.8504397159662442,,,60
61,A farensis,male,juvenile,,"Burrowing into soft, sandy sediment.","['Mussel', 'Polychaete Worm', 'Algae', 'Snail']",7.0,5.0,6.360507409788875,31.1212479509577,4.927926539479251,,,61
62,U. olhanensis,male,sub_adult,,Staying half-submerged in loose sand.,"['Sea Star', 'Hermit Crab']",7.0,12.5,10.707520886917443,9.028824536620839,66.4627000729136,,,62
63,A. Farensis,male,adult,,Concealing self beneath floating matter.,"['Polychaete Worm', 'Small Fish', 'Snail', 'Shrimp']",7.0,37.5,34.36182602155303,28.502651187397184,774.9997875513574,,,63
