,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,240,64.47708385573895,30,u. olhanen.,-7.99163,True,7.961126685653265,j,male,1,118.22131877962948,37.01025,['Sea Urchin'],5,True,Escaping from aggressive fish.
1,50,72.337737907912,20,A. Farensis,,False,20.943296093318434,s,female,2,164.43819076994825,,"['Crab (Other Species)', 'Sea Urchin']",8,False,Retreating quickly from shadow.
2,280,69.27463762224653,40,u. olhanen.,,False,143.84607946659818,s,male,3,138.31829524395903,,"['Algae', 'Barnacle', 'Sea Sponge']",9,False,Exchanging antenna taps.
3,270,84.63026657214739,20,A farensis,,False,103.7160810922826,a,male,4,165.6666319306549,,"['Coral Fragment', 'Snail']",11,False,Feeding on small mollusks.
4,150,64.92598327496553,30,A. Farensis,,False,90.0773294902835,s,male,5,174.3225074283025,,"['Sea Sponge', 'Barnacle', 'Sea Anemone', 'Sea Star', 'Small Fish']",9,False,Feeding on detritus in shallow water.
5,120,93.71135054500088,20,u. olhanen.,,True,12.51824249071537,s,?,6,182.24360205808907,,"['Mussel', 'Barnacle', 'Sea Anemone', 'Small Fish', 'Coral Fragment']",4,True,Stillness in cold water.
6,170,78.80671188415684,30,A farensis,,False,36.320424697305235,p,N/R,7,155.3823216564251,,"['Crab (Other Species)', 'Polychaete Worm']",8,False,Crab moving quickly across rocks.
7,150,76.47801252034887,60,A. Farensis,,False,146.10176174197338,s,male,8,171.94781713832265,,['Sea Urchin'],8,False,Escaping predator silhouette overhead.
8,120,73.40826570632252,30,u. olhanen.,,False,9.093100949464475,a,nan,9,161.4849812736645,,"['Sea Anemone', 'Sea Urchin', 'Sea Star']",8,False,Searching for food in tidal pools.
9,150,87.85211019026043,70,A. Farensis,,False,26.317463233003295,p,female,10,173.10797636225857,,['Polychaete Worm'],7,False,Searching for mates at twilight.
10,180,102.81893548922513,20,A farensis,,False,107.2859731705857,a,male,11,171.16033593194538,,"['Shrimp', 'Sea Star', 'Polychaete Worm']",5,False,Climbing barnacle-covered surfaces.
11,100,54.98900966115027,90,u. olhanen.,,False,82.16606398003162,j,male,12,145.61995480487082,,"['Hermit Crab', 'Sea Anemone', 'Sea Urchin', 'Sea Sponge', 'Coral Fragment']",8,False,Moving toward bait.
12,180,81.28022617572495,20,A farensis,,False,22.025616613990586,s,male,13,169.07045888181327,,"['Mussel', 'Barnacle', 'Snail', 'Jellyfish']",9,False,Inspecting discarded crab shell.
13,190,73.19643957508742,50,A farensis,,True,42.16262491866999,p,female,14,111.48805389925677,,"['Algae', 'Sea Star', 'Mussel']",8,True,Climbing submerged rocks.
14,370,80.23166337146321,50,A. Farensis,,True,19.713617786936275,s, ,15,154.42081437429158,,"['Barnacle', 'Jellyfish', 'Mussel', 'Algae', 'Polychaete Worm']",6,True,Retreating quickly from shadow.
15,60,78.42062261544544,20,A. Farensis,,True,5.939795627125419,j,male,16,114.8046613941452,,['Mussel'],7,True,Scavenging near tidal pools.
16,250,54.15413930097428,20,A farensis,,False,9.886280185410259,a,male or female,17,180.49682495397732,,"['Small Fish', 'Sea Urchin', 'Snail']",11,False,Picking biofilm on submerged wood.
17,130,68.31376975023954,60,A. Farensis,,False,47.84046308580245,a,?,18,181.78316929376837,,"['Sea Anemone', 'Small Fish', 'Algae', 'Hermit Crab', 'Snail']",7,False,Retreating into burrow.
18,150,74.82446449596937,50,A. Farensis,,False,34.10051653408515,p,female,19,132.4595152282979,,"['Snail', 'Crab (Other Species)', 'Sea Urchin', 'Coral Fragment', 'Algae']",10,False,Moving sideways along sandy bottom.
