,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,36,52,68
0,9.0,3.953569063315384,4.0,U. olhanensis,-8.01873,False,0.01729185189398676,juvenile,male,1.0,9.951263563318058,37.02606,"['Sea Star', 'Sea Anemone', 'Sea Urchin']",6.0,Escaping from aggressive fish.,,,
1,25.0,2.9141847236667817,2.0,A. Farensis,,False,1.005653831690964,pre_puberty,?,2.0,14.168030003586658,,"['Sea Sponge', 'Shrimp']",6.0,Climbing seaweed stalks.,,,
2,19.0,6.553226490229179,3.0,A. Farensis,,False,10.960401713216573,sub_adult,male,3.0,10.841021100304511,,"['Small Fish', 'Crab (Other Species)', 'Snail', 'Polychaete Worm']",10.0,Hiding under floating debris.,,,
3,14.0,4.89277003056057,9.0,U. olhanensis,,False,150.0,sub_adult,male,4.0,10.633768860246487,,['Shrimp'],7.0,Picking detritus from seabed.,,,
4,20.0,7.365899980369834,3.0,A farensis,,False,3.3562115749104993,juvenile,male,5.0,11.15748122739743,,['Mussel'],5.0,Picking algae from rock surface.,,,
5,7.0,4.677975129971394,4.0,A. Farensis,,False,7.907614187270076,pre_puberty,nan,6.0,8.812741430586026,,"['Small Fish', 'Mussel', 'Sea Star', 'Algae', 'Snail']",8.0,Resting under shell fragment.,,,
6,28.0,3.0642676358056793,5.0,A. Farensis,,False,25.882144472654737,adult,nan,7.0,13.754322141898355,,"['Shrimp', 'Sea Urchin']",8.0,Rapid claw movement while feeding.,,,
7,21.0,9.257974577194977,2.0,u. olhanen.,,False,0.014455500777715517,pre_puberty, ,8.0,10.14660381144731,,"['Hermit Crab', 'Algae', 'Sea Sponge', 'Mussel', 'Shrimp']",8.0,Interacting with small fish nearby.,,,
8,11.0,5.728868740217489,2.0,A farensis,,True,9.845637330642353,pre_puberty,male,9.0,11.610794503856898,,"['Barnacle', 'Small Fish', 'Hermit Crab', 'Jellyfish']",10.0,Color changes during molting.,,,
9,26.0,4.421697842302377,2.0,A farensis,,True,0.9641838138354544,sub_adult,male,10.0,14.599241141399968,,"['Barnacle', 'Polychaete Worm', 'Sea Star']",9.0,Sideways walking along bay edge.,,,
10,6.0,8.558108022296244,3.0,A. Farensis,,False,2.5659046263405703,adult,male or female,11.0,12.048131942493564,,"['Coral Fragment', 'Mussel', 'Sea Urchin']",9.0,Guarding eggs under abdominal flap.,,,
11,18.0,3.6863579620428175,2.0,u. olhanen.,,False,6.50919954528751,adult, ,12.0,11.104700243509997,,"['Coral Fragment', 'Crab (Other Species)', 'Algae', 'Sea Urchin', 'Barnacle']",8.0,Feeding on small mollusks.,,,
12,17.0,4.633984991470396,7.0,A. Farensis,,False,0.6581959356488533,adult,female,13.0,12.011275933258121,,"['Jellyfish', 'Sea Star', 'Sea Urchin', 'Barnacle']",14.0,Swimming short distance to escape.,,,
13,7.0,7.525170353648818,5.0,U. olhanensis,,False,11.324824647913646,sub_adult,male,14.0,9.272646856698557,,['Sea Urchin'],4.0,Interacting with small fish nearby.,,,
14,6.0,4.996409146663077,3.0,A. Farensis,,False,4.055022642851545,adult,male,15.0,9.164014517523704,,"['Algae', 'Polychaete Worm', 'Hermit Crab', 'Small Fish', 'Sea Sponge']",6.0,Rapid crossing of open sand.,,,
15,20.0,3.6930509390100528,4.0,A. Farensis,,False,34.44076051917937,sub_adult,male,16.0,14.657566666966247,,"['Polychaete Worm', 'Small Fish', 'Coral Fragment', 'Sea Star', 'Hermit Crab']",9.0,Hiding in sandy burrow.,,,
16,19.0,6.0942156020064155,5.0,u. olhanen.,,False,4.741385256468653,adult,?,17.0,12.116639028323533,,"['Sea Anemone', 'Coral Fragment', 'Sea Sponge', 'Snail', 'Jellyfish']",9.0,Climbing barnacle-covered surfaces.,,,
17,11.0,4.643738335910578,8.0,U. olhanensis,,False,86.754805102697,juvenile,male,18.0,10.200739246673871,,"['Sea Urchin', 'Crab (Other Species)', 'Barnacle', 'Mussel']",9.0,Rapid claw movement while feeding.,,,
18,31.0,5.895228894429822,2.0,A farensis,,False,2.336536993183629,pre_puberty,male,19.0,16.103712201096414,,"['Polychaete Worm', 'Sea Urchin']",10.0,Retreating into burrow.,,,
19,12.0,6.953438196247562,7.0,U. olhanensis,,True,14.7358256563484,pre_puberty,female,20.0,10.003075798277843,,"['Crab (Other Species)', 'Hermit Crab', 'Sea Star', 'Algae']",12.0,Hiding under floating debris.,,,
20,18.0,6.3818992241154024,2.0,A farensis,,False,5.286173719446209,sub_adult,female,21.0,12.018744872723234,,"['Small Fish', 'Crab (Other Species)', 'Algae']",8.0,Retreating quickly from shadow.,,,
21,21.0,1.2309054801770571,9.0,u. olhanen.,,False,0.6324341729190606,juvenile,male,22.0,12.781588733932509,,"['Algae', 'Sea Urchin', 'Small Fish']",6.0,Searching for mates at twilight.,,,
22,23.0,4.894171547312716,6.0,u. olhanen.,,False,14.464078819862266,pre_puberty,female,23.0,13.945677631530888,,"['Crab (Other Species)', 'Sea Sponge']",13.0,Interaction with hermit crabs.,,,
23,9.0,3.687560416073789,4.0,A farensis,,False,2.745077230035049,adult,male,24.0,6.71311995104101,,"['Sea Anemone', 'Small Fish', 'Crab (Other Species)']",4.0,Climbing onto submerged logs.,,,
24,17.0,6.178391151710552,3.0,u. olhanen.,,False,0.04328678725483561,adult,male,25.0,12.61345467419163,,['Shrimp'],8.0,Burrowing into sandy sediment.,,,
25,12.0,7.743465098583259,8.0,u. olhanen.,,True,2.3789454291972993,pre_puberty,male,26.0,9.879073701429474,,"['Sea Anemone', 'Mussel', 'Snail']",3.0,Hiding beneath rocks.,,,
26,35.0,5.557059890242999,4.0,u. olhanen.,,False,6.299194287679267,sub_adult, ,27.0,16.37691584639823,,"['Algae', 'Sea Star', 'Hermit Crab', 'Snail', 'Sea Anemone']",9.0,Claw waving directed at nearby crab.,,,
27,30.0,6.449165692056974,4.0,U. olhanensis,,False,10.931175008748658,adult,female,28.0,16.017697184586563,,"['Sea Urchin', 'Crab (Other Species)', 'Jellyfish']",6.0,Defensive posture when approached.,,,
28,25.0,8.49583856701164,2.0,A. Farensis,,False,0.23033415691118975,adult,female,29.0,13.922448744723887,,['Shrimp'],7.0,Hiding in sandy burrow.,,,
29,19.0,6.182266664773988,5.0,A. Farensis,,False,7.323398770663154,pre_puberty,female,30.0,10.277775864727518,,"['Coral Fragment', 'Snail', 'Sea Anemone', 'Algae']",6.0,Picking detritus from seabed.,,,
30,18.0,7.66842842170379,5.0,A. Farensis,,False,0.09288136368089298,sub_adult,?,31.0,13.836739975693284,,"['Hermit Crab', 'Coral Fragment']",7.0,Climbing vertical rock face.,,,
31,25.0,1.3934030330446845,5.0,u. olhanen.,,False,6.9788531999300965,pre_puberty,male,32.0,15.324830010128064,,"['Snail', 'Shrimp', 'Sea Anemone']",7.0,Moving toward bait.,,,
32,16.0,3.592997022931831,2.0,A farensis,,False,1.8430741311857122,sub_adult,male,33.0,12.402186768182364,,"['Sea Star', 'Barnacle', 'Snail', 'Sea Sponge', 'Small Fish']",8.0,Hiding beneath rocks.,,,
33,25.0,8.397177052629077,2.0,u. olhanen.,,False,1.7965314955460676,juvenile,male,34.0,15.814407268557906,,"['Sea Urchin', 'Small Fish']",6.0,Interaction with hermit crabs.,,,
34,10.0,8.729808028259436,6.0,U. olhanensis,,True,10.263380901508196,adult,male,35.0,9.607457744311533,,"['Barnacle', 'Snail', 'Sea Anemone', 'Hermit Crab', 'Mussel']",12.0,Exploring new territory.,,,
35,7.0,8.280693193198301,3.0,A. Farensis,,False,1.390570032881571,adult,?,36.0,14.083976973777903,,"['Crab (Other Species)', 'Small Fish', 'Barnacle', 'Sea Anemone', 'Hermit Crab']",10.0,Guarding a small hole in sediment.,,,
36,38.0,3.8073991429878,4.0,u. olhanen.,,False,3.518831498721491,pre_puberty,male,37.0,15.848501642855183,,"['Hermit Crab', 'Sea Urchin', 'Jellyfish']",12.0,Feeding on small crustaceans.,,,
37,17.0,5.534477776238637,2.0,A. Farensis,,False,75.33533308438312,pre_puberty,male,38.0,11.504454033374184,,"['Sea Anemone', 'Sea Sponge', 'Jellyfish', 'Algae', 'Coral Fragment']",9.0,Picking algae from rock surface.,,,
38,22.0,6.338028908614315,4.0,A. Farensis,,True,9.135553385812207,sub_adult,male,39.0,12.34979771747931,,"['Hermit Crab', 'Sea Anemone']",9.0,Social contact with other crabs.,,,
39,18.0,6.658451884887008,4.0,u. olhanen.,,False,40.08762069747526,pre_puberty,?,40.0,12.48142936228099,,"['Sea Star', 'Coral Fragment', 'Algae', 'Small Fish', 'Mussel']",7.0,Searching for food in tidal pools.,,,
40,19.0,8.100355521364772,5.0,u. olhanen.,,False,0.7384090814585579,juvenile,male or female,41.0,13.042434955474123,,"['Jellyfish', 'Mussel', 'Algae', 'Hermit Crab']",8.0,Guarding a small hole in sediment.,,,
41,11.0,5.961019725789337,3.0,A. Farensis,,True,2.7489915301700463,pre_puberty,nan,42.0,9.484404074882676,,['Algae'],8.0,Retreating into burrow.,,,
42,21.0,3.1296300616347295,6.0,u. olhanen.,,False,0.5015879363531647,pre_puberty, ,43.0,14.460128223420792,,"['Mussel', 'Sea Star', 'Snail', 'Jellyfish', 'Small Fish']",9.0,Exploring new territory.,,,
43,10.0,8.411934115585137,4.0,u. olhanen.,,False,3.741808162955756,sub_adult,male,44.0,10.02379691680793,,"['Snail', 'Sea Urchin', 'Mussel', 'Algae']",10.0,Climbing vertical rock face.,,,
44,23.0,5.580680401793692,5.0,A. Farensis,,False,5.025097045040648,sub_adult,nan,45.0,13.911277389318785,,['Small Fish'],8.0,Climbing vertical rock face.,,,
45,21.0,3.7088628772063457,3.0,U. olhanensis,,False,5.661867066126104,pre_puberty,male,46.0,14.187720377635964,,['Small Fish'],10.0,Climbing barnacle-covered surfaces.,,,
