species,sex,stage,species_name,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
,male,sub_adult,u. olhanen.,True,Emerging cautiously from hiding.,"['Mussel', 'Barnacle', 'Sea Sponge']",9.0,2.272727272727273,1.9353197870733452,2.4402697396303297,2.4669570264325347,3.090909090909091,2020-10-14,37.1,-8.62,0
,male,juvenile,A. Farensis,,Mating behavior with antenna touching.,['Hermit Crab'],5.0,0.9545454545454546,0.829600472137928,1.2033130564706875,1.0328056987886312,3.1818181818181817,2020-10-14,,,1
,male,sub_adult,U. olhanensis,,Sitting still blending with environment.,['Sea Sponge'],9.0,0.7954545454545454,0.7491903363812472,1.0205336333865607,0.8727092868710092,3.1818181818181817,2020-10-14,,,2
,male,juvenile,Ucides alvorensis,,Foraging among seagrass roots.,"['Jellyfish', 'Snail', 'Sea Urchin']",6.0,1.8181818181818181,2.2407772686797687,3.1054961154932696,1.905339948543489,3.0,2020-10-14,,,3
,-,sub_adult,A farensis,,Camouflaging with surrounding mud.,"['Mussel', 'Sea Urchin']",5.0,2.159090909090909,2.5497893678996886,3.4107128280123473,2.3440923844557386,3.0,2020-10-14,,,4
,male,pre_puberty,u. olhanen.,,Exploring new territory.,"['Sea Star', 'Sea Urchin', 'Algae', 'Mussel']",5.0,0.8181818181818182,0.8108502866897982,1.1038270656810623,0.8755683871731375,3.090909090909091,2020-10-14,,,5
,female,pre_puberty,u. olhanen.,False,Moving toward warmer water pockets.,['Sea Anemone'],7.0,1.0250159942951278,0.9619969387626547,1.3127554653459532,1.123017686352107,3.090909090909091,2020-10-14,,,6
,male,sub_adult,A. Farensis,,Claw waving directed at nearby crab.,"['Sea Anemone', 'Algae', 'Coral Fragment', 'Small Fish']",3.0,4.318181818181818,4.434393581695969,5.883267478057245,4.364659932469312,3.1818181818181817,2020-10-14,,,7
,female,adult,A. Farensis,False,Hiding beneath rocks.,"['Coral Fragment', 'Crab (Other Species)', 'Sea Star']",6.0,4.048651158624858,3.3565726689187496,4.426346270633056,4.390422454493282,3.1818181818181817,2020-10-14,,,8
,female,adult,u. olhanen.,False,Moving toward bait.,"['Mussel', 'Snail', 'Crab (Other Species)', 'Polychaete Worm']",8.0,3.725345436692889,4.261586750424918,5.508943594223163,3.756264318887288,3.090909090909091,2020-10-14,,,9
,male,sub_adult,A. Farensis,True,Feeding on detritus in shallow water.,['Crab (Other Species)'],5.0,3.1818181818181817,3.6144368887562224,4.4147997207382215,3.237590395037928,3.090909090909091,2020-10-14,,,10
,female,sub_adult,U. olhanensis,False,Guarding a small hole in sediment.,"['Hermit Crab', 'Sea Anemone', 'Polychaete Worm', 'Jellyfish', 'Coral Fragment']",10.0,0.8143473137526065,0.9341548161830563,1.328525983209711,0.8186582963989631,3.090909090909091,2020-10-14,,,11
,male,juvenile,A. Farensis,,Feeding on detritus in shallow water.,"['Sea Urchin', 'Sea Star', 'Barnacle', 'Crab (Other Species)', 'Polychaete Worm']",7.0,1.5,1.6338462723468632,2.3904150792636263,1.5630476786091307,3.1818181818181817,2020-10-14,,,12
,female,sub_adult,u. olhanen.,False,Territorial display against intruder.,"['Algae', 'Polychaete Worm', 'Sea Sponge', 'Snail', 'Sea Star']",9.0,0.8061799448650594,1.089496635887323,1.602804499477201,0.8230623785954004,3.1818181818181817,2020-10-14,,,13
,female,juvenile,A farensis,False,Searching for food in tidal pools.,"['Shrimp', 'Coral Fragment', 'Jellyfish']",8.0,1.3989890702945902,1.0377065482260974,1.418812661015352,1.4921445709690184,3.090909090909091,2020-10-14,,,14
,female,adult,u. olhanen.,False,Rapid claw movement while feeding.,"['Snail', 'Algae', 'Sea Sponge', 'Coral Fragment']",7.0,4.930834736748893,4.515314303659533,5.726170344456737,4.9790230460318705,3.090909090909091,2020-10-14,,,15
,female,adult,u. olhanen.,False,Claw waving directed at nearby crab.,"['Mussel', 'Shrimp', 'Sea Star', 'Hermit Crab', 'Snail']",6.0,1.5418077253342846,1.9481515521825237,2.486625886545211,1.5926006625550235,3.1818181818181817,2020-10-14,,,16
,female,sub_adult,A. Farensis,True,Dragging shell fragment backward.,['Hermit Crab'],7.0,2.9138796380960597,2.6838114050385204,3.9870230824262705,2.968601191888273,3.090909090909091,2020-10-14,,,17
,female,adult,A farensis,False,Territorial display against intruder.,"['Mussel', 'Algae', 'Crab (Other Species)', 'Coral Fragment']",8.0,3.216048193513652,2.9800613100271494,4.175455516003312,3.381007568297555,3.0,2020-10-14,,,18
,female,adult,A farensis,True,Stillness in cold water.,"['Polychaete Worm', 'Sea Star']",7.0,1.2863930992119454,1.5393126510774993,2.304893435232835,1.3374849609607695,3.090909090909091,2020-10-14,,,19
,male,sub_adult,U. olhanensis,True,Foraging among seagrass roots.,"['Sea Star', 'Sea Urchin', 'Coral Fragment']",11.0,2.159090909090909,1.8264626659872896,2.431504885237816,2.18551298346685,3.090909090909091,2020-10-14,,,20
,male,adult,u. olhanen.,,Retreating quickly from shadow.,"['Coral Fragment', 'Crab (Other Species)', 'Barnacle', 'Snail', 'Jellyfish']",8.0,4.636363636363637,4.461898185353795,6.48018305129429,4.802247364188755,3.0,2020-10-14,,,21
,male,juvenile,U. olhanensis,,Cleaning claws with rubbing motion.,"['Algae', 'Small Fish', 'Sea Star']",5.0,0.3181818181818182,0.3136857967872317,0.4220991933916545,0.34570750300113057,3.090909090909091,2020-10-14,,,22
,female,adult,u. olhanen.,False,Crab moving quickly across rocks.,"['Shrimp', 'Sea Urchin']",6.0,2.229215116223824,2.167284123267966,3.0453805325705052,2.4186293912061703,3.090909090909091,2020-10-14,,,23
,female,sub_adult,A farensis,False,Slow movement near seagrass patches.,"['Hermit Crab', 'Snail', 'Small Fish', 'Barnacle', 'Polychaete Worm']",8.0,1.2003175651701221,1.0702509016801816,1.3078331104384213,1.3033523359791177,3.1818181818181817,2020-10-14,,,24
,male,adult,A farensis,,Emerging cautiously from hiding.,"['Mussel', 'Sea Urchin', 'Shrimp']",7.0,6.2727272727272725,6.339771446634541,8.94597997167916,6.705236372474397,3.090909090909091,2020-10-14,,,25
,male,adult,u. olhanen.,,Feeding on small crustaceans.,"['Polychaete Worm', 'Sea Sponge']",6.0,5.7272727272727275,5.381834433103534,7.061002588270163,5.895487455966658,3.1818181818181817,2020-10-14,,,26
,female,sub_adult,A. Farensis,True,Interaction with hermit crabs.,['Sea Anemone'],8.0,0.6617649641957307,0.6031329494158466,0.790584953174971,0.6675207159401472,3.1818181818181817,2020-10-14,,,27
,female,sub_adult,U. olhanensis,False,Moving in groups.,"['Crab (Other Species)', 'Shrimp', 'Jellyfish', 'Mussel', 'Sea Anemone']",7.0,0.9129047970976761,1.013492895201582,1.296915241245867,0.979007329130171,3.0,2020-10-14,,,28
,female,adult,Ucides alvorensis,False,Resting under shell fragment.,['Hermit Crab'],9.0,1.0864765341073246,1.0962009304290266,1.6095706992402121,1.0921837155532974,3.090909090909091,2020-10-14,,,29
,male,sub_adult,U. olhanensis,True,Exploring new territory.,"['Hermit Crab', 'Snail', 'Shrimp', 'Sea Sponge', 'Crab (Other Species)']",4.0,2.9545454545454546,2.373084388640721,3.2274528250510475,3.062379529990707,3.090909090909091,2020-10-14,,,30
,female,adult,A farensis,False,Guarding a small hole in sediment.,['Shrimp'],4.0,3.851659812308334,3.3988064749196125,4.9178738673336655,4.205279011557793,3.090909090909091,2020-10-14,,,31
,male,juvenile,Ucides alvorensis,,Displaying dominance by lifting body.,"['Shrimp', 'Snail', 'Algae', 'Crab (Other Species)', 'Jellyfish']",5.0,0.6818181818181818,0.8787285205124667,1.2427304542273865,0.6878245260119975,3.1818181818181817,2020-10-14,,,32
,female,adult,A. Farensis,True,Feeding on small mollusks.,"['Hermit Crab', 'Mussel', 'Sea Urchin']",9.0,3.275757917987893,3.110137252783213,4.348000207238974,3.5093434360259916,3.090909090909091,2020-10-14,,,33
