species,sex,stage,species_name,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
,male,sub_adult,Ucides alvorensis,True,Waving claws rhythmically.,"['Algae', 'Mussel', 'Sea Anemone', 'Jellyfish']",4.0,2.5,2.728934347025991,3.408956284835038,2.71740094435914,2.6363636363636362,2021-06-04,37.1,-8.62,0
,nan,sub_adult,u. olhanen.,,Moving toward bait.,['Barnacle'],4.0,3.409090909090909,2.9609826929186123,4.226705551391492,3.716986657477484,2.6363636363636362,2021-06-04,,,1
,female,pre_puberty,A farensis,False,Displaying dominance by lifting body.,"['Hermit Crab', 'Crab (Other Species)']",9.0,0.8617240974706455,0.8576778665527822,1.1621736915221967,0.8838559897401788,2.8181818181818183,2021-06-04,,,2
,male,pre_puberty,Ucides alvorensis,,Inspecting discarded crab shell.,"['Mussel', 'Sea Anemone', 'Sea Star']",5.0,2.1136363636363638,2.282457911899727,3.359232337721266,2.1293984431215986,2.727272727272727,2021-06-04,,,3
,female,pre_puberty,u. olhanen.,False,Burrowing into sandy sediment.,"['Small Fish', 'Coral Fragment']",5.0,1.8772357586567774,1.5558734688170797,1.9654029970190015,1.8893001289763243,2.5454545454545454,2021-06-04,,,4
,male,sub_adult,A farensis,,Waving claws rhythmically.,['Sea Sponge'],6.0,3.522727272727273,2.8500263029987436,3.9937536964550104,3.8028079033570132,2.727272727272727,2021-06-04,,,5
,female,pre_puberty,U. olhanensis,False,Feeding on small mollusks.,"['Crab (Other Species)', 'Polychaete Worm']",7.0,0.8433844712623497,0.9661509205557158,1.1618977127578745,0.8886728962507578,2.6363636363636362,2021-06-04,,,6
,female,pre_puberty,U. olhanensis,False,Rapid crossing of open sand.,"['Hermit Crab', 'Coral Fragment']",5.0,1.220012439235655,1.659960214611412,2.0166852927017773,1.2379242384548017,2.727272727272727,2021-06-04,,,7
,female,adult,u. olhanen.,True,Moving in groups.,"['Sea Star', 'Coral Fragment', 'Sea Sponge', 'Sea Anemone']",9.0,6.077851147743329,5.766227797258155,7.693925690865314,6.220570566865643,2.727272727272727,2021-06-04,,,8
,female,sub_adult,U. olhanensis,False,Climbing submerged rocks.,['Polychaete Worm'],5.0,2.8254912896045488,3.3866626349395195,4.547722074404522,2.9323764062735194,2.727272727272727,2021-06-04,,,9
,male,juvenile,u. olhanen.,True,Guarding a small hole in sediment.,"['Sea Sponge', 'Polychaete Worm', 'Hermit Crab', 'Shrimp', 'Small Fish']",4.0,1.8181818181818181,1.7666164661320953,2.1730696651362815,1.8245275978548205,2.909090909090909,2021-06-04,,,10
,female,sub_adult,A. Farensis,False,Picking detritus from seabed.,"['Sea Sponge', 'Barnacle', 'Crab (Other Species)', 'Hermit Crab', 'Sea Star']",6.0,3.6734900261920505,4.567159291710816,5.747677536225994,3.8532150828411798,2.6363636363636362,2021-06-04,,,11
,female,adult,U. olhanensis,False,Burrowing into sandy sediment.,"['Shrimp', 'Snail']",14.0,5.826601054895796,5.569292976796813,7.196059375602146,6.273910407570019,2.727272727272727,2021-06-04,,,12
,female,sub_adult,u. olhanen.,False,Climbing onto submerged logs.,"['Sea Anemone', 'Shrimp', 'Sea Sponge', 'Sea Urchin']",4.0,4.385767025481349,5.292430214606518,6.4248936794493146,4.708670346200621,2.727272727272727,2021-06-04,,,13
,female,sub_adult,A. Farensis,False,Escaping predator silhouette overhead.,"['Sea Star', 'Barnacle', 'Coral Fragment', 'Shrimp']",8.0,0.7738863545436149,0.8686088374576854,1.2900504143910791,0.8247831843253038,2.8181818181818183,2021-06-04,,,14
