,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,160,49.969350888265666,50,u. olhanen.,-7.99163,False,1.1132139004122257,a,female,1,124.63004493287649,37.01025,"['Mussel', 'Sea Anemone', 'Barnacle', 'Coral Fragment']",7,False,Using claws to dig into sediment.
1,140,58.029425012310455,20,A farensis,,False,0.959573107648586,j,male,2,132.420458878775,,['Jellyfish'],7,False,Using claws to dig into sediment.
2,190,38.68424650795166,90,A farensis,,False,54.42304017408401,s,female,3,126.625731375056,,"['Sea Star', 'Coral Fragment', 'Sea Anemone']",5,False,Waving claws rhythmically.
3,180,62.419528067001266,90,U. olhanensis,,False,35.35972005963298,s,male or female,4,102.55397296047377,,['Hermit Crab'],7,False,Displaying dominance by lifting body.
4,190,76.46173311827611,50,U. olhanensis,,False,1.9283963832910203,a,female,5,84.51284431432127,,"['Sea Anemone', 'Algae', 'Mussel', 'Barnacle', 'Sea Urchin']",8,False,Territorial display against intruder.
5,340,42.689039972467775,40,A. Farensis,,False,1.4864014011494202,j,female,6,125.36060793448605,,['Sea Anemone'],7,False,Feeding on detritus in shallow water.
6,370,64.17328687366407,30,u. olhanen.,,True,8.986859364072256,s,?,7,137.45066541685028,,"['Crab (Other Species)', 'Coral Fragment']",11,True,Defensive posture when approached.
7,220,43.878816533851676,30,A. Farensis,,True,1.4118667223660297,p,male,8,155.38132878181221,,"['Jellyfish', 'Sea Urchin']",10,True,Stillness in cold water.
8,130,63.62270081475094,40,U. olhanensis,,False,0.8330618092458709,a,male,9,126.9526681888365,,"['Small Fish', 'Sea Sponge', 'Mussel']",8,False,Picking biofilm on submerged wood.
9,320,63.103536976317955,90,A farensis,,True,2.598502434128776,s,female,10,114.5276926988453,,"['Algae', 'Jellyfish', 'Polychaete Worm', 'Barnacle']",9,True,Picking detritus from seabed.
10,150,58.06180904950359,30,A farensis,,True,11.16741746537838,p,male,11,111.67833337529295,,"['Sea Star', 'Sea Sponge', 'Sea Urchin']",7,True,Moving in groups.
11,190,29.990523039781714,50,U. olhanensis,,False,12.996146386938804,a,female,12,120.1187678443674,,"['Small Fish', 'Sea Sponge', 'Shrimp', 'Coral Fragment']",8,False,Emerging cautiously from hiding.
12,210,46.399256768710316,40,A farensis,,False,22.761397216052785,s,male,13,114.97250431514814,,"['Small Fish', 'Jellyfish', 'Sea Sponge', 'Snail']",6,False,Pausing frequently during exploration.
13,470,82.50967889745087,40,u. olhanen.,,False,2.820014024281196,s,?,14,112.19783983043303,,"['Polychaete Worm', 'Coral Fragment', 'Sea Sponge']",10,False,Territorial display against intruder.
14,200,39.788451996047144,60,A farensis,,False,14.776786263188871,a,male,15,100.29303172519052,,"['Crab (Other Species)', 'Shrimp', 'Sea Star', 'Small Fish']",9,False,Dragging shell fragment backward.
15,210,46.3082997246827,30,A. Farensis,,False,6.254019384947641,p,female,16,126.13410974314411,,"['Crab (Other Species)', 'Mussel', 'Snail']",10,False,Emerging cautiously from hiding.
16,460,90.3259649370991,80,U. olhanensis,,False,24.666559733004615,s,male,17,115.04134646942573,,"['Small Fish', 'Barnacle', 'Sea Sponge']",5,False,Hiding in sandy burrow.
17,70,83.30367885531192,20,A farensis,,False,4.3758926385155315,s,male,18,159.68395243639694,,"['Algae', 'Jellyfish', 'Sea Sponge', 'Snail']",11,False,Retreating into burrow.
18,380,49.88398330006387,50,A farensis,,False,0.9274301449576356,a,male,19,109.69571959470602,,"['Sea Sponge', 'Hermit Crab', 'Barnacle', 'Shrimp', 'Coral Fragment']",9,False,Climbing vertical rock face.
19,390,58.08585575078618,50,A farensis,,False,2.963723611147314,s,male,20,121.17133706702774,,"['Mussel', 'Jellyfish']",4,False,Foraging among seagrass roots.
20,490,63.70377881754659,20,A farensis,,False,2.7071778394115324,p,male,21,117.94291612289832,,"['Shrimp', 'Mussel', 'Sea Star', 'Small Fish', 'Sea Anemone']",6,False,Retreating quickly from shadow.
21,70,88.5348872434821,30,A farensis,,True,65.01999734344747,p,male,22,148.87175656383758,,"['Small Fish', 'Hermit Crab', 'Sea Sponge', 'Mussel']",9,True,Pausing frequently during exploration.
22,480,55.07209557490199,80,A farensis,,False,4.842250132382814,j,female,23,119.59132405802629,,"['Snail', 'Hermit Crab']",11,False,Picking detritus from seabed.
23,190,58.40701277960403,40,A. Farensis,,False,7.46585398155874,p,female,24,136.1357171214731,,"['Small Fish', 'Algae', 'Crab (Other Species)']",7,False,Climbing seaweed stalks.
24,150,60.00070376768455,20,A farensis,,True,4.276267099424046,s, ,25,109.97633664897344,,"['Shrimp', 'Crab (Other Species)', 'Mussel', 'Sea Anemone', 'Coral Fragment']",4,True,Feeding on small mollusks.
25,170,40.38229989478246,80,A farensis,,False,36.77852181784732,p,female,26,120.14316856027244,,['Coral Fragment'],6,False,Picking algae from rock surface.
26,320,41.702521299716935,40,A farensis,,False,2.287061900030805,s, ,27,123.62552811048104,,['Sea Sponge'],10,False,Vibrating antennae in water currents.
27,90,62.04051479441816,70,u. olhanen.,,False,2.5470419759412994,a,male,28,100.83311090079575,,"['Snail', 'Barnacle', 'Small Fish']",8,False,Climbing submerged rocks.
28,220,60.6311877542083,30,u. olhanen.,,True,21.572498909372293,a,male,29,109.88752101288073,,"['Coral Fragment', 'Jellyfish', 'Small Fish']",6,True,Cleaning claws with rubbing motion.
29,110,45.49375144915831,60,u. olhanen.,,False,5.726201577142957,a,female,30,126.29155529564486,,"['Mussel', 'Snail', 'Sea Star']",10,False,Rapid claw movement while feeding.
30,390,57.39023747833441,40,u. olhanen.,,False,2.447295596404326,p, ,31,89.36778821395238,,"['Hermit Crab', 'Barnacle', 'Crab (Other Species)', 'Sea Sponge']",7,False,Mating behavior with antenna touching.
31,220,70.7180267517051,80,A farensis,,False,2.881247638454334,p,male,32,143.33246395229116,,"['Snail', 'Sea Anemone']",12,False,Struggling with entangled seaweed.
32,190,50.97650411919294,50,A. Farensis,,False,1.0013079365539659,j,male or female,33,106.14927052744903,,"['Hermit Crab', 'Sea Urchin', 'Mussel']",8,False,Shaking claws after contact.
33,220,62.687068310047955,30,u. olhanen.,,False,5.129877406944617,p,male,34,127.71841405572546,,"['Small Fish', 'Sea Urchin', 'Coral Fragment', 'Sea Star']",15,False,Claw snapping in competition.
34,420,48.42530835168543,40,A. Farensis,,False,3.886720882248777,p,female,35,103.36531362479377,,"['Small Fish', 'Hermit Crab', 'Jellyfish']",6,False,Social contact with other crabs.
35,340,76.16713336540364,20,A. Farensis,,True,6.983712604236735,s,?,36,123.61071046298817,,"['Small Fish', 'Snail']",7,True,Escaping predator silhouette overhead.
36,310,63.64154688409102,30,A. Farensis,,False,11.951678446177194,j,male,37,118.65591080097632,,"['Sea Anemone', 'Small Fish', 'Crab (Other Species)']",5,False,Sitting still blending with environment.
37,360,40.92366477912819,60,u. olhanen.,,True,49.80352849181824,j,male,38,123.55638213443457,,"['Sea Urchin', 'Algae']",11,True,Hiding under floating debris.
38,160,63.41967385789377,30,A. Farensis,,False,11.877366455602816,a,female,39,106.34560721315347,,['Barnacle'],7,False,Rapid crossing of open sand.
39,350,70.79311318340255,60,A. Farensis,,False,0.6482660912783179,p,male,40,136.68882402139755,,"['Sea Anemone', 'Mussel', 'Shrimp', 'Snail', 'Barnacle']",8,False,Claw waving directed at nearby crab.
40,520,47.359163220941994,20,A farensis,,False,2.659100279692672,s, ,41,114.03114446875058,,"['Shrimp', 'Sea Star', 'Sea Urchin', 'Hermit Crab']",3,False,Emerging cautiously from hiding.
41,310,41.18410972989569,30,u. olhanen.,,False,2.0977534404883933,s,female,42,106.21620439222289,,['Mussel'],7,False,Picking detritus from seabed.
42,180,78.29250884114057,40,A. Farensis,,False,1.2619110408905576,p,male,43,114.470071934488,,"['Hermit Crab', 'Barnacle']",6,False,Resting in shaded rock crevice.
43,150,62.17596710083683,20,A. Farensis,,False,21.725867701845747,j, ,44,115.91067899985019,,"['Jellyfish', 'Barnacle']",9,False,Feeding on algae scraped from rocks.
44,120,77.5615413961644,30,A. Farensis,,True,7.632512924923586,p,female,45,124.72846581399175,,"['Hermit Crab', 'Snail', 'Jellyfish', 'Shrimp']",9,True,Feeding on algae scraped from rocks.
45,90,70.63314076806383,80,u. olhanen.,,False,7.48319450329343,s,male,46,132.8962281391147,,"['Algae', 'Coral Fragment']",10,False,Resting in shaded rock crevice.
46,220,70.34454429940983,50,A. Farensis,,False,65.2322625920877,s,male,47,120.2573807085794,,"['Algae', 'Hermit Crab']",13,False,Moving toward warmer water pockets.
47,160,36.43031818225631,50,u. olhanen.,,False,2.1566474847499975,s,female,48,102.9913598565683,,"['Sea Anemone', 'Snail', 'Algae', 'Shrimp']",6,False,Moving sideways along sandy bottom.
48,90,56.11780541748887,30,A. Farensis,,False,0.539671407423415,s,male,49,122.3415167237272,,"['Shrimp', 'Sea Anemone', 'Barnacle']",7,False,Mating behavior with antenna touching.
49,210,59.78252276782264,20,u. olhanen.,,False,412.89063587975505,s,?,50,114.6661285928665,,"['Sea Star', 'Sea Sponge']",10,False,Displaying dominance by lifting body.
50,170,55.71654673411716,30,A farensis,,True,4.426787762925905,s,female,51,150.9095407430537,,"['Small Fish', 'Coral Fragment']",9,True,Guarding a small hole in sediment.
51,70,74.7272117964289,20,U. olhanensis,,False,31.412098274762847,p,?,52,137.6248872291467,,"['Sea Star', 'Sea Anemone']",5,False,Scavenging near tidal pools.
52,210,65.32465233480454,70,A farensis,,False,18.355833236399597,p,male,53,150.65343797908446,,"['Coral Fragment', 'Sea Star']",9,False,Scavenging near tidal pools.
53,190,52.840412341571216,20,U. olhanensis,,True,0.968052978361885,p, ,54,108.19661602591174,,"['Crab (Other Species)', 'Snail', 'Mussel', 'Small Fish', 'Coral Fragment']",6,True,Burrowing into sandy sediment.
54,140,81.61159586315947,50,A farensis,,True,1.5151217797903995,a, ,55,100.94324393405091,,['Shrimp'],8,True,Rapid crossing of open sand.
55,70,33.12810495734308,70,u. olhanen.,,False,9.311505575997849,s,female,56,109.70436368795919,,"['Crab (Other Species)', 'Mussel', 'Sea Sponge', 'Snail', 'Sea Anemone']",8,False,Using claws to dig into sediment.
56,180,43.91520133553749,60,A. Farensis,,False,1.322090152549725,p,female,57,111.73566833425531,,['Crab (Other Species)'],9,False,Moving sideways along sandy bottom.
57,100,44.220365528323285,50,A. Farensis,,False,13.485716406967224,s, ,58,120.26546161573087,,['Jellyfish'],6,False,Retreating quickly from shadow.
58,330,36.992026835399486,20,A. Farensis,,False,2.3022597295644283,p,N/R,59,132.41756283524367,,"['Small Fish', 'Snail']",9,False,Claw snapping in competition.
59,380,65.19062895187717,70,A farensis,,False,4.5919622733023155,p, ,60,121.36699684104728,,"['Algae', 'Hermit Crab']",10,False,Mating behavior with antenna touching.
60,330,64.66069359018806,50,A farensis,,False,95.69872006715502,j,male or female,61,98.50138950232261,,"['Sea Sponge', 'Shrimp', 'Mussel']",11,False,Feeding on algae scraped from rocks.
