,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,5,6.731198189479715,2,A farensis,-7.99163,True,1.7358703633771422,adult,male,1,12.036094587145904,37.01025,"['Sea Anemone', 'Coral Fragment']",8,True,Hiding under seagrass blades.
1,26,8.014199272403495,5,A. Farensis,,True,2.927924138340112,pre_puberty,female,2,22.245692074570698,,['Coral Fragment'],10,True,Escaping predator silhouette overhead.
2,16,9.285149989415181,5,A farensis,,False,4.566973715564115,sub_adult,female,3,17.1123918907795,,"['Algae', 'Sea Star', 'Crab (Other Species)', 'Coral Fragment', 'Jellyfish']",6,False,Using claws to dig into sediment.
3,36,9.603657749682393,5,A. Farensis,,False,15.569004069886294,adult,male,4,22.321450459719166,,"['Jellyfish', 'Sea Anemone', 'Snail', 'Sea Star']",6,False,Retreating into burrow.
4,24,5.659409413804781,6,u. olhanen.,,False,30.63855671865361,sub_adult,nan,5,17.097695556154783,,['Sea Urchin'],10,False,Claw snapping at diver.
5,10,6.156155377516911,3,A farensis,,True,6.348773548542279,adult,male,6,14.464860219876485,,"['Sea Star', 'Shrimp', 'Polychaete Worm', 'Snail', 'Crab (Other Species)']",7,True,Searching for mates at twilight.
6,15,7.913202814454115,3,A farensis,,False,1.8735944501084976,sub_adult,female,7,20.43180091193363,,"['Small Fish', 'Hermit Crab']",7,False,Color changes during molting.
7,9,7.355719489610324,11,A farensis,,False,1.4171182397566564,pre_puberty,male,8,14.845609825085162,,"['Algae', 'Sea Urchin', 'Polychaete Worm', 'Barnacle']",7,False,Camouflaging with surrounding mud.
8,22,7.283839526449324,2,A farensis,,False,1.4380913283965258,sub_adult,female,9,19.4340003944207,,"['Shrimp', 'Sea Urchin', 'Sea Sponge', 'Small Fish', 'Jellyfish']",12,False,Escaping from aggressive fish.
9,19,7.28221160087341,3,A. Farensis,,False,1.910337707743005,sub_adult,male,10,19.08557157696765,,"['Coral Fragment', 'Small Fish', 'Crab (Other Species)', 'Sea Anemone']",10,False,Struggling with entangled seaweed.
10,8,5.897080639617018,7,A. Farensis,,False,2.8621596147004342,sub_adult,N/R,11,23.124317963197424,,"['Sea Urchin', 'Sea Anemone', 'Hermit Crab']",6,False,Mating behavior with antenna touching.
11,5,6.2700154529434915,5,u. olhanen.,,True,6.764050064931689,sub_adult,female,12,19.200467433515506,,"['Coral Fragment', 'Barnacle', 'Mussel']",8,True,Sitting still blending with environment.
