,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,A farensis,male or female,adult,True,"Stationary, blending into rocky backdrop.","['Sea Star', 'Hermit Crab', 'Snail', 'Small Fish', 'Crab (Other Species)']",11.0,7.5,8.020679808287067,11.359992689387745,8.163156230706063,35.0,2021-07-13,37.02606,-8.01873,0
1,U. olhanensis,male,sub_adult,,Displaying territorial behavior against intruder.,"['Crab (Other Species)', 'Sea Urchin', 'Sea Star', 'Small Fish']",6.0,30.0,32.48325036367082,43.441086712774606,30.151335565565496,34.0,2021-07-13,,,1
2,Ucides alvorensis, ,adult,,Swimming briefly to avoid disturbance.,"['Shrimp', 'Sea Anemone', 'Sea Star']",5.0,10.5,11.154655384277106,13.411839312255605,11.136139935395136,34.0,2021-07-13,,,2
3,A farensis,female,sub_adult,True,Group migration across shallow seabed.,"['Small Fish', 'Sea Urchin', 'Sea Sponge']",5.0,29.89831099187417,29.80349648824881,39.472103389799166,32.81187318140166,34.0,2021-07-13,,,3
4,u. olhanen.,female,sub_adult,True,Adopting threatening stance when approached.,"['Snail', 'Sea Urchin', 'Sea Sponge', 'Crab (Other Species)', 'Sea Anemone']",6.0,28.704631823060446,29.277203019637845,43.213792014335,29.104054866190346,34.0,2021-07-13,,,4
5,A farensis,N/R,juvenile,,Reacting to sudden changes in temperature.,"['Coral Fragment', 'Sea Star', 'Jellyfish', 'Sea Anemone']",5.0,10.5,8.197888872786791,11.437485128432225,10.73179738517611,33.0,2021-07-13,,,5
6,A farensis,female,adult,True,Interaction with nearby hermit crab.,['Sea Star'],8.0,15.098289107891132,15.216014788845415,19.481088167685467,15.4174117568271,35.0,2021-07-13,,,6
7,u. olhanen.,male or female,adult,,Engaging in antennae-to-antennae contact.,['Crab (Other Species)'],6.0,45.0,42.73121812879208,62.386630263240896,48.731620413224384,33.0,2021-07-13,,,7
8,u. olhanen.,female,adult,True,Color change during molting stress.,"['Coral Fragment', 'Hermit Crab']",9.0,27.361733006008063,29.358020562138424,37.598767379876,28.704168806436382,34.0,2021-07-13,,,8
9,u. olhanen.,male,juvenile,,Harvesting food beneath floating debris.,"['Algae', 'Barnacle', 'Coral Fragment', 'Shrimp', 'Polychaete Worm']",6.0,6.0,5.629059603037957,7.427819425488458,6.452060938386732,37.0,2021-07-13,,,9
10,u. olhanen.,female,sub_adult,False,Engaging in antennae-to-antennae contact.,"['Coral Fragment', 'Algae']",12.0,11.947870638496674,13.927255454069359,19.463827053517395,12.006052927937255,35.0,2021-07-13,,,10
11,u. olhanen.,female,sub_adult,True,Interaction with nearby hermit crab.,"['Sea Sponge', 'Polychaete Worm']",10.0,17.780141366021752,20.49171059247942,26.259052163164824,17.888230183947574,35.0,2021-07-13,,,11
12,U. olhanensis,female,adult,False,Resting in shaded crevice along cliff.,"['Sea Sponge', 'Jellyfish']",9.0,26.988296787125904,28.672956711706146,36.12035827507923,27.36403935871017,36.0,2021-07-13,,,12
13,u. olhanen.,male,sub_adult,,Emerging slowly after perceived threat.,['Snail'],7.0,17.5,19.776985490018614,25.56637753021554,18.62374897924013,34.0,2021-07-13,,,13
14,A. Farensis,male,adult,,Searching tidal pools for nutrients.,"['Sea Urchin', 'Mussel', 'Coral Fragment', 'Sea Sponge']",10.0,24.0,24.00268352184586,33.189547309749116,25.722081987032293,34.0,2021-07-13,,,14
15,A farensis,male,adult,,Defensive claw movement in water.,"['Snail', 'Sea Star']",7.0,52.5,48.760454230858116,72.5022142572235,57.520177338036696,35.0,2021-07-13,,,15
16,U. olhanensis,female,sub_adult,False,Camouflaging with nearby mud.,"['Coral Fragment', 'Shrimp', 'Small Fish', 'Algae', 'Sea Urchin']",7.0,7.203416069211604,5.835581204166755,8.441871594970571,7.351047658483347,35.0,2021-07-13,,,16
17,A. Farensis,female,sub_adult,False,Claw snapping in diver confrontation.,"['Sea Star', 'Coral Fragment', 'Crab (Other Species)']",12.0,14.32685259120055,12.783244588630314,19.174296378116885,14.808846476958108,36.0,2021-07-13,,,17
18,A farensis,male,juvenile,,Defensive claw movement in water.,"['Sea Star', 'Sea Urchin', 'Mussel', 'Sea Anemone']",10.0,15.0,17.726776583367265,21.997747311348753,16.398593318702716,33.0,2021-07-13,,,18
19,A. Farensis,female,adult,False,"Stationary, blending into rocky backdrop.",['Shrimp'],6.0,29.285090447739183,27.542912474005636,33.60455807972596,31.69280429034096,36.0,2021-07-13,,,19
20,u. olhanen.,male,pre_puberty,True,Waving claw in signal to another crab.,"['Snail', 'Hermit Crab', 'Sea Anemone', 'Coral Fragment', 'Polychaete Worm']",9.0,4.5,5.019216229049467,7.396620012238409,4.733059118267351,34.0,2021-07-13,,,20
21,U. olhanensis,male,sub_adult,,Grazing on mollusks among debris.,['Sea Urchin'],9.0,13.75,12.33398138420578,15.727736687641647,15.021173784126413,34.0,2021-07-13,,,21
22,Ucides alvorensis,female,sub_adult,True,Consuming algae scraped from barnacles.,"['Polychaete Worm', 'Barnacle', 'Snail', 'Small Fish', 'Sea Anemone']",8.0,21.097186159101867,18.501055886131258,23.209468052503134,22.76642253096686,33.0,2021-07-13,,,22
23,A. Farensis,female,pre_puberty,False,Hiding beneath overhanging rock.,"['Sea Sponge', 'Algae', 'Hermit Crab', 'Mussel']",9.0,11.789445518831567,13.099161590264432,16.760875263072013,12.438347301367067,35.0,2021-07-13,,,23
24,U. olhanensis,male,sub_adult,,Camouflaging with nearby mud.,['Crab (Other Species)'],6.0,57.5,57.05958254327718,76.24617248676697,62.515658945116186,34.0,2021-07-13,,,24
25,A. Farensis,male,sub_adult,,Sheltering under broken shell piece.,"['Sea Star', 'Algae', 'Small Fish']",7.0,28.75,32.354766865953586,42.54308528824312,30.75348806189805,34.0,2021-07-13,,,25
26,u. olhanen.,female,sub_adult,False,Guarding eggs beneath body flap.,"['Sea Urchin', 'Barnacle', 'Sea Sponge']",8.0,19.488280506432254,17.44906853268735,24.30322133527429,20.45293676934012,36.0,2021-07-13,,,26
27,u. olhanen.,N/R,adult,,Guarding eggs beneath body flap.,"['Polychaete Worm', 'Shrimp', 'Sea Sponge']",8.0,12.0,12.032444909655126,16.94020405602789,12.74344984528286,36.0,2021-07-13,,,27
28,U. olhanensis,female,pre_puberty,False,Peering out cautiously from cover.,"['Coral Fragment', 'Jellyfish', 'Crab (Other Species)', 'Polychaete Worm']",7.0,2.818542031650984,2.724922113392005,3.451804073953726,2.91051781576766,32.0,2021-07-13,,,28
29,A. Farensis,female,adult,True,Scuttling swiftly over rocky terrain.,"['Sea Star', 'Polychaete Worm', 'Algae', 'Barnacle']",8.0,33.1256340125895,31.325312242307646,43.838406012217135,36.107578199824935,36.0,2021-07-13,,,29
30,A. Farensis,female,pre_puberty,True,"Stationary, blending into rocky backdrop.","['Snail', 'Hermit Crab', 'Crab (Other Species)', 'Sea Sponge']",10.0,12.717418103464954,11.565501841611201,17.277829880548627,13.75066683109922,34.0,2021-07-13,,,30
31,u. olhanen.,male,sub_adult,,Rhythmic waving as social cue.,"['Sea Anemone', 'Small Fish', 'Sea Star', 'Polychaete Worm', 'Sea Urchin']",11.0,22.5,19.93127783215933,24.186372866120916,23.21303199637166,34.0,2021-07-13,,,31
32,u. olhanen.,male,adult,,Sheltering under broken shell piece.,"['Sea Sponge', 'Polychaete Worm', 'Small Fish', 'Mussel', 'Coral Fragment']",7.0,42.0,41.65154160458851,55.45436937874208,43.97982566997673,34.0,2021-07-13,,,32
33,A farensis,female,adult,True,Interaction with nearby hermit crab.,['Small Fish'],13.0,50.92840448593341,56.100386284115366,69.88711822998788,52.575580550258216,33.0,2021-07-13,,,33
