,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,A. Farensis,male,juvenile,True,Emerging slowly after perceived threat.,['Mussel'],6.0,5.0,6.90715603368321,8.393211894830857,5.337355393688027,21.0,2022-07-25,37.02606,-8.01873,0
1,A. Farensis,female,adult,True,Progressing cautiously through new area.,"['Coral Fragment', 'Crab (Other Species)', 'Small Fish', 'Snail', 'Jellyfish']",11.0,47.30565563612475,50.80412439848075,69.75849625259224,48.62522636374217,24.0,2022-07-25,,,1
2,u. olhanen.,male,sub_adult,,Mating ritual involving antennae brushing.,['Mussel'],7.0,15.0,17.24177192729562,23.399816108943217,15.84971890973921,23.0,2022-07-25,,,2
3,A farensis,female,adult,True,Claw shaking post-contact gesture.,['Jellyfish'],11.0,18.60588539251526,19.39210116561115,28.999755873341,20.313715304303155,25.0,2022-07-25,,,3
4,U. olhanensis,male,pre_puberty,,Harvesting food beneath floating debris.,['Jellyfish'],7.0,11.25,13.557711788854544,17.527628083056364,11.533362883636892,24.0,2022-07-25,,,4
5,u. olhanen.,male,adult,,Frequent pausing while exploring.,"['Coral Fragment', 'Shrimp', 'Algae', 'Jellyfish']",6.0,55.5,53.280016027423294,66.99764890654467,57.1159530352551,23.0,2022-07-25,,,5
6,U. olhanensis,female,sub_adult,False,Retreating quickly into hidden burrow.,"['Jellyfish', 'Crab (Other Species)', 'Snail', 'Sea Anemone', 'Sea Sponge']",9.0,64.37773613277022,53.79760768818995,78.05975524620324,66.79562034817054,25.0,2022-07-25,,,6
7,u. olhanen.,male,adult,,Waving claw in signal to another crab.,"['Small Fish', 'Polychaete Worm', 'Coral Fragment', 'Algae']",11.0,73.5,70.96408420056916,104.07155559406401,80.12486436786723,23.0,2022-07-25,,,7
8,U. olhanensis,male,adult,,Color change during molting stress.,['Algae'],8.0,48.0,47.20255164732089,60.70505162123457,49.88116031966888,24.0,2022-07-25,,,8
9,A farensis,female,pre_puberty,True,Mating ritual involving antennae brushing.,"['Sea Anemone', 'Barnacle', 'Algae', 'Mussel', 'Shrimp']",7.0,12.204121367037864,11.125447047398355,15.697640891764575,12.943389100938797,25.0,2022-07-25,,,9
10,u. olhanen.,female,pre_puberty,False,Entering burrow after disturbance.,"['Sea Anemone', 'Sea Urchin']",10.0,20.45862006695494,17.40091094791249,23.537955631879097,21.90635151754595,23.0,2022-07-25,,,10
11,Ucides alvorensis,male,adult,,Resting in shaded crevice along cliff.,"['Crab (Other Species)', 'Sea Anemone']",9.0,28.5,28.605773594951955,38.81227168938268,28.858623008334153,24.0,2022-07-25,,,11
