,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,A farensis,female,pre_puberty,False,Traversing algae-slick rock surfaces.,"['Sea Anemone', 'Snail', 'Barnacle']",3.0,17.39192229648335,16.02004588223288,20.5537749955424,19.004776739400807,35.0,2021-06-03,37.02606,-8.01873,0
1,A. Farensis,female,adult,True,Nibbling detritus off seabed patches.,"['Sea Urchin', 'Polychaete Worm']",8.0,29.352173017791007,28.56363252036013,35.197217193784255,31.019791952632044,35.0,2021-06-03,,,1
2,A farensis,female,sub_adult,True,Guarding eggs beneath body flap.,['Sea Star'],10.0,4.7297527092294365,4.58018206214984,5.623438825162876,4.7717144849424615,36.0,2021-06-03,,,2
3,u. olhanen.,male,pre_puberty,,Searching tidal pools for nutrients.,"['Algae', 'Polychaete Worm', 'Jellyfish']",9.0,20.25,25.55483516135798,32.06733854271298,22.216319766517437,36.0,2021-06-03,,,3
4,u. olhanen.,female,juvenile,True,Color change during molting stress.,['Mussel'],4.0,2.6735292700185003,3.535253815091727,4.4731707639572,2.7653889228360917,36.0,2021-06-03,,,4
5,u. olhanen.,female,adult,False,Protecting territory in confined space.,['Sea Star'],8.0,17.10201388615554,14.990958036435408,18.863768478795887,18.68481654866919,36.0,2021-06-03,,,5
6,A farensis,male,adult,,Color change during molting stress.,"['Barnacle', 'Sea Star']",7.0,18.0,16.705476008847143,23.809784104937954,19.331043206805873,35.0,2021-06-03,,,6
7,A farensis,female,juvenile,True,Engaging in struggle with seaweed entanglement.,['Coral Fragment'],7.0,23.20939321207796,13.848274040767153,20.408952835597752,23.537080753968233,36.0,2021-06-03,,,7
8,U. olhanensis,female,adult,False,Scaling steep rock faces near shore.,"['Polychaete Worm', 'Sea Star', 'Small Fish', 'Sea Urchin']",6.0,40.50093406282602,40.13966398049447,48.641586165608594,44.19946547027309,35.0,2021-06-03,,,8
9,U. olhanensis,female,adult,True,Harvesting food beneath floating debris.,['Coral Fragment'],10.0,25.167568129111963,-999.0,29.050669223956127,25.228208636444556,35.0,2021-06-03,,,9
10,u. olhanen.,male,pre_puberty,True,Approaching small fish with curiosity.,"['Small Fish', 'Sea Star']",8.0,6.0,6.175224457527571,8.221503062299021,6.273149570971726,34.0,2021-06-03,,,10
11,Ucides alvorensis,nan,pre_puberty,,Feeding on small crustaceans in crevices.,"['Shrimp', 'Barnacle', 'Polychaete Worm', 'Snail']",11.0,15.0,16.114088754898802,23.235140308152243,15.838508223855454,36.0,2021-06-03,,,11
12,u. olhanen.,male,adult,,Traversing algae-slick rock surfaces.,['Shrimp'],6.0,33.0,31.65279896144208,43.53565779583756,33.142221327250475,34.0,2021-06-03,,,12
13,Ucides alvorensis,female,juvenile,False,Swiftly dashing across exposed sand.,"['Polychaete Worm', 'Small Fish', 'Jellyfish', 'Snail']",9.0,8.488330079808666,7.48817700386783,9.742197631555442,8.557943312784353,36.0,2021-06-03,,,13
14,A farensis,male,adult,,Lying still to avoid detection.,"['Algae', 'Crab (Other Species)', 'Shrimp', 'Sea Urchin']",8.0,63.0,59.922088329733064,80.22828133563735,68.53893478892515,35.0,2021-06-03,,,14
15,u. olhanen.,female,sub_adult,False,Picking algae carefully off rock faces.,"['Jellyfish', 'Sea Sponge', 'Shrimp', 'Coral Fragment']",9.0,7.138626651479219,8.39688650039536,12.242654213541007,7.7613938419291,34.0,2021-06-03,,,15
16,U. olhanensis,male,pre_puberty,,Color change during molting stress.,"['Barnacle', 'Jellyfish', 'Polychaete Worm', 'Sea Urchin']",9.0,12.75,12.413015542288555,16.603875594124208,13.406075750921968,35.0,2021-06-03,,,16
17,u. olhanen.,male,adult,,Slowly navigating around seagrass beds.,"['Crab (Other Species)', 'Mussel', 'Sea Sponge']",7.0,31.5,30.1137763662226,43.64858868657046,33.868021246863826,36.0,2021-06-03,,,17
18,u. olhanen.,male,sub_adult,,Advancing toward bait in water.,"['Snail', 'Jellyfish', 'Crab (Other Species)']",6.0,65.0,62.58836104286903,77.5890032215315,69.63834117432104,35.0,2021-06-03,,,18
19,A farensis,male,pre_puberty,,Scuttling swiftly over rocky terrain.,"['Sea Anemone', 'Coral Fragment']",9.0,15.75,11.755317072738672,14.583180142543235,15.771452175175044,36.0,2021-06-03,,,19
20,U. olhanensis,female,adult,True,Swimming briefly to avoid disturbance.,['Sea Anemone'],9.0,20.704247157350707,24.825242325892663,30.366229869649132,21.97102122545668,34.0,2021-06-03,,,20
21,U. olhanensis,female,adult,True,Taking cover beneath seagrass leaves.,"['Polychaete Worm', 'Small Fish', 'Coral Fragment']",10.0,35.69478403397517,39.120561058642565,52.38863289242188,36.51641945867589,35.0,2021-06-03,,,21
22,u. olhanen.,female,adult,False,Consuming algae scraped from barnacles.,"['Shrimp', 'Barnacle', 'Small Fish', 'Sea Anemone']",9.0,40.30795736926235,36.46058951451197,48.026198194860406,42.45337770551144,35.0,2021-06-03,,,22
23,A farensis,female,pre_puberty,False,Taking cover beneath seagrass leaves.,"['Snail', 'Hermit Crab', 'Sea Star', 'Mussel']",8.0,7.180071869350189,9.520475406228497,13.064632361427215,7.546078525698402,35.0,2021-06-03,,,23
24,A farensis,female,juvenile,True,Foraging through tangled seagrass roots.,"['Polychaete Worm', 'Mussel']",8.0,11.723223810814522,-999.0,14.37444663649034,11.808716659980554,34.0,2021-06-03,,,24
25,U. olhanensis,female,adult,False,Emerging slowly after perceived threat.,"['Sea Urchin', 'Coral Fragment']",8.0,47.737595008624396,49.95828346266881,66.19286618064089,48.18575200630202,36.0,2021-06-03,,,25
26,u. olhanen.,male,adult,,Swimming briefly to avoid disturbance.,"['Hermit Crab', 'Sea Star', 'Barnacle', 'Shrimp']",9.0,27.0,26.27870038831413,37.155666162854565,27.581746332199167,34.0,2021-06-03,,,26
27,U. olhanensis,female,sub_adult,False,Concealing self beneath floating matter.,['Small Fish'],8.0,11.0368993658682,10.735176468801352,16.068984803166995,11.12255788955383,34.0,2021-06-03,,,27
28,U. olhanensis,male or female,sub_adult,,Hiding beneath overhanging rock.,['Hermit Crab'],12.0,26.25,23.947544649412173,33.7858231031357,26.598180525189484,36.0,2021-06-03,,,28
29,u. olhanen.,female,adult,True,Scuttling swiftly over rocky terrain.,['Barnacle'],3.0,31.50949301731712,30.527227682645098,42.619768434239894,32.94641271986666,34.0,2021-06-03,,,29
30,A farensis,male,adult,True,Inspecting remains of another crab.,"['Mussel', 'Sea Sponge', 'Barnacle', 'Small Fish', 'Sea Urchin']",10.0,28.5,30.0703324377275,43.93984417034215,29.447910286384896,35.0,2021-06-03,,,30
31,u. olhanen.,male,adult,,Reacting to sudden changes in temperature.,['Sea Urchin'],5.0,46.5,47.584474485054045,65.42580961949503,50.41161912365847,35.0,2021-06-03,,,31
32,A. Farensis,male,adult,,Consuming algae scraped from barnacles.,"['Barnacle', 'Crab (Other Species)', 'Small Fish', 'Hermit Crab', 'Sea Sponge']",9.0,34.5,36.93336915783454,45.42936617899946,37.23414291002137,36.0,2021-06-03,,,32
33,A farensis,female,adult,False,Collecting biofilm from sunken wood.,"['Coral Fragment', 'Hermit Crab', 'Jellyfish', 'Shrimp']",8.0,18.198649820237744,18.78756832909013,22.638380753613486,19.451327953751278,34.0,2021-06-03,,,33
34,U. olhanensis,male,juvenile,,Claw shaking post-contact gesture.,"['Crab (Other Species)', 'Hermit Crab', 'Sea Star', 'Sea Anemone', 'Polychaete Worm']",9.0,10.0,13.892182101851894,18.441343270238775,10.712565313798272,35.0,2021-06-03,,,34
35,A. Farensis,male,adult,,Progressing cautiously through new area.,['Polychaete Worm'],9.0,36.0,34.45754492893298,45.96236957079254,36.91045996734991,33.0,2021-06-03,,,35
36,A farensis,female,adult,False,Defensive claw movement in water.,"['Polychaete Worm', 'Sea Star']",8.0,37.442663241949695,33.79192155386401,40.924464452856625,40.25912775154831,34.0,2021-06-03,,,36
37,u. olhanen.,male,sub_adult,,Concealing self beneath floating matter.,['Jellyfish'],12.0,25.0,28.036771615009247,35.39471535612165,25.806536286519044,35.0,2021-06-03,,,37
38,u. olhanen.,male,adult,,Entering burrow after disturbance.,"['Polychaete Worm', 'Crab (Other Species)']",10.0,21.0,19.237379152047758,26.082729743552058,21.53150331379375,34.0,2021-06-03,,,38
39,u. olhanen.,female,adult,True,Clambering up submerged tree trunks.,['Sea Star'],9.0,26.222333169372753,30.95780325453579,41.40134041333309,26.982552134857205,35.0,2021-06-03,,,39
40,A farensis,male,pre_puberty,True,"Burrowing into soft, sandy sediment.","['Sea Star', 'Sea Sponge']",10.0,12.75,15.253226382724241,20.431936882545294,13.281500349659611,34.0,2021-06-03,,,40
41,U. olhanensis,male,adult,,Inspecting remains of another crab.,"['Sea Urchin', 'Coral Fragment']",7.0,16.5,17.499262051067497,23.50315174942298,16.52012088408193,35.0,2021-06-03,,,41
42,U. olhanensis,male,sub_adult,,Clambering up submerged tree trunks.,['Small Fish'],11.0,51.25,50.27555720169076,63.9145709548527,56.33795886527642,36.0,2021-06-03,,,42
43,u. olhanen.,female,sub_adult,False,Guarding eggs beneath body flap.,"['Jellyfish', 'Crab (Other Species)', 'Mussel', 'Hermit Crab', 'Sea Anemone']",8.0,10.127203254437852,11.016269751277688,15.756777405225032,10.757240368527519,34.0,2021-06-03,,,43
44,U. olhanensis,female,adult,True,Escaping from pursuing predator silhouette.,"['Jellyfish', 'Small Fish', 'Barnacle', 'Sea Sponge']",6.0,55.84621337277163,51.127489451416416,75.70234004520623,60.31112192863711,34.0,2021-06-03,,,44
45,u. olhanen.,male,sub_adult,,Engaging in struggle with seaweed entanglement.,"['Crab (Other Species)', 'Hermit Crab']",8.0,26.25,26.43591016245684,37.00724258985566,27.943110686507673,34.0,2021-06-03,,,45
46,u. olhanen.,male,adult,,Retreating quickly into hidden burrow.,"['Sea Urchin', 'Mussel']",9.0,16.5,17.529993483633216,24.995121648134017,17.105984713747805,36.0,2021-06-03,,,46
47,A farensis,female,sub_adult,False,Hiding beneath overhanging rock.,"['Sea Urchin', 'Sea Anemone', 'Small Fish']",9.0,4.874839534009104,5.339500826541613,7.44054534225998,5.099614011498674,34.0,2021-06-03,,,47
