,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,u. olhanen.,male or female,adult,True,Clambering up submerged tree trunks.,"['Mussel', 'Snail', 'Sea Urchin']",7.0,14.53155442974077,15.508650799132175,12.288342289259706,15.368501119620742,37.02606,-8.01873,0
1,u. olhanen.,male,pre_puberty,,Side-stepping along sandy coastal floor.,"['Sea Star', 'Algae', 'Snail']",8.0,28.5,25.01777060839091,21.21280201717343,327.8707060275872,,,1
2,U. olhanensis, ,adult,,Feeding on decaying matter among rocks.,"['Barnacle', 'Sea Anemone', 'Sea Star']",10.0,18.831503991117497,18.624938275150818,15.156239631621787,19.352522090097132,,,2
3,A farensis,female,adult,False,Progressing cautiously through new area.,['Barnacle'],5.0,11.853590753940233,13.747975265929249,13.211657576733383,10.104281110574336,,,3
4,U. olhanensis,male,pre_puberty,,Darting away in response to sudden shadow.,"['Small Fish', 'Algae']",11.0,15.0,10.742135449658884,7.844267248845137,59.75646443417468,,,4
5,Ucides alvorensis,-,adult,,Retreating swiftly from perceived danger.,['Barnacle'],7.0,15.0,16.23918872506479,70.95040866864294,11.447039224191313,,,5
6,A farensis,male or female,adult,,Filtering detritus from shallow bottom.,"['Polychaete Worm', 'Sea Urchin', 'Algae']",11.0,9.0,9.239618345123215,28.804399850993896,6.974759897571475,,,6
7,A farensis,male,pre_puberty,,Sifting through sediment for scraps.,"['Polychaete Worm', 'Mussel']",7.0,13.5,12.016290398203452,8.960961443576275,107.87466171286171,,,7
8,u. olhanen.,female,adult,False,Entering burrow after disturbance.,"['Hermit Crab', 'Small Fish']",5.0,22.254953793473526,21.83460623243548,20.98226835573685,19.489024527552438,,,8
9,A. Farensis,female,juvenile,False,Engaging in struggle with seaweed entanglement.,"['Sea Star', 'Sea Sponge']",8.0,8.066265932308612,6.163409084548093,3.9987776282800533,4.545003002274595,,,9
10,A. Farensis,male,juvenile,True,Filtering detritus from shallow bottom.,"['Sea Star', 'Barnacle', 'Hermit Crab', 'Sea Anemone', 'Sea Urchin']",12.0,8.5,8.945817011609304,7.928577706293581,54.117483080427974,,,10
11,U. olhanensis,female,juvenile,False,Scuttling swiftly over rocky terrain.,"['Algae', 'Snail']",10.0,7.955220856184669,10.816326228338307,7.557786262209493,7.750917174632951,,,11
12,u. olhanen.,male,adult,,Retreating quickly into hidden burrow.,['Crab (Other Species)'],9.0,31.5,32.027724497794544,26.5644220987775,619.9271859739299,,,12
13,u. olhanen.,female,sub_adult,True,Brief social contact with fellow crabs.,"['Sea Star', 'Snail']",10.0,4.619822306529046,5.450977753273931,3.632710417488381,3.943665300264977,,,13
14,u. olhanen.,male,pre_puberty,,Darting away in response to sudden shadow.,"['Algae', 'Sea Urchin', 'Barnacle', 'Small Fish']",10.0,21.75,24.86331562105054,427.0315308074861,19.994849681572212,,,14
15,u. olhanen.,female,adult,True,Darting away in response to sudden shadow.,"['Crab (Other Species)', 'Sea Star', 'Sea Anemone']",10.0,17.107795749151734,19.002838411930206,11.464422440356284,15.801500537831775,,,15
16,u. olhanen.,male,sub_adult,,Clambering up submerged tree trunks.,"['Shrimp', 'Snail']",8.0,6.25,5.435309666814195,21.2957368349631,4.875249899050582,,,16
