,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,19,128,70
0,18.0,10.187080097392197,3.0,A farensis,-8.01873,True,0.03625199302276741,sub_adult,male,1.0,14.675223537110222,37.02606,"['Polychaete Worm', 'Snail', 'Jellyfish']",7.0,Foraging among seagrass roots.,,,
1,18.0,8.795982270137454,5.0,U. olhanensis,,False,2.2401565032521873,sub_adult,male,2.0,15.674798294719682,,"['Algae', 'Jellyfish', 'Shrimp', 'Hermit Crab', 'Crab (Other Species)']",8.0,Escaping predator silhouette overhead.,,,
2,15.0,10.908402783894088,6.0,A. Farensis,,False,45.728060782025274,adult,male,3.0,14.531982141867303,,"['Barnacle', 'Algae']",8.0,Guarding eggs under abdominal flap.,,,
3,28.0,10.483324362161987,3.0,U. olhanensis,,False,14.044833449633098,adult,male,4.0,15.822553598645243,,"['Mussel', 'Polychaete Worm', 'Shrimp']",12.0,Moving toward bait.,,,
4,9.0,9.175132888788626,3.0,u. olhanen.,,True,13.26999426994502,sub_adult,female,5.0,11.154127357926447,,"['Jellyfish', 'Snail']",10.0,Cleaning claws with rubbing motion.,,,
5,7.0,8.655078592451515,6.0,A farensis,,False,11.848908222148502,sub_adult,male,6.0,14.747600238796393,,"['Polychaete Worm', 'Sea Urchin', 'Algae', 'Sea Sponge', 'Sea Anemone']",7.0,Picking detritus from seabed.,,,
6,9.0,10.083312148084936,4.0,u. olhanen.,,False,1.3932844961342805,juvenile,female,7.0,11.62977744799663,,"['Sea Urchin', 'Jellyfish']",9.0,Climbing algae-covered rocks.,,,
7,9.0,7.682958929179568,2.0,A. Farensis,,False,8.917011454862049,juvenile,female,8.0,12.753409683896775,,"['Barnacle', 'Sea Sponge', 'Snail']",9.0,Using claws to dig into sediment.,,,
8,46.0,10.099526392864064,12.0,U. olhanensis,,False,2.0453900784372805,sub_adult,male or female,9.0,18.128153120708518,,"['Barnacle', 'Polychaete Worm', 'Shrimp']",5.0,Interacting with small fish nearby.,,,
9,16.0,7.8886026751104055,3.0,u. olhanen.,,True,7.396901343847445,pre_puberty,male,10.0,11.569521965822586,,"['Coral Fragment', 'Algae', 'Sea Urchin', 'Crab (Other Species)', 'Snail']",8.0,Climbing onto submerged logs.,,,
10,17.0,10.892362718811844,2.0,A. Farensis,,False,7.159932621789971,pre_puberty,male,11.0,15.118751010584791,,"['Barnacle', 'Crab (Other Species)', 'Sea Anemone', 'Polychaete Worm']",10.0,Searching for food in tidal pools.,,,
11,7.0,9.34481440770508,7.0,u. olhanen.,,False,2.649342633104037,juvenile,female,12.0,13.588003669654695,,"['Snail', 'Barnacle', 'Sea Sponge']",8.0,Escaping predator silhouette overhead.,,,
