,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,U. olhanensis,male,adult,True,Collecting biofilm from sunken wood.,"['Snail', 'Shrimp', 'Algae']",9.0,12.0,12.510949323003802,104.70974410732326,9.866229603873972,37.02606,-8.01873,0
1,Ucides alvorensis,male or female,juvenile,,Grazing on mollusks among debris.,"['Barnacle', 'Mussel', 'Jellyfish', 'Snail', 'Shrimp']",9.0,6.0,6.309113706756682,15.397928392457557,5.037537773599585,,,1
2,u. olhanen.,male or female,juvenile,,Searching tidal pools for nutrients.,['Snail'],7.0,16.0,10.606938416366688,39.06508506394394,9.238394128969277,,,2
3,U. olhanensis,female,adult,True,Color change during molting stress.,"['Crab (Other Species)', 'Coral Fragment', 'Barnacle', 'Snail']",8.0,42.99941788539055,44.702088973787546,31.195472324563866,37.687550094647,,,3
4,U. olhanensis,male,pre_puberty,,Displaying territorial behavior against intruder.,"['Sea Sponge', 'Snail', 'Sea Star']",8.0,21.0,19.476876020151998,207.13619933467285,15.537320523898552,,,4
5,u. olhanen.,male,adult,,Lying still to avoid detection.,"['Sea Urchin', 'Mussel', 'Barnacle']",13.0,61.5,61.7465727522589,48.14620952380506,2566.64394215245,,,5
6,A farensis,female,adult,False,Swimming briefly to avoid disturbance.,['Crab (Other Species)'],9.0,36.20625532228269,41.65998192127691,29.840743529732435,37.43426703459498,,,6
7,A farensis,female,pre_puberty,False,Performing dominance display by body lifting.,"['Polychaete Worm', 'Hermit Crab']",6.0,4.969770286626918,7.142355128796899,5.932836327281131,6.24837022202885,,,7
8,Ucides alvorensis,male,juvenile,,Gradual movement in cold conditions.,"['Jellyfish', 'Coral Fragment', 'Algae']",10.0,10.5,13.851338613467151,11.959236745001554,142.38278754253875,,,8
9,Ucides alvorensis,male,adult,,Resisting aggressive fish encounter.,"['Sea Sponge', 'Shrimp', 'Mussel', 'Small Fish']",8.0,67.5,67.06730623426577,2365.411618234521,49.204533286649905,,,9
10,A. Farensis,male,juvenile,True,Reacting to sudden changes in temperature.,['Algae'],7.0,3.5,2.2126542117988843,2.6586696567804555,1.6949640260628167,,,10
11,A. Farensis,male,adult,,Engaging in antennae-to-antennae contact.,"['Barnacle', 'Polychaete Worm', 'Small Fish']",6.0,76.5,71.05141894326484,61.205518277472635,3953.8491608391005,,,11
12,U. olhanensis,female,pre_puberty,False,Claw snapping in diver confrontation.,"['Hermit Crab', 'Shrimp', 'Sea Star', 'Sea Anemone', 'Sea Sponge']",7.0,20.632960698923817,23.781313302900376,17.026861061435685,21.31236759156868,,,12
13,Ucides alvorensis,female,pre_puberty,False,Engaging in struggle with seaweed entanglement.,"['Hermit Crab', 'Coral Fragment', 'Sea Star', 'Snail', 'Polychaete Worm']",4.0,15.315176896758755,12.556192596015913,8.432941027873378,9.062938607364083,,,13
14,u. olhanen.,male,adult,,Reacting to sudden changes in temperature.,"['Sea Anemone', 'Sea Star', 'Coral Fragment', 'Shrimp']",8.0,52.5,57.000307950284686,46.130119879269884,2277.9062676278313,,,14
15,U. olhanensis,female,adult,False,Camouflaging with nearby mud.,"['Hermit Crab', 'Sea Anemone', 'Crab (Other Species)', 'Algae']",9.0,23.50607603001386,27.18399731501487,16.83503915824505,23.504883327604002,,,15
16,A farensis,male,adult,,Collecting biofilm from sunken wood.,"['Barnacle', 'Jellyfish', 'Coral Fragment', 'Crab (Other Species)', 'Shrimp']",10.0,21.0,21.050669084366856,256.2446224489555,15.147611252426126,,,16
17,u. olhanen.,female,adult,False,Feeding on small crustaceans in crevices.,"['Sea Urchin', 'Hermit Crab', 'Sea Anemone', 'Coral Fragment', 'Sea Star']",9.0,47.06726312249426,49.90348030876571,45.414949418585515,38.53160878262716,,,17
18,u. olhanen.,male,pre_puberty,,Taking cover beneath seagrass leaves.,"['Sea Sponge', 'Small Fish', 'Mussel', 'Polychaete Worm']",11.0,11.25,9.422156684258141,7.171981670722493,55.41628161453732,,,18
19,u. olhanen.,male,adult,,Consuming algae scraped from barnacles.,"['Coral Fragment', 'Sea Sponge']",8.0,42.0,45.005094032996816,36.65656095942251,1422.0639989378021,,,19
20,u. olhanen.,female,sub_adult,True,Sifting through sediment for scraps.,"['Small Fish', 'Sea Sponge']",9.0,21.052992148595823,19.298304713168466,18.39304484230114,14.012627238534078,,,20
21,U. olhanensis,female,adult,False,Guarding hole in substrate from intruders.,['Small Fish'],8.0,38.355812457674325,-999.0,37.68340056621446,31.240594823525985,,,21
22,U. olhanensis,female,adult,True,Swiftly dashing across exposed sand.,"['Sea Sponge', 'Snail', 'Crab (Other Species)']",6.0,27.077962297726412,28.916193774851973,26.696742441371565,23.220769136009757,,,22
23,A. Farensis,female,pre_puberty,False,Emerging slowly after perceived threat.,"['Jellyfish', 'Crab (Other Species)']",10.0,13.713105545752336,17.189890288250062,15.734443022629911,15.283294094864017,,,23
24,Ucides alvorensis,male,juvenile,,Slowly navigating around seagrass beds.,"['Jellyfish', 'Crab (Other Species)', 'Sea Urchin']",9.0,12.0,15.018265429671613,170.88748759907264,10.642035006076323,,,24
25,U. olhanensis,female,adult,True,Creeping under the cover of seagrass.,"['Jellyfish', 'Sea Star']",10.0,62.29660669972344,68.28332537119869,54.4782213236969,55.46957052821456,,,25
26,A farensis,male,pre_puberty,,Nibbling detritus off seabed patches.,"['Hermit Crab', 'Algae', 'Sea Urchin', 'Sea Star']",12.0,12.75,11.839049531209543,9.129688325295026,94.17052962870311,,,26
27,A farensis,female,sub_adult,True,Progressing cautiously through new area.,"['Coral Fragment', 'Small Fish']",7.0,22.317969981284683,18.627197404242704,13.303181579595256,15.836477395617173,,,27
28,A farensis,female,sub_adult,False,Claw shaking post-contact gesture.,"['Sea Sponge', 'Jellyfish']",13.0,21.28839333385926,23.01075042963844,19.860898691915832,17.327662139276534,,,28
29,A farensis,female,adult,True,Concealing self beneath floating matter.,"['Barnacle', 'Hermit Crab', 'Coral Fragment']",14.0,27.928875581502872,31.486980164594684,24.483934026300584,28.006579424159654,,,29
30,Ucides alvorensis,female,juvenile,False,Side-stepping along sandy coastal floor.,['Shrimp'],8.0,22.397340807741323,27.52781266970982,26.50367193060175,19.38290502583685,,,30
31,A farensis,female,juvenile,False,Slowly navigating around seagrass beds.,"['Sea Sponge', 'Sea Star', 'Barnacle', 'Algae']",8.0,2.485661857057574,2.3655245765908552,1.7478329802913941,2.1229608768010695,,,31
32,u. olhanen.,male,sub_adult,,Taking cover beneath seagrass leaves.,['Sea Sponge'],8.0,17.5,16.00946337228661,187.05014213358763,11.592658903078188,,,32
33,U. olhanensis,male,pre_puberty,,Reacting to sudden changes in temperature.,['Sea Sponge'],10.0,15.75,15.764284966089468,12.092112939494987,169.08864830895493,,,33
34,A. Farensis,male,juvenile,,Entering burrow after disturbance.,"['Shrimp', 'Sea Star', 'Crab (Other Species)', 'Hermit Crab', 'Sea Anemone']",4.0,16.5,17.53124125673505,217.18287082583402,15.51014360652247,,,34
35,u. olhanen.,-,adult,,Peering out cautiously from cover.,"['Jellyfish', 'Sea Sponge', 'Barnacle', 'Sea Anemone']",8.0,31.99245473645741,30.365193638555706,21.538248488863495,31.474583103157144,,,35
36,U. olhanensis, ,sub_adult,,Peering out cautiously from cover.,['Jellyfish'],10.0,27.736617989891066,29.49545710966492,21.646415095438975,27.253965704045235,,,36
37,u. olhanen.,male,adult,,Resisting aggressive fish encounter.,['Polychaete Worm'],7.0,33.0,31.671657046534424,23.056519315926113,520.8747023471284,,,37
38,Ucides alvorensis,male,adult,,Vibrating antennae in flowing current.,"['Small Fish', 'Mussel']",10.0,34.5,32.440673706378185,27.82749455128074,642.644815669785,,,38
39,A. Farensis,N/R,juvenile,,Retreating quickly into hidden burrow.,['Sea Star'],7.0,12.388689817122112,12.712088179995387,10.11181066777696,12.09833325296831,,,39
