,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid?,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],behavior
0,170,96.77195005127558,90,u. olhanen.,-7.99163,False,12.080336440349395,p,female,1,154.37225328401064,37.01025,"['Mussel', 'Coral Fragment', 'Small Fish', 'Crab (Other Species)', 'Sea Anemone']",8,Shaking claws after contact.
1,250,103.86785173863743,20,A. Farensis,,False,137.54885540413193,s,male or female,2,161.08972855138484,,"['Sea Anemone', 'Sea Star', 'Snail', 'Barnacle']",9,Scavenging near tidal pools.
2,170,64.066661667058,60,U. olhanensis,,False,8.213149285086944,a,female,3,164.91371416744283,,['Barnacle'],11,Climbing seaweed stalks.
3,230,118.6386008534165,20,A farensis,,False,38.0099277086575,p,male,4,151.44110593501014,,"['Snail', 'Crab (Other Species)', 'Sea Anemone', 'Sea Sponge']",13,Climbing algae-covered rocks.
4,450,81.22819838811635,40,A farensis,,False,8.182466044032546,p,male,5,134.6808490521676,,"['Jellyfish', 'Barnacle', 'Small Fish', 'Snail']",13,Dragging shell fragment backward.
5,70,91.58600723867976,100,A farensis,,True,113.29700758113356,p,male,6,170.14437930576145,,['Sea Urchin'],10,Climbing onto submerged logs.
6,170,92.27790113106744,30,A. Farensis,,False,5.555666830582174,a, ,7,159.68751985928571,,"['Polychaete Worm', 'Hermit Crab', 'Barnacle', 'Sea Sponge', 'Sea Urchin']",10,Rapid claw movement while feeding.
7,130,85.00745499381256,50,A farensis,,True,17.30568694612319,a,male,8,162.1728475531828,,"['Sea Anemone', 'Barnacle', 'Mussel', 'Crab (Other Species)', 'Polychaete Worm']",7,Defensive posture when approached.
8,120,100.81766245135799,40,u. olhanen.,,False,28.09664154326282,a,nan,9,146.55349941226018,,"['Jellyfish', 'Sea Sponge', 'Barnacle', 'Polychaete Worm']",10,Claw waving directed at nearby crab.
9,160,103.03655657673401,50,A. Farensis,,False,3.647189266209539,p,female,10,150.11928462394786,,"['Snail', 'Coral Fragment']",6,Picking algae from rock surface.
10,100,108.16510298514245,20,u. olhanen.,,False,15.11122438400257,p,female,11,153.03502714657813,,['Mussel'],6,Exploring new territory.
11,140,107.6128479463493,20,u. olhanen.,,False,2.2972218730182505,p,male or female,12,161.79976985222592,,"['Shrimp', 'Mussel', 'Coral Fragment', 'Sea Sponge', 'Snail']",10,Escaping predator silhouette overhead.
12,220,105.49015270643898,30,A. Farensis,,False,5.654149171843981,j,male,13,142.65318778035012,,"['Coral Fragment', 'Sea Sponge', 'Mussel', 'Hermit Crab', 'Sea Anemone']",10,Climbing seaweed stalks.
13,500,109.58869674797027,20,A farensis,,False,7.586085793517373,a,female,14,155.80962205957482,,"['Mussel', 'Jellyfish', 'Sea Star', 'Sea Anemone', 'Algae']",10,Climbing onto submerged logs.
14,190,84.07968467215987,20,A farensis,,False,10.069401597558024,a,male,15,172.4069531129102,,"['Coral Fragment', 'Sea Anemone', 'Small Fish', 'Polychaete Worm', 'Snail']",11,Defensive posture when approached.
15,280,104.58561093521826,40,A. Farensis,,False,3.37803789008329,a,female,16,129.7775031938745,,"['Sea Urchin', 'Barnacle', 'Hermit Crab', 'Sea Anemone', 'Coral Fragment']",7,Rapid crossing of open sand.
16,270,105.83779155260109,40,A farensis,,False,0.8896688205092934,a,female,17,138.69142646285442,,"['Sea Star', 'Shrimp']",7,Feeding on small mollusks.
17,170,103.53320176024901,60,u. olhanen.,,False,52.69168591751079,p, ,18,148.00419930196318,,"['Sea Anemone', 'Polychaete Worm']",10,Feeding on algae scraped from rocks.
18,190,112.12804545110549,70,A farensis,,False,25.470992124577528,a, ,19,145.59002171502695,,['Jellyfish'],11,Picking detritus from seabed.
19,70,104.2163936905626,50,u. olhanen.,,False,448.39150117857696,s,male,20,157.4154927008433,,['Hermit Crab'],5,Burrowing into sandy sediment.
20,80,110.61349998267332,30,u. olhanen.,,False,123.03851820979368,s,?,21,157.50782430486484,,"['Sea Sponge', 'Shrimp', 'Small Fish']",6,Picking biofilm on submerged wood.
21,170,101.85302227147824,50,A. Farensis,,False,6.634932755348739,s,male,22,154.15105035929912,,"['Sea Anemone', 'Small Fish', 'Polychaete Worm']",8,Picking detritus from seabed.
22,200,117.20456701222466,40,A farensis,,True,18.18697166959445,j,male,23,134.89320910827362,,"['Crab (Other Species)', 'Coral Fragment', 'Sea Sponge']",8,Camouflaging with surrounding mud.
23,210,100.86309424104596,50,u. olhanen.,,True,17.08692878263639,p, ,24,155.39579899601333,,['Polychaete Worm'],9,Using claws to dig into sediment.
24,190,111.49544727441031,50,A. Farensis,,True,36.89253232080461,a,male,25,153.23239765891554,,"['Hermit Crab', 'Sea Sponge', 'Small Fish', 'Sea Anemone']",7,Color changes during molting.
25,260,100.40332573506453,50,A. Farensis,,True,3.785318342648734,p,male,26,132.94836179807692,,['Algae'],8,Feeding on small mollusks.
26,240,105.88260468663618,20,A. Farensis,,False,31.800632823561486,s, ,27,162.7134351847353,,"['Hermit Crab', 'Sea Star', 'Polychaete Worm']",8,Feeding on small crustaceans.
27,110,99.44422978996818,120,A. Farensis,,False,2.1299781094577854,a,nan,28,171.82629260020408,,"['Sea Star', 'Hermit Crab', 'Mussel', 'Crab (Other Species)']",6,Climbing barnacle-covered surfaces.
28,140,93.42783935896941,120,U. olhanensis,,False,11.813239278835647,a,female,29,150.70578158352063,,"['Sea Star', 'Shrimp', 'Sea Urchin']",6,Hiding beneath rocks.
29,460,94.08334305189331,40,A. Farensis,,True,6.5277110573771635,p,male,30,167.93289935269186,,"['Small Fish', 'Sea Anemone', 'Sea Sponge', 'Crab (Other Species)']",10,Inspecting discarded crab shell.
30,260,99.60587104055793,60,u. olhanen.,,False,1113.9323921882246,p,female,31,167.4560377330523,,"['Sea Urchin', 'Snail', 'Shrimp', 'Sea Anemone']",7,Half buried in sand.
31,200,95.25839614741562,50,A farensis,,False,33.30839537719126,s, ,32,172.53896190173467,,"['Coral Fragment', 'Sea Sponge', 'Shrimp']",6,Struggling with entangled seaweed.
32,270,82.22814657472566,40,A. Farensis,,False,51.2178210887953,s,male or female,33,181.73096187642705,,"['Jellyfish', 'Hermit Crab']",7,Camouflaging with surrounding mud.
33,50,110.77741943127728,40,A. Farensis,,False,4.224207715536611,p,female,34,161.4079539701353,,"['Mussel', 'Sea Sponge']",9,Territorial display against intruder.
34,200,107.85136948244421,20,A farensis,,True,52.48557797557795,a,female,35,168.24164402752373,,"['Polychaete Worm', 'Crab (Other Species)', 'Barnacle', 'Jellyfish']",11,Guarding eggs under abdominal flap.
35,350,103.958465469128,50,A farensis,,False,2.0287505225096845,p,male,36,150.0426367750137,,"['Sea Anemone', 'Sea Urchin', 'Coral Fragment']",9,Sideways walking along bay edge.
36,410,117.84420884457003,30,A farensis,,False,1.0939195907087491,p,male,37,140.76287559992184,,"['Sea Star', 'Sea Urchin', 'Sea Anemone', 'Algae']",12,Hiding beneath rocks.
37,320,99.09915911151097,20,A farensis,,False,52.68455886670671,s,male,38,146.6195103282438,,"['Crab (Other Species)', 'Sea Sponge', 'Coral Fragment', 'Polychaete Worm', 'Snail']",5,Climbing barnacle-covered surfaces.
38,260,87.52552733272097,20,A. Farensis,,False,36.26761281892588,s,?,39,161.33006730449566,,"['Hermit Crab', 'Barnacle', 'Sea Urchin']",10,Stillness in cold water.
39,340,71.83905873473536,60,u. olhanen.,,True,34.40904911522838,s,female,40,159.20053810286905,,['Shrimp'],5,Sideways walking along bay edge.
40,60,99.7542836331762,20,A. Farensis,,False,20.954834290377914,s,male,41,146.63949426757344,,"['Crab (Other Species)', 'Barnacle']",6,Climbing barnacle-covered surfaces.
41,240,71.69674422557279,60,u. olhanen.,,False,15.433929218176878,p, ,42,137.8958855395858,,['Small Fish'],7,Swimming short distance to escape.
42,70,108.34658573489106,20,u. olhanen.,,True,9.431006616931485,a,female,43,136.33410845573457,,"['Small Fish', 'Snail']",10,Rapid claw movement while feeding.
