,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,9,5.889833274385139,5,A farensis,-7.99163,False,7.266862956312218,sub_adult,male or female,1,13.16389030127234,37.01025,['Small Fish'],8,False,Picking detritus from seabed.
1,5,2.528584385208632,5,A. Farensis,,True,4.789277953629998,pre_puberty,male,2,13.452343423784916,,"['Algae', 'Sea Urchin']",9,True,Social contact with other crabs.
2,31,5.598976746168663,5,u. olhanen.,,False,8.102583944488185,pre_puberty,male,3,13.210672183847054,,['Snail'],8,False,Climbing barnacle-covered surfaces.
3,6,6.316399592347868,5,u. olhanen.,,False,9.782294840181788,sub_adult,male,4,9.635178050946347,,['Barnacle'],9,False,Climbing seaweed stalks.
4,30,6.284355968711563,5,A farensis,,False,2.190913310950635,sub_adult, ,5,14.160837698540837,,"['Crab (Other Species)', 'Barnacle', 'Polychaete Worm', 'Sea Sponge']",7,False,Slow movement near seagrass patches.
5,6,4.4715755457269495,6,A. Farensis,,False,8.20139160412864,pre_puberty,male,6,14.34732751364646,,['Mussel'],11,False,Hiding in sandy burrow.
6,24,5.515284801859207,3,A farensis,,False,14.754427478988747,pre_puberty,female,7,8.110197999840658,,"['Shrimp', 'Crab (Other Species)']",8,False,Climbing barnacle-covered surfaces.
7,20,4.615428727697749,3,A. Farensis,,False,150.0,pre_puberty,male,8,13.43046957323911,,"['Sea Sponge', 'Polychaete Worm']",8,False,Claw snapping at diver.
8,25,5.671454544470346,4,A farensis,,True,3.408041372925416,pre_puberty, ,9,14.089023883266742,,"['Sea Anemone', 'Sea Star', 'Hermit Crab', 'Barnacle', 'Polychaete Worm']",9,True,Slow movement near seagrass patches.
9,16,4.283678481874926,5,U. olhanensis,,True,2.753161027770581,sub_adult,female,10,11.48874783254762,,"['Barnacle', 'Polychaete Worm', 'Shrimp', 'Sea Star']",9,True,Feeding on detritus in shallow water.
10,29,2.8149678735047865,2,A. Farensis,,False,2.1071422921539216,sub_adult,male,11,10.248554785740511,,"['Algae', 'Snail']",9,False,Claw snapping in competition.
11,27,6.584244404959716,4,A farensis,,False,29.327366662176427,pre_puberty,female,12,12.907551170566482,,"['Polychaete Worm', 'Sea Sponge']",4,False,Scavenging near tidal pools.
12,13,5.891332004920708,3,A farensis,,False,27.95159253831382,sub_adult,female,13,11.074660512920095,,"['Snail', 'Algae', 'Small Fish', 'Sea Sponge']",5,False,Feeding on detritus in shallow water.
13,12,4.415613605423444,5,A farensis,,True,9.505865414268717,juvenile,nan,14,11.005100739542312,,"['Small Fish', 'Polychaete Worm']",11,True,Searching for food in tidal pools.
14,10,4.569312023310557,2,A farensis,,True,6.590206336354269,adult,male,15,13.00415198998333,,"['Sea Sponge', 'Snail', 'Shrimp']",6,True,Waving claws rhythmically.
15,7,3.358752979774255,4,A. Farensis,,True,18.110768700915077,sub_adult,-,16,13.475352129556287,,['Hermit Crab'],7,True,Climbing submerged rocks.
16,26,4.613144410927497,2,A farensis,,True,0.9373146427409321,sub_adult,female,17,12.673452367154036,,['Jellyfish'],5,True,Color changes during molting.
17,9,7.705225803329375,6,U. olhanensis,,False,3.9112077698829864,pre_puberty,female,18,14.448217108587464,,['Snail'],12,False,Picking biofilm on submerged wood.
18,25,6.785688753058246,3,A farensis,,False,31.798461892125076,adult,male,19,15.36241629039133,,"['Sea Sponge', 'Sea Anemone']",9,False,Searching for mates at twilight.
19,17,5.943479772508573,2,A farensis,,False,47.24285507412094,pre_puberty,?,20,12.801331846433763,,['Small Fish'],10,False,Guarding eggs under abdominal flap.
20,5,6.588420507851306,6,A. Farensis,,False,39.398033883419004,pre_puberty,female,21,10.944248952916988,,"['Sea Anemone', 'Algae', 'Jellyfish']",8,False,Guarding eggs under abdominal flap.
