,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,100,118.60116160826834,50,A farensis,-7.99163,False,21.81053021122771,s,male,1,119.55883200775372,37.01025,"['Coral Fragment', 'Sea Sponge', 'Crab (Other Species)', 'Snail', 'Sea Urchin']",8,False,Climbing submerged rocks.
1,190,117.51767830094369,50,U. olhanensis,,False,4.573533872136293,p,female,2,140.32265953943283,,"['Algae', 'Jellyfish', 'Snail', 'Polychaete Worm']",8,False,Climbing seaweed stalks.
2,120,108.78862039901655,50,u. olhanen.,,False,26.289832044332403,p,male,3,123.80193178677422,,['Small Fish'],8,False,Feeding on small mollusks.
3,160,128.21639141366114,30,A farensis,,False,24.402351006063448,a,male,4,118.12313914657585,,"['Sea Anemone', 'Hermit Crab', 'Snail', 'Sea Sponge']",9,False,Vibrating antennae in water currents.
4,130,112.11278606002935,50,A. Farensis,,False,23.058346125113513,s,male,5,117.170224702587,,"['Hermit Crab', 'Crab (Other Species)']",3,False,Hiding beneath rocks.
5,80,118.30070360379496,50,A farensis,,False,57.40740118259221,a,male,6,115.56154517355237,,"['Jellyfish', 'Crab (Other Species)', 'Snail', 'Mussel']",6,False,Interaction with hermit crabs.
6,240,99.15838049130612,50,u. olhanen.,,False,35.93641484982948,a,?,7,121.09983076506614,,"['Algae', 'Coral Fragment', 'Mussel', 'Snail', 'Sea Sponge']",7,False,Moving sideways along sandy bottom.
7,130,119.3404697899501,30,A farensis,,False,4.0609863587080275,a, ,8,95.36079805812383,,"['Mussel', 'Sea Star', 'Polychaete Worm', 'Shrimp']",10,False,Climbing onto submerged logs.
8,160,138.86452520438323,110,A. Farensis,,False,5.871351548931436,a,male,9,115.79024049743438,,['Crab (Other Species)'],9,False,Feeding on detritus in shallow water.
9,190,131.36331706703263,120,u. olhanen.,,False,4.2665335528719694,p,male,10,132.0558726960766,,"['Barnacle', 'Algae', 'Sea Star', 'Sea Urchin', 'Coral Fragment']",9,False,Retreating into burrow.
10,100,117.76692487568722,30,A farensis,,False,4.66488918592392,p,male,11,137.45069832380926,,"['Sea Anemone', 'Mussel']",11,False,Escaping from aggressive fish.
11,150,98.888493617429,60,A. Farensis,,False,5.368703566973215,s,male,12,111.12230467715422,,"['Small Fish', 'Hermit Crab']",11,False,Searching for food in tidal pools.
12,120,121.4644410867106,40,U. olhanensis,,False,10.196847734562105,p,female,13,103.54597398403249,,['Algae'],6,False,Moving sideways along sandy bottom.
13,70,124.59028801875512,40,A farensis,,False,6.153523338680102,s, ,14,140.70229620722827,,"['Sea Sponge', 'Shrimp', 'Sea Anemone', 'Crab (Other Species)']",5,False,Climbing barnacle-covered surfaces.
14,140,124.57824102386965,70,A farensis,,True,14.977660621645882,a,female,15,137.06109386129157,,['Shrimp'],11,True,Escaping predator silhouette overhead.
15,200,105.12689988741326,40,A farensis,,True,34.609502998172445,s,male,16,101.7947508254327,,"['Algae', 'Crab (Other Species)', 'Small Fish', 'Sea Urchin', 'Jellyfish']",7,True,Climbing algae-covered rocks.
16,290,126.274660431409,50,A. Farensis,,False,31.28504697518288,j,male,17,117.9801641579572,,"['Snail', 'Small Fish', 'Sea Star']",10,False,Territorial display against intruder.
17,140,111.55285228217252,80,A farensis,,False,21.2875460025827,s,male,18,115.62024771303969,,"['Hermit Crab', 'Sea Anemone', 'Crab (Other Species)', 'Small Fish']",4,False,Emerging cautiously from hiding.
18,110,119.89550782247846,30,A. Farensis,,False,1.97311312780736,p,male,19,121.86793674837267,,"['Sea Sponge', 'Jellyfish', 'Crab (Other Species)']",9,False,Resting under shell fragment.
19,120,107.18892076250887,30,A farensis,,False,8.148568945815494,s,female,20,102.93983819659225,,"['Mussel', 'Sea Star']",7,False,Using claws to dig into sediment.
20,210,128.45929966301145,50,A farensis,,True,13.79174373229336,s,male,21,138.15328906808685,,"['Mussel', 'Sea Anemone', 'Crab (Other Species)', 'Small Fish', 'Hermit Crab']",9,True,Color changes during molting.
21,130,126.20147845279185,40,A. Farensis,,False,1.9935490875851112,s,nan,22,134.02838057964777,,"['Shrimp', 'Polychaete Worm', 'Snail']",7,False,Climbing submerged rocks.
22,120,103.06327728343611,60,A. Farensis,,False,4.949798791007087,a,male,23,116.52152875939302,,"['Jellyfish', 'Sea Sponge']",7,False,Slow movement near seagrass patches.
23,50,110.97467133343198,60,A farensis,,True,27.26550734277298,p,male,24,144.78944176820465,,"['Barnacle', 'Mussel', 'Small Fish', 'Sea Sponge']",8,True,Resting in shaded rock crevice.
24,110,97.70720155195208,40,u. olhanen.,,False,8.655411419087223,s,male,25,124.88370961582825,,"['Sea Anemone', 'Snail']",6,False,Picking detritus from seabed.
25,120,129.41976901815488,50,A. Farensis,,True,12.333223630201946,a,female,26,87.08453531457387,,"['Snail', 'Sea Urchin', 'Sea Star', 'Barnacle', 'Shrimp']",12,True,Retreating into burrow.
26,70,92.93320680940585,30,A. Farensis,,False,5.571919807780495,a,female,27,109.0329939794918,,"['Hermit Crab', 'Jellyfish', 'Coral Fragment']",12,False,Climbing submerged rocks.
27,440,112.78701363344916,30,A. Farensis,,False,10.892573923543274,s, ,28,98.765157638781,,['Small Fish'],6,False,Picking algae from rock surface.
28,40,94.74286268394127,30,A. Farensis,,True,24.85859910302007,s,male,29,109.39892155070808,,['Sea Sponge'],6,True,Claw snapping in competition.
29,90,121.91086805128344,30,A. Farensis,,False,29.766982177888085,s,male,30,97.39638988446744,,['Sea Urchin'],6,False,Rapid claw movement while feeding.
30,60,94.68855393866194,80,A farensis,,False,19.23492178744653,s,male,31,112.96844392514579,,"['Small Fish', 'Algae', 'Mussel', 'Jellyfish']",6,False,Social contact with other crabs.
31,110,110.42208924343109,50,u. olhanen.,,False,0.9703093311740768,a,male,32,116.79168081473514,,['Small Fish'],7,False,Resting in shaded rock crevice.
32,180,121.22848111526744,40,A farensis,,False,17.750936077938118,p,male,33,117.77966082810406,,['Crab (Other Species)'],6,False,Climbing onto submerged logs.
33,280,122.42355413695988,50,A. Farensis,,False,5.092351746552869,p,male,34,109.41271012691124,,"['Shrimp', 'Sea Anemone', 'Jellyfish']",8,False,Claw snapping in competition.
34,160,106.90987013500285,30,u. olhanen.,,False,13.810026183610283,p,male,35,101.68268093363862,,"['Mussel', 'Polychaete Worm']",8,False,Using claws to dig into sediment.
35,160,118.89920221262847,50,A farensis,,True,1.2920098178613277,s,male,36,116.91101656609652,,"['Barnacle', 'Crab (Other Species)', 'Hermit Crab', 'Snail', 'Jellyfish']",8,True,Moving sideways along sandy bottom.
36,300,113.43920794993481,40,U. olhanensis,,False,15.283934131207852,p,male,37,127.47265200596614,,"['Sea Urchin', 'Algae']",9,False,Struggling with entangled seaweed.
37,310,94.2656985899066,30,u. olhanen.,,False,21.423974922691364,p,male,38,117.9823364676105,,"['Coral Fragment', 'Polychaete Worm', 'Sea Sponge']",7,False,Rapid claw movement while feeding.
38,190,129.43968551203278,30,A. Farensis,,False,6.065323252564134,p,female,39,112.21167830960471,,"['Sea Star', 'Polychaete Worm', 'Sea Sponge']",8,False,Picking biofilm on submerged wood.
39,110,123.98594430571067,40,A farensis,,False,10.353598487476585,a,female,40,136.51926019639674,,"['Small Fish', 'Sea Star', 'Jellyfish', 'Snail']",8,False,Searching for food in tidal pools.
40,220,131.26478541982877,40,U. olhanensis,,False,6.2526522029325085,s, ,41,103.59555574819218,,"['Sea Star', 'Hermit Crab', 'Polychaete Worm']",5,False,Emerging cautiously from hiding.
41,170,110.02678885107622,50,A. Farensis,,False,60.56417601029831,s,male,42,92.53253442117114,,"['Crab (Other Species)', 'Snail', 'Sea Anemone', 'Jellyfish']",7,False,Feeding on detritus in shallow water.
