,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,A farensis,male,sub_adult,True,Escaping from pursuing predator silhouette.,"['Snail', 'Algae']",3.0,53.75,58.31447119069037,79.77059525038493,56.06437818943684,30.0,2021-09-30,37.02606,-8.01873,0
1,u. olhanen.,male,adult,,Entering burrow after disturbance.,"['Barnacle', 'Shrimp', 'Algae', 'Sea Anemone', 'Sea Urchin']",9.0,28.5,27.75785764000925,35.32378617075447,30.65052372623073,32.0,2021-09-30,,,1
2,A. Farensis,male,adult,,Side-stepping along sandy coastal floor.,"['Hermit Crab', 'Snail']",6.0,33.0,30.550772855157444,40.11026670545538,34.200809504733364,31.0,2021-09-30,,,2
3,U. olhanensis,male,pre_puberty,,Claw snapping in aggressive encounter.,"['Jellyfish', 'Sea Sponge']",9.0,14.25,16.452593879573595,20.65856393458578,14.745260909570844,32.0,2021-09-30,,,3
4,A. Farensis,male,pre_puberty,,Engaging in antennae-to-antennae contact.,"['Jellyfish', 'Sea Star', 'Coral Fragment', 'Polychaete Worm', 'Mussel']",8.0,18.75,13.52605305476586,17.319658499526536,20.431037464064538,33.0,2021-09-30,,,4
5,u. olhanen.,female,juvenile,False,Resisting aggressive fish encounter.,['Algae'],9.0,13.1611632190727,15.300680524267722,18.834256141962097,13.850051818069328,32.0,2021-09-30,,,5
6,U. olhanensis,male,pre_puberty,,Escaping from pursuing predator silhouette.,"['Snail', 'Coral Fragment', 'Sea Star']",10.0,19.5,19.55819283768379,26.99051514694104,20.084109119035507,32.0,2021-09-30,,,6
7,A. Farensis,female,adult,False,Vibrating antennae in flowing current.,"['Barnacle', 'Sea Anemone', 'Sea Urchin']",7.0,19.926358714362113,18.486762427127623,22.41723198899243,21.626800802034477,32.0,2021-09-30,,,7
8,U. olhanensis,female,adult,False,Nibbling detritus off seabed patches.,"['Crab (Other Species)', 'Barnacle', 'Sea Star', 'Snail', 'Polychaete Worm']",9.0,56.47669881962316,47.98887625823695,71.18379201471873,58.19839523431901,34.0,2021-09-30,,,8
9,Ucides alvorensis,female,adult,True,Staying half-submerged in loose sand.,"['Algae', 'Polychaete Worm', 'Mussel']",8.0,12.878865899246591,12.476196946779767,15.178823279691628,13.995622857241738,31.0,2021-09-30,,,9
10,Ucides alvorensis,female,adult,False,Emerging slowly after perceived threat.,['Sea Anemone'],8.0,35.51916771921734,39.72588872204613,59.36747835096447,36.033724147363046,34.0,2021-09-30,,,10
11,Ucides alvorensis,male,pre_puberty,,Retreating swiftly from perceived danger.,"['Jellyfish', 'Sea Sponge', 'Hermit Crab', 'Coral Fragment']",8.0,24.0,31.198796403513978,43.390016853030396,24.032857594972526,32.0,2021-09-30,,,11
12,A farensis,female,adult,False,Grazing on mollusks among debris.,"['Sea Star', 'Sea Sponge', 'Sea Anemone']",5.0,13.560751511369379,13.291555672073113,19.013440818546226,14.61405886593945,31.0,2021-09-30,,,12
13,A farensis,female,adult,True,Camouflaging with nearby mud.,"['Barnacle', 'Small Fish', 'Mussel', 'Hermit Crab', 'Polychaete Worm']",10.0,45.18478772710688,45.97183561218261,60.57366239695564,48.831333071146716,34.0,2021-09-30,,,13
14,A. Farensis,N/R,sub_adult,,Feeding on small crustaceans in crevices.,"['Algae', 'Coral Fragment']",7.0,8.75,9.100636060270388,13.035585320519916,8.960027372484763,33.0,2021-09-30,,,14
15,A farensis,female,adult,True,Staying half-submerged in loose sand.,"['Crab (Other Species)', 'Sea Star', 'Sea Anemone']",9.0,23.95042155846954,25.402276975273868,37.42720583696578,25.933721892187283,34.0,2021-09-30,,,15
16,u. olhanen.,female,adult,True,Claw snapping in aggressive encounter.,"['Mussel', 'Shrimp', 'Small Fish', 'Polychaete Worm']",7.0,27.677352299545895,30.93385384106806,39.41359253867373,29.318324030489123,31.0,2021-09-30,,,16
17,u. olhanen.,male,pre_puberty,,Group migration across shallow seabed.,"['Algae', 'Sea Urchin', 'Shrimp']",6.0,17.25,12.425876595837702,16.716802144938658,18.92701561912686,33.0,2021-09-30,,,17
18,A. Farensis,male,juvenile,,Vibrating antennae in flowing current.,['Sea Sponge'],9.0,21.0,18.02475774801444,23.056906143013723,22.680958970085886,34.0,2021-09-30,,,18
19,u. olhanen.,male,juvenile,,Gradual movement in cold conditions.,"['Algae', 'Polychaete Worm', 'Barnacle', 'Coral Fragment']",7.0,12.0,12.909837184765674,15.856100787869295,12.457117925271062,32.0,2021-09-30,,,19
20,U. olhanensis,male,juvenile,True,Approaching small fish with curiosity.,"['Sea Star', 'Barnacle', 'Shrimp']",11.0,12.0,12.862743363905015,17.262637186609272,12.197616652282196,32.0,2021-09-30,,,20
21,u. olhanen.,male,adult,,Scuttling swiftly over rocky terrain.,"['Crab (Other Species)', 'Sea Star']",7.0,22.5,22.38545484430727,33.16779342168111,23.594594515137878,33.0,2021-09-30,,,21
22,A. Farensis,male,sub_adult,,Consuming algae scraped from barnacles.,"['Coral Fragment', 'Polychaete Worm', 'Hermit Crab', 'Barnacle', 'Crab (Other Species)']",4.0,60.0,50.128484771918345,72.95200479147422,62.21740279951569,33.0,2021-09-30,,,22
23,A farensis,male,juvenile,,Creeping under the cover of seagrass.,"['Jellyfish', 'Barnacle', 'Sea Star', 'Crab (Other Species)']",9.0,29.0,33.711512563403986,46.39706275594995,29.889668699223986,31.0,2021-09-30,,,23
24,U. olhanensis,female,sub_adult,False,Lying still to avoid detection.,['Shrimp'],7.0,34.992339514579015,30.303783491944653,39.4852664202172,37.47681408676328,32.0,2021-09-30,,,24
25,u. olhanen.,female,pre_puberty,False,Retreating quickly into hidden burrow.,"['Sea Urchin', 'Barnacle', 'Sea Star']",6.0,8.799825462073061,8.777479368568098,11.208974346657783,8.990974116298606,31.0,2021-09-30,,,25
26,U. olhanensis,female,sub_adult,True,Frequent pausing while exploring.,['Crab (Other Species)'],8.0,40.28222167559791,42.35569510249112,62.86776965872438,42.61077478305211,33.0,2021-09-30,,,26
27,A. Farensis,female,juvenile,True,Vibrating antennae in flowing current.,"['Snail', 'Sea Anemone', 'Sea Urchin', 'Small Fish']",9.0,12.92578750845135,17.661935622309187,22.02435433946031,13.230314479421672,33.0,2021-09-30,,,27
28,U. olhanensis,male,sub_adult,,Defensive claw movement in water.,"['Hermit Crab', 'Jellyfish', 'Sea Urchin']",5.0,20.0,18.844855074936376,24.034469402099017,20.93600582584745,32.0,2021-09-30,,,28
29,A farensis,male,sub_adult,,Filtering detritus from shallow bottom.,['Shrimp'],4.0,42.5,36.742422740124844,53.36263172853271,45.25292029064714,34.0,2021-09-30,,,29
30,u. olhanen.,male,sub_adult,True,Slowly navigating around seagrass beds.,"['Barnacle', 'Jellyfish']",8.0,8.75,7.1079100019789765,9.70616594410202,8.759801374421174,32.0,2021-09-30,,,30
31,U. olhanensis,female,juvenile,True,Color change during molting stress.,"['Sea Anemone', 'Mussel']",7.0,8.46418985170767,9.693739680545516,14.128025023803152,8.691118968464677,34.0,2021-09-30,,,31
32,u. olhanen.,male,adult,,Progressing cautiously through new area.,['Sea Anemone'],7.0,52.5,51.79511740973989,74.09178163310224,54.117622549970925,33.0,2021-09-30,,,32
33,A farensis,female,sub_adult,False,Escaping from pursuing predator silhouette.,"['Sea Anemone', 'Small Fish', 'Barnacle', 'Mussel']",10.0,28.616170844901866,37.58494096751641,55.681050370994235,30.764193814581883,32.0,2021-09-30,,,33
34,u. olhanen.,male,sub_adult,,Entering burrow after disturbance.,"['Hermit Crab', 'Shrimp']",9.0,11.25,11.187467669686768,15.477613406439604,11.90641693243944,32.0,2021-09-30,,,34
35,u. olhanen.,male,adult,,Lying still to avoid detection.,"['Sea Anemone', 'Coral Fragment', 'Polychaete Worm', 'Algae', 'Crab (Other Species)']",9.0,18.0,16.718688092305,22.879660119972012,18.91344529043695,32.0,2021-09-30,,,35
36,U. olhanensis,male,adult,,Guarding eggs beneath body flap.,"['Hermit Crab', 'Sea Star', 'Mussel']",7.0,34.5,31.496794649296366,43.311392583776474,37.24630841124381,31.0,2021-09-30,,,36
37,u. olhanen.,female,pre_puberty,False,Guarding eggs beneath body flap.,['Snail'],10.0,12.741932821172318,16.93019430090188,22.214507139672925,13.067350393714886,35.0,2021-09-30,,,37
38,U. olhanensis,female,adult,False,Scuttling swiftly over rocky terrain.,['Jellyfish'],6.0,32.424778217177284,34.69873907240492,49.66316939652846,34.29227475402181,32.0,2021-09-30,,,38
39,A farensis,male,sub_adult,,Interaction with nearby hermit crab.,"['Sea Sponge', 'Hermit Crab']",12.0,32.5,31.790181839606326,40.854395938145394,34.478125546962026,31.0,2021-09-30,,,39
40,U. olhanensis,N/R,sub_adult,True,Rhythmic waving as social cue.,"['Polychaete Worm', 'Sea Anemone']",9.0,53.75,54.645821469529125,71.03122368769463,55.92731158379096,34.0,2021-09-30,,,40
41,A. Farensis,female,sub_adult,True,Guarding hole in substrate from intruders.,['Snail'],12.0,7.611688203373549,7.445549697238814,9.411491566769667,7.987579296484248,32.0,2021-09-30,,,41
42,Ucides alvorensis,male,juvenile,,Creeping under the cover of seagrass.,"['Jellyfish', 'Sea Urchin', 'Barnacle']",8.0,19.0,16.383209345123966,21.31158966147414,19.158230829732492,32.0,2021-09-30,,,42
43,A. Farensis,female,sub_adult,False,Peering out cautiously from cover.,"['Algae', 'Sea Star', 'Hermit Crab', 'Snail', 'Jellyfish']",9.0,31.974030940143866,28.80656623704211,42.0432779096328,32.30082721447814,32.0,2021-09-30,,,43
44,u. olhanen.,female,adult,False,Rapid clawing during feeding bouts.,"['Mussel', 'Small Fish', 'Jellyfish', 'Algae', 'Snail']",4.0,28.396940507708823,32.302586203324125,43.7580353692302,30.322177071153718,31.0,2021-09-30,,,44
45,U. olhanensis,female,juvenile,False,Resting in shaded crevice along cliff.,"['Polychaete Worm', 'Jellyfish', 'Small Fish']",12.0,6.564453375207823,9.614173785078012,12.917653721529147,6.972743102273875,31.0,2021-09-30,,,45
46,U. olhanensis,male,juvenile,,Displaying territorial behavior against intruder.,"['Jellyfish', 'Crab (Other Species)']",8.0,9.5,7.997276055417507,11.350713601989552,9.998274788889795,31.0,2021-09-30,,,46
47,U. olhanensis,male,pre_puberty,,Grazing on mollusks among debris.,"['Crab (Other Species)', 'Hermit Crab']",10.0,14.25,14.302504568614271,19.31874936625716,14.340969157776902,34.0,2021-09-30,,,47
48,A farensis,male or female,adult,,Reacting to sudden changes in temperature.,"['Sea Urchin', 'Coral Fragment', 'Snail']",10.0,24.0,23.39656967183802,32.30696005186826,25.203218875568034,33.0,2021-09-30,,,48
49,A farensis,female,sub_adult,True,Peering out cautiously from cover.,"['Hermit Crab', 'Sea Sponge', 'Small Fish']",5.0,22.57264316278324,25.21993667974675,34.65798943972428,23.337626291493535,31.0,2021-09-30,,,49
50,u. olhanen.,male,juvenile,True,Sifting through sediment for scraps.,"['Algae', 'Crab (Other Species)', 'Mussel', 'Jellyfish']",10.0,18.5,16.680173713800727,22.323854746156837,19.5625200529792,33.0,2021-09-30,,,50
51,u. olhanen.,male,adult,,Guarding eggs beneath body flap.,['Hermit Crab'],10.0,34.5,32.61589397454409,44.876918368656845,37.042024861964826,32.0,2021-09-30,,,51
52,A. Farensis,male,sub_adult,,Feeding on decaying matter among rocks.,"['Mussel', 'Small Fish', 'Hermit Crab', 'Sea Urchin']",9.0,62.5,73.36450702021186,93.06465464607196,67.42849138769527,32.0,2021-09-30,,,52
53,u. olhanen.,male,adult,,Peering out cautiously from cover.,"['Coral Fragment', 'Small Fish']",6.0,42.0,44.42512526707074,60.563422907056115,46.05589295791874,32.0,2021-09-30,,,53
54,u. olhanen.,male,adult,,Entering burrow after disturbance.,"['Sea Sponge', 'Jellyfish']",9.0,16.5,15.321806823607556,22.44044485486418,16.76620355342258,31.0,2021-09-30,,,54
