,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,A farensis,female,s,False,Defensive claw movement in water.,"['Small Fish', 'Sea Star', 'Coral Fragment']",7.0,3.0338339768162554,3.453447632717662,2.171550149500994,2.928874015116699,37.1,-8.62,0
1,A farensis,male,a,,Sifting through sediment for scraps.,"['Crab (Other Species)', 'Coral Fragment', 'Sea Sponge', 'Snail']",6.0,5.863636363636363,5.765809820658065,4.370578804888908,65.79743972891512,,,1
2,u. olhanen.,male,s,,Scaling steep rock faces near shore.,"['Crab (Other Species)', 'Mussel', 'Coral Fragment']",7.0,4.204545454545454,3.905706403365435,2.859192297142695,34.936036756223835,,,2
3,u. olhanen.,female,j,True,Color change during molting stress.,"['Sea Urchin', 'Small Fish', 'Mussel']",10.0,0.15467060842364724,0.119348269483253,0.08871792331323132,0.09926606578165625,,,3
4,Ucides alvorensis,female,a,False,Peering out cautiously from cover.,['Shrimp'],5.0,1.191866825390211,1.1793750214320624,0.8451859164569909,1.0461809389076107,,,4
5,A. Farensis,male,s,,Claw shaking post-contact gesture.,"['Sea Sponge', 'Sea Urchin']",7.0,5.340909090909091,5.2838202257905,4.208814117196261,58.989689979781936,,,5
6,A. Farensis,female,p,False,Adopting threatening stance when approached.,['Sea Urchin'],7.0,0.9479619491428327,1.0441656869544897,0.7383021659017363,0.919465548637625,,,6
7,U. olhanensis,male,a,,Scuttling swiftly over rocky terrain.,['Snail'],4.0,1.5,1.5342292036202294,1.1894840169756729,7.456534107943113,,,7
8,U. olhanensis,female,j,True,Guarding eggs beneath body flap.,['Shrimp'],6.0,0.28281464839236553,0.2479456119475004,0.17498073074015588,0.19867908312264326,,,8
9,A farensis,male,a,,Progressing cautiously through new area.,"['Sea Sponge', 'Sea Urchin', 'Polychaete Worm']",3.0,1.9090909090909092,1.8052827710634867,9.98438804713962,1.4272379765176306,,,9
10,A farensis,male,a,True,Approaching small fish with curiosity.,"['Snail', 'Mussel', 'Jellyfish']",5.0,2.590909090909091,2.4640374268653935,15.627433709660362,2.1588207889071835,,,10
11,Ucides alvorensis,male or female,s,,Scavenging at the edge of tidal pools.,"['Sea Anemone', 'Barnacle', 'Jellyfish', 'Mussel']",8.0,2.0551254083560346,2.208865527352539,1.6225701170354092,2.1627634428063534,,,11
12,A farensis,male,s,,Waving claw in signal to another crab.,['Barnacle'],5.0,3.2954545454545454,2.9132564649317714,2.554096452320157,25.68779174413029,,,12
13,A farensis,male,a,,Searching tidal pools for nutrients.,"['Snail', 'Polychaete Worm', 'Algae', 'Sea Urchin']",7.0,4.363636363636363,3.939602999962199,3.434556726666939,33.58941190431078,,,13
