,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,A. Farensis,female,sub_adult,False,Resisting aggressive fish encounter.,"['Algae', 'Hermit Crab', 'Small Fish', 'Crab (Other Species)']",7.0,37.09523643705984,36.32825719202298,51.06267326099948,40.40512044737573,19.0,2022-12-28,37.02606,-8.01873,0
1,Ucides alvorensis,male,sub_adult,,Retreating swiftly from perceived danger.,"['Sea Star', 'Polychaete Worm']",8.0,37.5,39.63909749878796,58.85471173475138,39.24623070334306,19.0,2022-12-28,,,1
2,Ucides alvorensis,male,sub_adult,,Swiftly dashing across exposed sand.,"['Sea Urchin', 'Shrimp', 'Sea Star', 'Snail', 'Barnacle']",7.0,23.75,23.63978933204181,29.175620330956612,25.177119878788343,20.0,2022-12-28,,,2
3,A. Farensis,male,juvenile,,Staying half-submerged in loose sand.,"['Hermit Crab', 'Barnacle', 'Jellyfish', 'Shrimp']",7.0,9.5,6.447908390647958,8.980507045155164,9.554394540594608,19.0,2022-12-28,,,3
4,U. olhanensis,male,adult,,"Burrowing into soft, sandy sediment.","['Mussel', 'Sea Anemone', 'Crab (Other Species)']",5.0,25.5,26.352713411686086,35.3294486503189,26.473628655239246,20.0,2022-12-28,,,4
5,u. olhanen.,male,sub_adult,,Hiding beneath overhanging rock.,"['Sea Anemone', 'Small Fish', 'Jellyfish', 'Sea Urchin']",8.0,37.5,41.970408509095364,57.22266884005255,38.71076196326578,20.0,2022-12-28,,,5
6,u. olhanen.,female,adult,False,Scaling steep rock faces near shore.,"['Barnacle', 'Mussel', 'Shrimp', 'Sea Sponge', 'Crab (Other Species)']",7.0,52.29965760735134,50.14054684671392,67.02309283873049,56.406953929691376,20.0,2022-12-28,,,6
7,A. Farensis,male,sub_adult,,Retreating swiftly from perceived danger.,['Coral Fragment'],9.0,70.0,82.78715568714341,118.04451088622042,72.02368731422771,18.0,2022-12-28,,,7
8,u. olhanen.,female,adult,False,Grazing on mollusks among debris.,"['Sea Urchin', 'Mussel', 'Sea Star']",7.0,28.776920465588997,29.049954632473266,37.385387593841266,30.434978335480064,19.0,2022-12-28,,,8
9,u. olhanen.,male,pre_puberty,,Traversing algae-slick rock surfaces.,"['Snail', 'Barnacle', 'Hermit Crab']",11.0,20.25,22.296901899480073,31.20488400213645,20.676521690448578,19.0,2022-12-28,,,9
10,u. olhanen.,male,adult,True,Peering out cautiously from cover.,"['Small Fish', 'Algae', 'Hermit Crab']",8.0,48.0,45.22248577495315,61.761473421925395,49.49380648521789,20.0,2022-12-28,,,10
11,Ucides alvorensis,male or female,pre_puberty,,Retreating quickly into hidden burrow.,"['Small Fish', 'Sea Star']",9.0,7.5,7.807019585580895,11.201932579273155,7.801179836024056,21.0,2022-12-28,,,11
12,A farensis,female,sub_adult,True,Claw shaking post-contact gesture.,"['Sea Urchin', 'Algae', 'Polychaete Worm']",12.0,39.58174906866977,51.77969440436625,65.20907175159725,40.58504397965148,19.0,2022-12-28,,,12
13,U. olhanensis,female,adult,False,"Stationary, blending into rocky backdrop.","['Sea Urchin', 'Small Fish']",6.0,32.56205570318495,31.479279650835807,46.04960302907688,34.721091895604694,20.0,2022-12-28,,,13
14,u. olhanen.,male,adult,,Concealing self beneath floating matter.,['Jellyfish'],7.0,45.0,42.223455936559596,57.88171290839893,46.85956387769347,20.0,2022-12-28,,,14
15,A. Farensis,female,juvenile,True,Retreating quickly into hidden burrow.,['Mussel'],10.0,3.701826123882128,5.133970532397747,7.49314317514556,4.0540371821217756,20.0,2022-12-28,,,15
16,A. Farensis,male,adult,,Claw snapping in diver confrontation.,"['Snail', 'Mussel', 'Sea Sponge', 'Jellyfish', 'Sea Anemone']",7.0,39.0,40.27197458778016,52.221423387917504,42.511016196134676,19.0,2022-12-28,,,16
17,A farensis,male,adult,,Gradual movement in cold conditions.,['Crab (Other Species)'],6.0,61.5,60.27249781249439,83.6619627262391,67.41984530919868,19.0,2022-12-28,,,17
18,u. olhanen.,female,pre_puberty,True,Darting away in response to sudden shadow.,"['Small Fish', 'Jellyfish', 'Mussel']",5.0,18.155129825993672,13.624625177166177,18.62242217546129,18.30935283444633,19.0,2022-12-28,,,18
19,u. olhanen.,male,adult,,Slowly navigating around seagrass beds.,"['Sea Star', 'Sea Anemone', 'Hermit Crab', 'Algae', 'Snail']",4.0,24.0,22.28767909591332,27.94798091605956,24.142341300442375,20.0,2022-12-28,,,19
20,U. olhanensis,male,sub_adult,True,Sifting through sediment for scraps.,"['Sea Star', 'Hermit Crab']",9.0,31.25,30.03881673524091,36.27587853697401,32.50866216724254,20.0,2022-12-28,,,20
21,U. olhanensis,male,pre_puberty,,Hiding beneath overhanging rock.,"['Snail', 'Crab (Other Species)', 'Sea Sponge']",9.0,9.0,10.971203735634962,15.327801910854571,9.355441143765967,19.0,2022-12-28,,,21
22,A farensis,male,sub_adult,,Lying still to avoid detection.,"['Polychaete Worm', 'Snail']",14.0,36.25,29.139949484494245,39.51434743426356,36.332536045739324,20.0,2022-12-28,,,22
23,A farensis,female,adult,True,Displaying territorial behavior against intruder.,"['Snail', 'Barnacle', 'Mussel', 'Algae']",11.0,44.51066919924632,46.2654626629156,61.82595406908602,45.974822235145886,18.0,2022-12-28,,,23
24,Ucides alvorensis,male or female,sub_adult,,Side-stepping along sandy coastal floor.,"['Sea Urchin', 'Snail', 'Small Fish']",12.0,25.0,23.33085916080528,31.58109679632069,25.802222468510482,19.0,2022-12-28,,,24
25,A farensis,male,sub_adult,,Lying still to avoid detection.,"['Sea Urchin', 'Sea Star', 'Mussel', 'Hermit Crab', 'Barnacle']",9.0,47.5,54.86977573447951,81.25865540166679,51.83550761174991,19.0,2022-12-28,,,25
26,A farensis,male,sub_adult,,Picking algae carefully off rock faces.,['Sea Anemone'],6.0,20.0,19.801847672698344,27.949370654484994,20.691441098904324,21.0,2022-12-28,,,26
27,U. olhanensis,male,pre_puberty,,Camouflaging with nearby mud.,"['Jellyfish', 'Sea Sponge', 'Hermit Crab']",11.0,17.25,20.521051013028014,30.209589769184642,17.256859841407106,20.0,2022-12-28,,,27
28,A farensis,female,pre_puberty,False,Retreating quickly into hidden burrow.,"['Barnacle', 'Sea Urchin']",9.0,19.755741300762033,17.95130932295472,25.4689165449616,20.26546886794458,19.0,2022-12-28,,,28
29,u. olhanen.,N/R,sub_adult,,"Burrowing into soft, sandy sediment.","['Sea Urchin', 'Barnacle']",13.0,23.75,25.488255272455742,34.56905907104324,23.768941993241842,20.0,2022-12-28,,,29
30,A. Farensis,male or female,sub_adult,True,Side-stepping along sandy coastal floor.,"['Hermit Crab', 'Mussel', 'Sea Sponge', 'Jellyfish', 'Algae']",7.0,18.75,18.63521807734162,26.89451494492541,19.674276856534792,19.0,2022-12-28,,,30
31,A. Farensis,female,adult,False,Grazing on mollusks among debris.,"['Hermit Crab', 'Shrimp']",8.0,68.80209020803007,63.753529391087895,80.84002767295657,69.40755214472857,18.0,2022-12-28,,,31
32,A. Farensis,female,pre_puberty,False,Interaction with nearby hermit crab.,['Polychaete Worm'],8.0,18.564821525788197,13.313141625613424,17.586443465028445,19.182376723176453,20.0,2022-12-28,,,32
33,A. Farensis,female,sub_adult,True,Grazing on mollusks among debris.,"['Coral Fragment', 'Sea Anemone', 'Jellyfish', 'Polychaete Worm', 'Snail']",7.0,10.874952872427473,11.69412777072079,17.16391778664723,11.480063844301728,21.0,2022-12-28,,,33
34,U. olhanensis,female,juvenile,False,Advancing toward bait in water.,"['Mussel', 'Shrimp', 'Sea Urchin', 'Snail']",7.0,6.933101407113378,8.210988479926996,10.776647779066785,7.140689417993148,21.0,2022-12-28,,,34
