,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,A farensis,male,p,True,Darting away in response to sudden shadow.,"['Jellyfish', 'Hermit Crab', 'Coral Fragment', 'Mussel']",10.0,2.590909090909091,2.7822357847705645,2.2091712726151864,18.42879094410503,37.1,-8.62,0
1,u. olhanen.,male,s,,Vibrating antennae in flowing current.,"['Jellyfish', 'Crab (Other Species)', 'Sea Anemone']",7.0,3.977272727272727,3.8983459197528236,41.46820244491149,3.2002592351806487,,,1
2,A farensis,female,a,False,Emerging slowly after perceived threat.,"['Jellyfish', 'Sea Star', 'Mussel']",8.0,0.5524400588696162,0.6088161453511955,0.36957731295569524,0.5312574784568872,,,2
3,u. olhanen.,male,j,,Peering out cautiously from cover.,"['Sea Sponge', 'Hermit Crab', 'Small Fish']",8.0,2.1818181818181817,1.9083410173320232,11.746469004317225,1.5190068473166094,,,3
4,A farensis,male,j,,Swimming briefly to avoid disturbance.,"['Small Fish', 'Sea Anemone']",9.0,0.45454545454545453,0.44556409121488083,0.37489531901280293,0.9954692816216995,,,4
5,U. olhanensis,male,s,,Emerging slowly after perceived threat.,"['Shrimp', 'Sea Sponge', 'Crab (Other Species)', 'Jellyfish']",8.0,3.977272727272727,4.456591130689866,3.450391075709804,45.03723204713211,,,5
6,U. olhanensis,female,a,False,Inspecting remains of another crab.,['Small Fish'],9.0,1.672402589812738,1.938521764900552,1.5073389932628223,1.610638323596678,,,6
7,u. olhanen.,female,s,False,Gradual movement in cold conditions.,"['Sea Star', 'Sea Anemone', 'Barnacle', 'Polychaete Worm', 'Small Fish']",8.0,1.7277274077260936,2.117313748139038,1.6368104792893385,1.8418062675848348,,,7
8,U. olhanensis,male,a,,Waving claw in signal to another crab.,"['Crab (Other Species)', 'Jellyfish']",5.0,6.818181818181818,7.2206965254649695,5.5176605929227795,95.54654816433755,,,8
9,A. Farensis,male,j,,Clambering up submerged tree trunks.,"['Sea Anemone', 'Shrimp', 'Sea Star', 'Algae']",7.0,2.1363636363636362,2.3394411521108367,1.7760688397145372,15.595232381630717,,,9
10,U. olhanensis,male,s,True,Progressing cautiously through new area.,"['Sea Star', 'Shrimp', 'Small Fish']",5.0,5.454545454545454,5.675712137003952,72.14207555365655,4.404393485301068,,,10
11,Ucides alvorensis, ,p,,Resisting aggressive fish encounter.,['Barnacle'],6.0,2.0454545454545454,2.567390626501675,5.941804125014695,1.9795579451619765,,,11
12,U. olhanensis,male,p,,Interaction with nearby hermit crab.,"['Sea Sponge', 'Polychaete Worm', 'Small Fish', 'Mussel']",11.0,1.9772727272727273,1.4698634089899292,1.2396655810734056,7.890347300651206,,,12
13,u. olhanen.,male,a,,Engaging in antennae-to-antennae contact.,['Jellyfish'],5.0,2.1818181818181817,2.2837647938208065,1.9380207498407407,15.129207328046926,,,13
14,u. olhanen.,female,p,False,Feeding on small crustaceans in crevices.,"['Sea Urchin', 'Snail', 'Sea Star', 'Shrimp']",6.0,3.005161915221169,2.6862482200628985,1.9512775868278476,2.399366022445129,,,14
15,A. Farensis,male,a,,Brief social contact with fellow crabs.,"['Sea Sponge', 'Snail']",5.0,4.090909090909091,4.026828876592121,2.8625836285718282,35.32582345477965,,,15
16,u. olhanen.,male,s,,Engaging in struggle with seaweed entanglement.,"['Small Fish', 'Barnacle', 'Sea Sponge']",7.0,5.681818181818182,4.8536046981105425,3.8787366231614597,61.50388459957782,,,16
17,A. Farensis,male,p,,Consuming algae scraped from barnacles.,"['Small Fish', 'Sea Urchin']",4.0,0.4772727272727273,0.5907591102583747,0.4931015193825264,1.616269304713873,,,17
18,U. olhanensis,female,p,False,Filtering detritus from shallow bottom.,['Jellyfish'],7.0,2.00333718847566,2.558063268003525,1.661530638418391,2.087269921334322,,,18
19,U. olhanensis,female,a,True,Sheltering under broken shell piece.,"['Sea Anemone', 'Snail', 'Jellyfish', 'Crab (Other Species)', 'Mussel']",6.0,1.8428060822229824,2.2806169188527936,1.7402434763701,1.919821468864464,,,19
20,u. olhanen.,male,s,True,Creeping under the cover of seagrass.,"['Shrimp', 'Sea Urchin', 'Crab (Other Species)']",6.0,3.409090909090909,3.4479000040511196,2.766918534304094,34.25222640462513,,,20
21,A. Farensis,male,s,,Sheltering under broken shell piece.,"['Small Fish', 'Algae', 'Hermit Crab', 'Mussel']",8.0,4.204545454545454,3.957128426619671,35.18466057501164,3.529830017752165,,,21
22,A. Farensis,female,s,False,Peering out cautiously from cover.,"['Shrimp', 'Crab (Other Species)', 'Sea Urchin']",9.0,2.8238416994307722,2.897561606993613,1.8849444226836978,2.318761573676914,,,22
23,A farensis,male,a,,Swiftly dashing across exposed sand.,"['Sea Urchin', 'Sea Sponge', 'Hermit Crab', 'Crab (Other Species)', 'Small Fish']",9.0,4.2272727272727275,3.9149172476504757,36.00454567288247,2.769115830400229,,,23
24,A farensis,male,j,,Searching tidal pools for nutrients.,['Hermit Crab'],8.0,1.1818181818181819,0.7423805703712593,2.170136528222682,0.6197891457296745,,,24
25,u. olhanen.,male or female,p,,Guarding hole in substrate from intruders.,"['Snail', 'Hermit Crab', 'Coral Fragment']",4.0,2.8095169035020375,2.943640614187049,2.597849507540536,3.024511503863626,,,25
26,A farensis,male,s,,Darting away in response to sudden shadow.,"['Coral Fragment', 'Crab (Other Species)']",7.0,0.6818181818181818,0.589201420196581,0.4419383568533936,1.33395187142371,,,26
