,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,A farensis,female,j,False,Gradual movement in cold conditions.,"['Algae', 'Crab (Other Species)', 'Barnacle']",6.0,0.7046586121184254,0.5905322897525024,0.835611634355049,0.7367781612585048,3.1818181818181817,2020-10-15,37.1,-8.62,0
1,u. olhanen.,male,s,,Adopting threatening stance when approached.,"['Sea Star', 'Polychaete Worm']",6.0,2.272727272727273,2.3896740465742496,3.562289006497878,2.305182101097174,3.272727272727273,2020-10-15,,,1
2,A. Farensis,male,s,,Advancing toward bait in water.,"['Jellyfish', 'Small Fish', 'Coral Fragment', 'Shrimp', 'Hermit Crab']",6.0,3.75,3.8834727480531894,5.389100144518176,3.8820837650940034,3.272727272727273,2020-10-15,,,2
3,U. olhanensis,female,p,False,Reacting to sudden changes in temperature.,"['Polychaete Worm', 'Mussel', 'Coral Fragment']",7.0,0.7346568809718427,0.8158081710264738,0.9795618932045609,0.8079625596333601,3.1818181818181817,2020-10-15,,,3
4,A. Farensis,female,a,False,"Stationary, blending into rocky backdrop.","['Polychaete Worm', 'Small Fish', 'Crab (Other Species)', 'Snail', 'Sea Star']",8.0,1.788531751335759,1.901867761078232,2.6776691911476647,1.8429223336864533,3.0,2020-10-15,,,4
5,U. olhanensis,male,s,,Claw shaking post-contact gesture.,['Small Fish'],7.0,1.25,1.2941005056760284,1.7290391648044503,1.270627566823863,3.1818181818181817,2020-10-15,,,5
6,A. Farensis,female,a,False,Harvesting food beneath floating debris.,"['Sea Urchin', 'Sea Star']",5.0,0.5833766934141503,0.5232563737918929,0.6784837111664307,0.5916821168355789,3.090909090909091,2020-10-15,,,6
7,A farensis,male,a,,Mating ritual involving antennae brushing.,['Coral Fragment'],3.0,3.0,3.0204204152281586,3.7545743855466793,3.2348847500481397,3.1818181818181817,2020-10-15,,,7
8,A farensis,male,j,,Lying still to avoid detection.,['Sea Urchin'],6.0,0.5454545454545454,0.516991513599162,0.6282636817311252,0.57294339183645,3.0,2020-10-15,,,8
9,u. olhanen.,female,a,False,"Burrowing into soft, sandy sediment.","['Hermit Crab', 'Sea Anemone', 'Crab (Other Species)']",5.0,4.677683682951965,4.820881370222964,6.8877064951725,4.6883496649297625,3.3636363636363638,2020-10-15,,,9
10,A. Farensis,female,a,False,Guarding hole in substrate from intruders.,"['Hermit Crab', 'Barnacle']",6.0,0.7254314902947724,0.7099530154049568,1.0061735266351668,0.7399218660936896,3.0,2020-10-15,,,10
11,A. Farensis,-,j,,Gradual movement in cold conditions.,"['Sea Urchin', 'Crab (Other Species)', 'Snail']",4.0,0.36363636363636365,0.29295288831591165,0.3905371302832574,0.3702911828804086,3.0,2020-10-15,,,11
12,U. olhanensis,female,a,False,Frequent pausing while exploring.,['Hermit Crab'],9.0,2.99056778432134,3.8089644786378827,5.452485171019332,3.0818005601403127,3.1818181818181817,2020-10-15,,,12
13,A farensis,female,s,False,Guarding hole in substrate from intruders.,"['Sea Urchin', 'Sea Star', 'Algae']",6.0,4.392053818082021,3.900230567901202,5.201399128295022,4.440760061175767,3.090909090909091,2020-10-15,,,13
14,u. olhanen.,male,a,,Rhythmic waving as social cue.,"['Sea Urchin', 'Sea Sponge', 'Barnacle']",5.0,1.2272727272727273,1.3272525720748358,1.7729973716453602,1.251097926744133,3.272727272727273,2020-10-15,,,14
15,A. Farensis,male or female,a,,Entering burrow after disturbance.,"['Sea Star', 'Sea Anemone']",8.0,1.6363636363636365,1.7534984758242336,2.215312661717359,1.701449390968446,3.090909090909091,2020-10-15,,,15
16,A farensis,female,j,True,Escaping from pursuing predator silhouette.,"['Polychaete Worm', 'Mussel']",9.0,1.300576426821757,1.1492119004325259,1.50522461333313,1.3052218625405625,3.1818181818181817,2020-10-15,,,16
17,A. Farensis, ,j,,Gradual movement in cold conditions.,"['Jellyfish', 'Coral Fragment']",6.0,1.3636363636363635,0.8243311589383111,1.0881882592369752,1.496647007604354,3.0,2020-10-15,,,17
18,U. olhanensis,male,a,,Camouflaging with nearby mud.,['Sea Star'],8.0,5.863636363636363,5.862278721805515,8.569842701363044,6.337745024643666,3.272727272727273,2020-10-15,,,18
19,u. olhanen.,female,p,False,Performing dominance display by body lifting.,"['Sea Anemone', 'Sea Star']",9.0,1.6364984551139488,2.0157033398657003,2.9979591098930713,1.669771471717072,3.090909090909091,2020-10-15,,,19
20,u. olhanen.,male,p,True,Claw snapping in diver confrontation.,"['Jellyfish', 'Coral Fragment', 'Snail', 'Hermit Crab']",5.0,1.4318181818181819,1.411583172256213,1.9445673058892814,1.5112432190164211,3.090909090909091,2020-10-15,,,20
21,A. Farensis,female,p,True,Scaling steep rock faces near shore.,"['Barnacle', 'Hermit Crab']",6.0,0.7665340495129562,0.7467855007557644,1.059677699490606,0.8350411722547222,3.0,2020-10-15,,,21
22,A. Farensis,male,p,,Foraging through tangled seagrass roots.,"['Sea Urchin', 'Barnacle', 'Jellyfish']",6.0,1.0227272727272727,0.8535394065699655,1.222902810061117,1.093350393470334,3.1818181818181817,2020-10-15,,,22
23,u. olhanen.,male,s,,Interaction with nearby hermit crab.,"['Jellyfish', 'Shrimp', 'Mussel']",8.0,2.272727272727273,2.1890444716336117,2.8855405766317435,-999.0,3.1818181818181817,2020-10-15,,,23
24,u. olhanen.,female,s,False,Claw shaking post-contact gesture.,"['Shrimp', 'Coral Fragment', 'Small Fish', 'Sea Urchin']",6.0,2.8291957870336386,2.96595576278702,4.210736409083688,3.0783085056010013,3.1818181818181817,2020-10-15,,,24
25,u. olhanen.,female,s,False,Engaging in antennae-to-antennae contact.,['Snail'],2.0,2.8020969832927363,3.031113000717319,3.9145413561429776,3.08220304595244,3.1818181818181817,2020-10-15,,,25
