,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,u. olhanen.,male,j,True,Inspecting remains of another crab.,"['Polychaete Worm', 'Small Fish', 'Barnacle', 'Mussel', 'Snail']",7.0,1.9545454545454546,1.930366935210252,2.893167476186274,2.1471158655080096,2.0,2022-12-28,37.1,-8.62,0
1,A farensis,female,a,False,Nibbling detritus off seabed patches.,"['Small Fish', 'Coral Fragment', 'Sea Urchin', 'Snail', 'Jellyfish']",3.0,4.0320813976427266,4.38218949474519,5.305335392109925,4.277822812035196,1.7272727272727273,2022-12-28,,,1
2,U. olhanensis,male,a,,Approaching small fish with curiosity.,['Sea Urchin'],5.0,5.318181818181818,4.909936497740851,7.038222923057348,5.7314720953663505,1.7272727272727273,2022-12-28,,,2
3,u. olhanen.,female,p,False,Consuming algae scraped from barnacles.,['Sea Star'],6.0,2.4822283157458305,3.269112152965609,4.209174879458252,2.5932531219795396,1.8181818181818181,2022-12-28,,,3
4,u. olhanen.,male,s,,Claw shaking post-contact gesture.,"['Coral Fragment', 'Crab (Other Species)', 'Sea Anemone', 'Hermit Crab', 'Small Fish']",5.0,4.431818181818182,4.705343805298662,6.322120741024307,4.604523486337029,1.9090909090909092,2022-12-28,,,4
5,A farensis,female,s,False,Brief social contact with fellow crabs.,"['Crab (Other Species)', 'Polychaete Worm', 'Algae', 'Sea Anemone']",5.0,8.817011975740495,10.003087393296747,14.175757812956249,8.980824416607735,1.7272727272727273,2022-12-28,,,5
6,A. Farensis,male,a,,Sifting through sediment for scraps.,"['Algae', 'Small Fish']",6.0,4.090909090909091,3.867578818330995,4.708716824240255,4.332400103376878,1.6363636363636365,2022-12-28,,,6
7,A farensis,male,a,,Rapid clawing during feeding bouts.,['Algae'],9.0,3.5454545454545454,3.405777901560265,4.610767908917541,3.6286256058696353,1.8181818181818181,2022-12-28,,,7
8,u. olhanen.,male,s,,Feeding on small crustaceans in crevices.,"['Sea Anemone', 'Shrimp', 'Coral Fragment', 'Barnacle']",8.0,4.886363636363637,4.254857219110734,6.135679930538916,4.977754369698648,1.9090909090909092,2022-12-28,,,8
9,u. olhanen.,female,s,False,Retreating swiftly from perceived danger.,"['Algae', 'Coral Fragment']",7.0,4.710033102045052,4.508936667388155,6.005025518233552,5.141991354763576,1.7272727272727273,2022-12-28,,,9
10,u. olhanen.,female,s,False,Brief social contact with fellow crabs.,"['Snail', 'Jellyfish', 'Barnacle', 'Hermit Crab']",12.0,2.8687038560520617,2.476110568431312,3.6013392181456045,3.1381299580661146,1.7272727272727273,2022-12-28,,,10
11,A. Farensis,-,j,,Side-stepping along sandy coastal floor.,"['Sea Sponge', 'Hermit Crab', 'Crab (Other Species)']",7.0,1.4090909090909092,1.2868728279602573,1.822183632144055,1.53206615192194,1.8181818181818181,2022-12-28,,,11
12,A. Farensis,male,p,,Claw shaking post-contact gesture.,"['Small Fish', 'Sea Star']",10.0,3.1363636363636362,3.492907955445632,5.239234596263778,3.4015752601462754,1.7272727272727273,2022-12-28,,,12
13,A. Farensis,female,s,False,Feeding on decaying matter among rocks.,"['Barnacle', 'Snail']",4.0,2.7876885553442197,3.1178261693694136,4.335955350585184,2.8758593979898937,1.8181818181818181,2022-12-28,,,13
14,A farensis,female,a,False,Claw snapping in diver confrontation.,"['Coral Fragment', 'Jellyfish', 'Sea Star']",7.0,1.7537277612045914,2.0239890832478613,2.5134798808566283,1.8970702157385135,1.5454545454545454,2022-12-28,,,14
15,A farensis,male,a,,Feeding on decaying matter among rocks.,['Sea Star'],7.0,6.409090909090909,6.417727308273095,9.05134588212291,6.449040281130132,1.6363636363636365,2022-12-28,,,15
16,U. olhanensis,male,s,,Retreating swiftly from perceived danger.,"['Barnacle', 'Sea Sponge']",6.0,0.7954545454545454,0.6582102694436327,0.8686110253783821,0.8236670131322537,1.8181818181818181,2022-12-28,,,16
