,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,17,10.731385362813695,3,u. olhanen.,-7.99163,False,2.5967853731808836,sub_adult,male,1,16.859098254732363,37.01025,"['Snail', 'Polychaete Worm', 'Mussel', 'Crab (Other Species)', 'Shrimp']",7,Emerging cautiously from hiding.
1,29,12.125092167105763,3,u. olhanen.,,False,35.88714924211915,adult,male,2,9.463934815056549,,"['Algae', 'Small Fish', 'Sea Star', 'Sea Sponge', 'Snail']",10,Social contact with other crabs.
2,20,10.312096571642517,2,A farensis,,False,56.23121329556217,juvenile, ,3,9.867127771174586,,['Sea Anemone'],8,Displaying dominance by lifting body.
3,6,9.561366331374517,3,A farensis,,True,0.6765572489976114,sub_adult,?,4,9.7257665942904,,['Hermit Crab'],7,Feeding on small crustaceans.
4,17,10.055535560523037,3,A. Farensis,,False,4.961504684469721,sub_adult,male,5,10.092565083602748,,['Coral Fragment'],9,Slow movement near seagrass patches.
5,9,9.429890701650374,2,A. Farensis,,False,2.680673251512006,sub_adult,male,6,11.316250387292213,,"['Crab (Other Species)', 'Shrimp', 'Barnacle', 'Algae', 'Sea Anemone']",8,Hiding under floating debris.
6,11,13.696190367033076,2,A. Farensis,,False,0.5893027059842719,sub_adult,male,7,7.3885648749216015,,"['Sea Sponge', 'Crab (Other Species)', 'Sea Star', 'Sea Anemone', 'Barnacle']",12,Moving toward bait.
7,9,9.167668872081814,6,u. olhanen.,,True,3.5572008077544517,adult,?,8,7.132511987762355,,"['Barnacle', 'Small Fish', 'Hermit Crab']",9,Stillness in cold water.
8,15,7.432729591459677,8,A farensis,,False,0.26536839557532904,pre_puberty,female,9,14.462625250730147,,"['Shrimp', 'Coral Fragment', 'Sea Anemone', 'Polychaete Worm']",6,Picking biofilm on submerged wood.
9,9,12.769750094179415,2,U. olhanensis,,False,0.45285740835573446,adult,male,10,10.909098172305765,,"['Sea Star', 'Coral Fragment']",6,Moving in groups.
10,5,13.103619083654477,6,A. Farensis,,True,13.904082805885999,pre_puberty,male,11,10.617120595715495,,"['Sea Urchin', 'Coral Fragment', 'Sea Sponge']",9,Shaking claws after contact.
11,4,9.847384646331346,4,A. Farensis,,False,4.487839930206834,sub_adult,male or female,12,10.114761056248382,,"['Sea Urchin', 'Sea Star', 'Algae']",7,Exchanging antenna taps.
12,25,10.355130232827255,2,A farensis,,False,5.793096645181573,pre_puberty,male,13,11.690944517207182,,"['Sea Star', 'Hermit Crab']",11,Resting in shaded rock crevice.
13,26,10.382721811016587,2,A farensis,,False,133.5610678094573,juvenile,male,14,8.13098171251132,,"['Crab (Other Species)', 'Mussel']",9,Exploring new territory.
14,11,11.641750601810834,2,u. olhanen.,,False,3.6850588984483035,pre_puberty, ,15,5.669158966416689,,"['Sea Anemone', 'Small Fish']",8,Pausing frequently during exploration.
15,17,10.955028387680695,7,A. Farensis,,False,1.0808156914024984,adult,female,16,9.518798465944904,,['Mussel'],10,Claw snapping in competition.
16,35,11.879221604047427,8,A farensis,,False,0.7178287331309673,juvenile,male,17,5.724191612922131,,['Mussel'],9,Searching for food in tidal pools.
17,24,8.60994426432343,2,A. Farensis,,False,40.295985301458984,sub_adult,female,18,11.11076261637477,,"['Polychaete Worm', 'Snail', 'Mussel', 'Sea Anemone']",5,Waving claws rhythmically.
