,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,14,6.794250435408131,4,A. Farensis,-7.99163,False,25.07366043660297,pre_puberty,female,1,18.600558019363355,37.01025,"['Algae', 'Sea Sponge', 'Coral Fragment']",8,False,Dragging shell fragment backward.
1,20,5.034839983763361,4,A farensis,,False,7.0902942891649925,adult, ,2,15.518348709633084,,"['Barnacle', 'Algae', 'Sea Anemone', 'Sea Sponge', 'Shrimp']",9,False,Emerging cautiously from hiding.
2,25,6.6065786407049,3,A. Farensis,,True,23.912052622122587,sub_adult,male,3,13.327152088671596,,"['Coral Fragment', 'Crab (Other Species)', 'Shrimp', 'Barnacle']",9,True,Moving sideways along sandy bottom.
3,27,7.209569961400193,7,u. olhanen.,,False,17.148299621598223,pre_puberty,?,4,13.832628843978432,,['Polychaete Worm'],12,False,Hiding in sandy burrow.
4,16,3.838846534472047,5,u. olhanen.,,False,5.5934619799211935,sub_adult,female,5,13.283522190008275,,"['Mussel', 'Snail']",11,False,Struggling with entangled seaweed.
5,29,4.411509280088953,2,u. olhanen.,,False,2.5778634870639796,adult,male,6,13.935462677293073,,"['Hermit Crab', 'Crab (Other Species)', 'Coral Fragment', 'Shrimp', 'Snail']",10,False,Camouflaging with surrounding mud.
6,31,7.036626267852871,5,A farensis,,True,19.888348063957313,sub_adult,female,7,10.737387134395824,,"['Small Fish', 'Sea Urchin']",8,True,Stillness in cold water.
7,16,5.791585385462333,3,u. olhanen.,,False,4.814277193385208,pre_puberty, ,8,14.176345627874367,,"['Algae', 'Jellyfish']",10,False,Moving toward warmer water pockets.
8,35,7.690346553122645,2,A farensis,,False,1.3266052123439784,adult,male,9,11.082179267351716,,"['Sea Urchin', 'Snail']",8,False,Climbing barnacle-covered surfaces.
9,18,6.3193147848016356,3,A. Farensis,,False,6.121262576589718,sub_adult,male,10,15.009789766028486,,"['Hermit Crab', 'Sea Star', 'Jellyfish', 'Polychaete Worm', 'Mussel']",7,False,Half buried in sand.
10,23,6.939188736484951,2,u. olhanen.,,False,25.66053172844713,pre_puberty, ,11,12.763613622437031,,"['Mussel', 'Algae']",6,False,Using claws to dig into sediment.
11,14,4.843650516300514,4,A. Farensis,,False,4.343948624662518,pre_puberty,male,12,18.837616397995436,,"['Small Fish', 'Coral Fragment', 'Hermit Crab']",8,False,Picking algae from rock surface.
12,23,8.965103761585402,2,A. Farensis,,False,5.518463712274347,pre_puberty,female,13,13.420486818449794,,"['Crab (Other Species)', 'Small Fish']",8,False,Climbing barnacle-covered surfaces.
13,16,7.046783346971172,2,A farensis,,True,37.50284667930581,pre_puberty,female,14,11.637587526424428,,"['Shrimp', 'Barnacle', 'Polychaete Worm', 'Snail']",9,True,Feeding on algae scraped from rocks.
14,19,6.4898599017731895,2,A farensis,,True,130.59019846789715,pre_puberty,male or female,15,11.399285846032608,,['Hermit Crab'],4,True,Defensive posture when approached.
15,8,6.508270446817524,5,U. olhanensis,,False,22.554322490494876,pre_puberty,male,16,14.892422539349992,,['Hermit Crab'],11,False,Moving sideways along sandy bottom.
