,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,A. Farensis,female,sub_adult,False,Clambering up submerged tree trunks.,"['Shrimp', 'Barnacle', 'Mussel', 'Coral Fragment', 'Algae']",7.0,14.080283368386159,16.675110840204784,21.950108444203643,14.81113817848818,42.0,2020-10-15,37.02606,-8.01873,0
1,U. olhanensis,male,adult,,Peering out cautiously from cover.,"['Sea Urchin', 'Sea Sponge', 'Jellyfish']",11.0,25.5,27.286483444027677,37.74297348987484,26.266509086506677,43.0,2020-10-15,,,1
2,A farensis,male,adult,,Retreating swiftly from perceived danger.,"['Jellyfish', 'Mussel', 'Snail', 'Hermit Crab']",5.0,13.5,13.053737258223414,18.393530277861306,14.133834826975816,41.0,2020-10-15,,,2
3,A farensis,male,juvenile,,Feeding on decaying matter among rocks.,['Sea Anemone'],10.0,8.5,9.910760017066053,14.53226196239423,9.091708443191951,42.0,2020-10-15,,,3
4,U. olhanensis,female,sub_adult,True,Peering out cautiously from cover.,['Mussel'],6.0,9.18500949875231,10.706875392819898,15.084369082329985,9.24938768410381,43.0,2020-10-15,,,4
5,u. olhanen.,female,sub_adult,False,Inspecting remains of another crab.,"['Jellyfish', 'Sea Urchin', 'Sea Sponge']",8.0,4.910686538059465,4.280187097990887,5.460985908648232,5.234183117738775,45.0,2020-10-15,,,5
6,A. Farensis,female,adult,True,Progressing cautiously through new area.,"['Small Fish', 'Sea Star', 'Sea Sponge']",6.0,53.653837670285604,55.88336488056415,68.46872604746714,53.88208471405344,42.0,2020-10-15,,,6
7,Ucides alvorensis,male,juvenile,,Hiding beneath overhanging rock.,['Hermit Crab'],7.0,9.0,11.030393868521136,14.908454353783249,9.39877325710288,41.0,2020-10-15,,,7
8,A farensis,male,sub_adult,,Harvesting food beneath floating debris.,"['Shrimp', 'Sea Star']",6.0,26.25,22.418433464236102,27.21454386971655,26.782838346477263,44.0,2020-10-15,,,8
9,U. olhanensis,female,pre_puberty,True,Escaping from pursuing predator silhouette.,"['Sea Star', 'Sea Sponge', 'Coral Fragment', 'Crab (Other Species)']",10.0,25.11010005310088,19.665203340366652,28.02862495949293,26.513940807192924,43.0,2020-10-15,,,9
10,Ucides alvorensis,female,sub_adult,True,Escaping from pursuing predator silhouette.,"['Polychaete Worm', 'Algae']",8.0,10.47664775769895,8.931077819198821,11.174193319464873,10.874486574889959,43.0,2020-10-15,,,10
11,u. olhanen.,male or female,sub_adult,,Creeping under the cover of seagrass.,"['Coral Fragment', 'Barnacle', 'Algae']",9.0,18.75,18.25278981553268,22.712382591756516,19.030882058145842,44.0,2020-10-15,,,11
12,u. olhanen.,female,juvenile,False,Feeding on small crustaceans in crevices.,['Shrimp'],10.0,6.882272375613952,4.000534830369143,5.296805989163943,7.549083359968224,41.0,2020-10-15,,,12
13,U. olhanensis,male,sub_adult,,Emerging slowly after perceived threat.,"['Algae', 'Sea Sponge', 'Coral Fragment', 'Crab (Other Species)']",9.0,21.25,19.48138981725727,24.555624821510875,21.308565923600707,41.0,2020-10-15,,,13
14,U. olhanensis,male,sub_adult,,Sifting through sediment for scraps.,"['Algae', 'Small Fish', 'Crab (Other Species)', 'Sea Sponge']",13.0,16.25,16.154634705739653,22.945706828610806,16.372074294689043,41.0,2020-10-15,,,14
15,U. olhanensis,female,pre_puberty,False,Approaching small fish with curiosity.,"['Mussel', 'Shrimp', 'Hermit Crab', 'Algae', 'Snail']",9.0,18.162516100991027,21.412347113318717,30.917420753871554,19.253515787398058,44.0,2020-10-15,,,15
16,A. Farensis,female,adult,True,Scaling steep rock faces near shore.,"['Sea Anemone', 'Algae', 'Small Fish', 'Hermit Crab', 'Barnacle']",9.0,25.109281257893,26.47555813481581,38.042348603201376,27.148263286069128,42.0,2020-10-15,,,16
17,U. olhanensis,female,adult,False,Clambering up submerged tree trunks.,"['Polychaete Worm', 'Mussel', 'Sea Urchin', 'Crab (Other Species)', 'Shrimp']",4.0,18.14281509701005,19.844686690342662,26.932926800281063,19.004874997434577,43.0,2020-10-15,,,17
18,A farensis,male,adult,,Resisting aggressive fish encounter.,"['Coral Fragment', 'Jellyfish', 'Polychaete Worm', 'Mussel']",6.0,13.5,13.757110095817271,19.128300626737005,14.352358372703021,41.0,2020-10-15,,,18
19,u. olhanen.,female,pre_puberty,False,Resting in shaded crevice along cliff.,"['Crab (Other Species)', 'Jellyfish']",11.0,11.137871466518494,10.897718608515564,14.764932310747014,11.862977348684398,42.0,2020-10-15,,,19
