,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,U. olhanensis,male,sub_adult,True,Hiding beneath overhanging rock.,"['Crab (Other Species)', 'Sea Urchin', 'Sea Star', 'Coral Fragment']",11.0,8.75,7.317917398950754,5.358622199398393,38.97174860420294,37.02606,-8.01873,0
1,A. Farensis,male,sub_adult,,Staying half-submerged in loose sand.,"['Sea Urchin', 'Snail']",8.0,17.5,20.2721848170102,14.457467547957934,217.23950231413858,,,1
2,U. olhanensis,male,adult,,Picking algae carefully off rock faces.,['Coral Fragment'],12.0,25.5,27.07869973833779,383.32093765366733,20.765853500915636,,,2
3,u. olhanen.,male,adult,,Emerging slowly after perceived threat.,"['Sea Anemone', 'Mussel']",8.0,52.5,54.47069030284477,40.993331744038194,1866.7787808620606,,,3
4,U. olhanensis,female,adult,False,Claw shaking post-contact gesture.,['Sea Sponge'],6.0,38.490977489890405,44.81632169560577,35.677781866786624,37.8310006834624,,,4
5,U. olhanensis,male,juvenile,,Guarding hole in substrate from intruders.,"['Barnacle', 'Sea Urchin', 'Coral Fragment', 'Snail']",7.0,24.0,31.52087244938861,22.263872342240706,774.8768820944238,,,5
6,Ucides alvorensis,male or female,pre_puberty,,Performing dominance display by body lifting.,"['Crab (Other Species)', 'Shrimp']",9.0,23.25,16.870426546073556,72.09078664875888,13.064528675125853,,,6
7,u. olhanen.,female,sub_adult,False,Engaging in struggle with seaweed entanglement.,['Hermit Crab'],9.0,28.156611882642814,25.24143735990557,16.325508350294417,22.21718080889265,,,7
8,u. olhanen.,male,adult,,Traversing algae-slick rock surfaces.,"['Coral Fragment', 'Sea Star', 'Hermit Crab']",9.0,52.5,51.52577444625223,1767.241239490908,38.40669003676937,,,8
9,A. Farensis,female,adult,False,Claw shaking post-contact gesture.,['Jellyfish'],9.0,25.24938208406999,25.162298399755308,18.644711797256445,21.23408053656136,,,9
10,A farensis,female,adult,True,Searching tidal pools for nutrients.,"['Sea Anemone', 'Crab (Other Species)', 'Algae', 'Sea Star']",11.0,53.65237277748763,44.04574746652878,27.36015431750329,31.155823832208043,,,10
11,A farensis,male,pre_puberty,,Engaging in struggle with seaweed entanglement.,"['Jellyfish', 'Snail', 'Polychaete Worm', 'Barnacle', 'Sea Star']",7.0,21.75,21.732399020435135,19.081007605473683,350.2865360077165,,,11
12,u. olhanen.,male,adult,,Brief social contact with fellow crabs.,['Coral Fragment'],8.0,43.5,41.31251697055658,28.935846679804506,1322.4712910385824,,,12
13,u. olhanen.,male,sub_adult,,Feeding on decaying matter among rocks.,"['Sea Anemone', 'Algae']",4.0,50.0,45.127228104431175,36.07748387791785,1308.8257264240347,,,13
14,A farensis,female,pre_puberty,True,Peering out cautiously from cover.,['Sea Star'],13.0,9.152890027300684,11.118442934409838,9.404383106406735,9.246496601171934,,,14
15,u. olhanen.,female,juvenile,True,Harvesting food beneath floating debris.,"['Crab (Other Species)', 'Sea Star', 'Small Fish', 'Barnacle', 'Hermit Crab']",8.0,11.512058436432373,15.4778027023365,11.621704330195518,10.856659031370357,,,15
16,U. olhanensis,female,adult,True,Resting in shaded crevice along cliff.,"['Barnacle', 'Sea Star', 'Sea Sponge']",9.0,22.13297455843644,22.754521256656254,21.871824323892465,19.288706248533504,,,16
17,U. olhanensis,female,sub_adult,False,Sifting through sediment for scraps.,"['Jellyfish', 'Barnacle', 'Coral Fragment', 'Small Fish']",8.0,7.418754402495528,8.152621127612917,6.669751626812443,6.9590066656199285,,,17
18,u. olhanen.,male,pre_puberty,,Retreating quickly into hidden burrow.,"['Snail', 'Coral Fragment', 'Polychaete Worm', 'Small Fish', 'Crab (Other Species)']",9.0,17.25,18.38382777445714,14.767720831392728,185.67334670154565,,,18
19,U. olhanensis,male,juvenile,,Foraging through tangled seagrass roots.,"['Crab (Other Species)', 'Barnacle']",9.0,10.0,13.513883545907369,131.84528744681273,9.548963501301165,,,19
20,A farensis,female,adult,False,Picking algae carefully off rock faces.,"['Sea Urchin', 'Sea Anemone', 'Small Fish', 'Polychaete Worm', 'Mussel']",6.0,34.170526535944425,33.1282024106266,20.95821558810523,28.032459364640477,,,20
21,u. olhanen.,female,adult,False,Brief social contact with fellow crabs.,['Polychaete Worm'],4.0,19.59333040752876,22.895942222073963,20.274111424242953,17.54864017862032,,,21
22,u. olhanen.,female,adult,False,Advancing toward bait in water.,['Barnacle'],9.0,23.500959433296757,22.82360039391182,19.569515513305422,19.371886485708846,,,22
23,A farensis,female,sub_adult,False,Peering out cautiously from cover.,"['Sea Star', 'Barnacle', 'Mussel']",11.0,27.704980785632525,36.82488042029014,28.0990555870956,29.959438487073818,,,23
24,U. olhanensis,male,adult,,Collecting biofilm from sunken wood.,"['Algae', 'Coral Fragment']",6.0,18.0,18.42689830601168,247.80041754694545,13.0070983818794,,,24
25,Ucides alvorensis,male,adult,,Claw shaking post-contact gesture.,['Coral Fragment'],10.0,61.5,64.43988608371295,49.89448620680017,2795.861491550877,,,25
26,A farensis,female,adult,True,Retreating swiftly from perceived danger.,"['Crab (Other Species)', 'Sea Anemone', 'Shrimp']",5.0,27.282220198256642,25.11235930018231,24.12578152301702,20.963315832402262,,,26
27,A. Farensis,female,sub_adult,True,Gradual movement in cold conditions.,['Shrimp'],8.0,16.79007664404509,14.969435874831818,11.939619299090136,12.630980792052293,,,27
28,U. olhanensis,male,juvenile,,Hiding beneath overhanging rock.,"['Coral Fragment', 'Jellyfish', 'Sea Sponge', 'Snail']",8.0,7.5,6.552333990788174,5.110510222898067,25.01769242877232,,,28
29,A farensis,male,sub_adult,,Entering burrow after disturbance.,"['Small Fish', 'Hermit Crab', 'Shrimp', 'Snail', 'Barnacle']",10.0,18.75,18.69194154300758,16.709817301844403,194.7068604312876,,,29
30,u. olhanen.,male,pre_puberty,True,Approaching small fish with curiosity.,"['Barnacle', 'Sea Sponge', 'Sea Anemone']",10.0,34.5,43.73716881732444,32.83262219453962,1021.3041126166129,,,30
31,A. Farensis,N/R,sub_adult,,Approaching small fish with curiosity.,"['Sea Urchin', 'Small Fish', 'Algae', 'Jellyfish']",6.0,41.25,39.571452182788214,340.49738580641184,33.60762612140279,,,31
32,A. Farensis,female,sub_adult,False,Side-stepping along sandy coastal floor.,"['Sea Urchin', 'Mussel']",12.0,11.545406369598,9.261078204565594,9.203900967724366,7.453462018444597,,,32
33,A. Farensis,N/R,adult,,Claw snapping in aggressive encounter.,['Small Fish'],8.0,27.0,26.566903009916654,202.42835838262835,19.325412201821653,,,33
34,A farensis,male,adult,,Swimming briefly to avoid disturbance.,"['Snail', 'Jellyfish', 'Sea Urchin', 'Sea Sponge']",9.0,25.5,26.890643775474956,20.37688389076673,444.44275975997397,,,34
35,A. Farensis,female,adult,True,"Burrowing into soft, sandy sediment.","['Mussel', 'Hermit Crab', 'Sea Star', 'Jellyfish']",8.0,29.883556048368614,31.604356089776378,24.703681735265604,27.863408767459923,,,35
