,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,8,7.978359126368427,7,A farensis,-7.99163,False,2.9713660624941056,sub_adult,male,1,17.710496184085798,37.01025,"['Crab (Other Species)', 'Mussel', 'Sea Anemone', 'Sea Sponge', 'Small Fish']",9,False,Picking biofilm on submerged wood.
1,8,6.428850863619219,6,U. olhanensis,,True,1.7098778608398928,sub_adult,male,2,11.97132052348218,,"['Coral Fragment', 'Mussel', 'Algae']",6,True,Territorial display against intruder.
2,8,6.451480897044412,10,A farensis,,False,15.8549948915534,sub_adult,female,3,15.576797116618605,,['Polychaete Worm'],8,False,Displaying dominance by lifting body.
3,32,8.227565795784656,3,A farensis,,True,8.018441182144427,sub_adult,male,4,15.636751814539021,,['Sea Star'],11,True,Color changes during molting.
4,8,7.715923950607573,3,A. Farensis,,False,3.5207280963918914,sub_adult,male,5,16.2210900697442,,"['Snail', 'Algae', 'Polychaete Worm', 'Hermit Crab']",12,False,Foraging among seagrass roots.
5,33,9.419161967890378,3,U. olhanensis,,False,3.7227058764486802,sub_adult,female,6,15.597621066239036,,"['Snail', 'Algae', 'Sea Sponge']",6,False,Resting under shell fragment.
6,8,6.434003116435287,6,A. Farensis,,False,6.61472750191424,pre_puberty,male,7,17.211511009336956,,"['Snail', 'Barnacle', 'Small Fish', 'Mussel', 'Crab (Other Species)']",6,False,Climbing barnacle-covered surfaces.
7,13,3.6117839697010345,4,A farensis,,False,2.1887558635246207,sub_adult,female,8,14.953256619877063,,"['Crab (Other Species)', 'Barnacle', 'Shrimp', 'Sea Star']",7,False,Hiding under seagrass blades.
8,29,6.947730198090894,7,A. Farensis,,True,3.150864212316536,juvenile,male,9,18.73933726407391,,"['Hermit Crab', 'Shrimp', 'Mussel']",8,True,Resting under shell fragment.
9,7,4.42613902012463,6,A farensis,,False,28.07009203599257,sub_adult,male,10,17.18877863172092,,"['Coral Fragment', 'Algae', 'Snail', 'Jellyfish']",9,False,Slow movement near seagrass patches.
10,9,5.9798485330561615,5,A farensis,,False,5.7268566948015165,pre_puberty,male,11,13.355337898942143,,['Jellyfish'],8,False,Vibrating antennae in water currents.
11,28,7.23210980758738,2,A. Farensis,,False,20.04924242465968,sub_adult,female,12,16.235492156669174,,"['Sea Sponge', 'Barnacle', 'Crab (Other Species)', 'Shrimp', 'Coral Fragment']",9,False,Defensive posture when approached.
12,18,7.0852880493026715,3,A farensis,,False,0.7414531916713084,pre_puberty, ,13,16.582936879900583,,"['Sea Urchin', 'Shrimp']",12,False,Shaking claws after contact.
13,21,7.940555775863855,2,U. olhanensis,,False,0.26143946827200154,pre_puberty,female,14,16.795485146293125,,"['Sea Urchin', 'Sea Star', 'Sea Sponge', 'Shrimp']",9,False,Dragging shell fragment backward.
14,7,6.790395081027393,8,U. olhanensis,,True,2.854973188636757,pre_puberty,male,15,13.792240093053405,,"['Sea Sponge', 'Hermit Crab', 'Algae', 'Barnacle']",9,True,Mating behavior with antenna touching.
15,8,7.353247708904605,4,u. olhanen.,,False,3.8810629162534434,pre_puberty,female,16,13.199374266286556,,['Sea Anemone'],6,False,Stillness in cold water.
16,19,9.037202648284133,2,u. olhanen.,,False,6.526835385839379,juvenile, ,17,13.050548707132133,,['Barnacle'],10,False,Territorial display against intruder.
