,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,80,15.417186519306153,20,A farensis,-7.99163,True,1.090217270139154,s,male,1,184.11671397249594,37.01025,"['Crab (Other Species)', 'Shrimp', 'Polychaete Worm', 'Mussel']",4,True,Climbing submerged rocks.
1,150,-0.8349365095361927,40,A farensis,,False,9.512707982747015,s,male,2,182.04419621949432,,"['Coral Fragment', 'Snail', 'Sea Urchin']",10,False,Feeding on algae scraped from rocks.
2,90,15.596210266161869,70,A farensis,,False,7.2183646961842065,p,male,3,247.5633494589582,,"['Jellyfish', 'Snail', 'Sea Sponge', 'Coral Fragment', 'Small Fish']",7,False,Foraging among seagrass roots.
3,120,14.03943458965654,30,A farensis,,False,197.1664773856972,j,N/R,4,179.1322956312801,,"['Sea Star', 'Small Fish', 'Snail']",8,False,Retreating quickly from shadow.
4,120,17.986421715790613,70,u. olhanen.,,False,132.00214172311607,s,female,5,176.40652820796393,,"['Barnacle', 'Hermit Crab', 'Coral Fragment', 'Sea Star']",11,False,Claw snapping at diver.
5,250,-14.793603785115437,50,A farensis,,False,53.49942074868514,s,male,6,154.2232685422099,,"['Small Fish', 'Sea Sponge', 'Sea Star']",5,False,Half buried in sand.
6,130,35.64229356690797,100,u. olhanen.,,False,26.600507813645894,s,female,7,184.12477214452568,,['Sea Anemone'],10,False,Searching for mates at twilight.
7,160,68.2140795002472,60,U. olhanensis,,False,6.750808930813005,p,male,8,210.6992154160412,,['Sea Star'],10,False,Feeding on detritus in shallow water.
8,250,5.94089525540316,30,u. olhanen.,,True,218.71548952473148,p,?,9,213.06726123468636,,['Sea Star'],8,True,Interaction with hermit crabs.
9,150,50.27233968134805,30,A. Farensis,,False,47.93073387813952,p,male,10,168.64081596356752,,['Barnacle'],8,False,Picking detritus from seabed.
10,370,32.862738547609595,70,U. olhanensis,,False,423.35794987260846,s,male,11,248.43354271512004,,"['Barnacle', 'Sea Star', 'Algae']",7,False,Struggling with entangled seaweed.
11,400,26.340025610740618,70,u. olhanen.,,False,13.867846249247444,p,female,12,203.0465253784708,,['Small Fish'],6,False,Shaking claws after contact.
12,90,51.1429503805597,20,A. Farensis,,False,132.8689928169626,j, ,13,206.73619668451084,,['Sea Urchin'],9,False,Retreating quickly from shadow.
13,240,35.742026058134606,40,A. Farensis,,False,15.384163965691684,s, ,14,186.57560472464604,,"['Sea Anemone', 'Small Fish']",7,False,Retreating quickly from shadow.
14,210,1.5475259991697543,30,u. olhanen.,,False,13.246949587198682,j,male,15,186.36023180727165,,['Hermit Crab'],8,False,Burrowing into sandy sediment.
15,190,16.396733761579632,20,u. olhanen.,,False,111.88911664712882,a,male,16,171.97136872480365,,"['Mussel', 'Shrimp', 'Small Fish', 'Coral Fragment']",6,False,Hiding under seagrass blades.
16,210,43.70281376071782,100,A. Farensis,,True,57.70753003205651,p,male or female,17,129.94623109345648,,"['Algae', 'Snail']",11,True,Hiding beneath rocks.
17,90,42.79524245600786,20,A. Farensis,,False,4.373980973707113,a,?,18,216.618288621734,,"['Snail', 'Sea Sponge', 'Shrimp', 'Crab (Other Species)', 'Jellyfish']",9,False,Pausing frequently during exploration.
18,250,48.04633076308511,20,U. olhanensis,,True,101.94444517695052,a,female,19,225.40849935699015,,"['Small Fish', 'Hermit Crab', 'Sea Sponge']",7,True,Inspecting discarded crab shell.
19,230,23.755896803050987,80,A farensis,,False,471.6627086696708,s,N/R,20,226.73841300113807,,"['Sea Star', 'Coral Fragment']",8,False,Claw waving directed at nearby crab.
