,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,A farensis,male,a,True,Rhythmic waving as social cue.,"['Algae', 'Shrimp']",4.0,2.590909090909091,2.400540744575963,1.7839235851329756,16.87819055618463,37.1,-8.62,0
1,Ucides alvorensis,female,s,False,Brief social contact with fellow crabs.,"['Mussel', 'Coral Fragment']",9.0,1.720043794956227,1.6271335825602617,1.0586017793971048,1.433706573410219,,,1
2,u. olhanen.,female,a,False,Taking cover beneath seagrass leaves.,"['Sea Urchin', 'Small Fish', 'Crab (Other Species)']",7.0,3.105517415457585,3.245547257628733,2.534933838687784,2.643316030857674,,,2
3,u. olhanen.,male,s,,Approaching small fish with curiosity.,"['Sea Sponge', 'Snail', 'Polychaete Worm']",8.0,5.454545454545454,5.192063402676068,63.739416796367706,4.499597713160945,,,3
4,A. Farensis,female,j,False,Defensive claw movement in water.,"['Coral Fragment', 'Barnacle', 'Polychaete Worm', 'Sea Urchin', 'Sea Anemone']",6.0,1.8214815691194781,2.23413604727506,1.5979490953268973,1.927492301938351,,,4
5,A farensis,male,s,,Resting in shaded crevice along cliff.,"['Sea Anemone', 'Crab (Other Species)', 'Jellyfish']",7.0,2.5,2.880048923307976,24.38769864272098,2.5700103667486234,,,5
6,U. olhanensis,female,a,False,Slowly navigating around seagrass beds.,['Shrimp'],4.0,2.658993334759708,2.4873065820365947,1.6554761161542446,2.0234921293787833,,,6
7,A. Farensis,male,a,,Camouflaging with nearby mud.,"['Crab (Other Species)', 'Sea Anemone', 'Sea Star']",4.0,6.409090909090909,6.990839169356689,95.91662394021583,5.426113788683022,,,7
8,u. olhanen.,male,p,,Nibbling detritus off seabed patches.,['Polychaete Worm'],8.0,1.7727272727272727,2.1699389678352485,12.635319398773953,1.7082782464618156,,,8
9,A farensis,male,a,,Staying half-submerged in loose sand.,"['Shrimp', 'Sea Sponge', 'Sea Star', 'Coral Fragment', 'Snail']",4.0,4.7727272727272725,5.0771189448791,3.764839233772021,67.42904051468886,,,9
10,A farensis,male,p,True,Slowly navigating around seagrass beds.,"['Sea Urchin', 'Sea Anemone', 'Polychaete Worm']",8.0,2.1818181818181817,2.159891885240343,1.694885894444834,13.709578646304573,,,10
11,Ucides alvorensis,nan,p,,Color change during molting stress.,"['Small Fish', 'Sea Urchin']",10.0,3.1198264743236566,3.4519477229734936,2.7132204283157493,3.4884343993918665,,,11
12,A farensis,male,a,,"Burrowing into soft, sandy sediment.","['Algae', 'Sea Urchin']",5.0,2.3181818181818183,2.1908175131692764,1.844132239036477,12.800128794403077,,,12
13,A farensis,female,a,False,Creeping under the cover of seagrass.,"['Barnacle', 'Hermit Crab']",6.0,0.5832144617781796,0.6232120266672904,0.4578316379855009,0.5403266453993486,,,13
14,A farensis,male,a,,"Burrowing into soft, sandy sediment.","['Coral Fragment', 'Small Fish', 'Shrimp', 'Hermit Crab']",8.0,7.090909090909091,6.866225955907388,5.149760732607978,89.23142006699925,,,14
15,U. olhanensis,male,j,,Creeping under the cover of seagrass.,['Crab (Other Species)'],5.0,3.727272727272727,4.305260569248414,45.62877786941161,3.196583452727918,,,15
16,u. olhanen.,male,j,,Guarding eggs beneath body flap.,"['Sea Urchin', 'Mussel', 'Hermit Crab', 'Sea Anemone']",7.0,1.2272727272727273,1.3273492585208295,6.689747527345023,1.054972823812148,,,16
17,Ucides alvorensis,female,p,False,Slowly navigating around seagrass beds.,"['Sea Anemone', 'Barnacle', 'Crab (Other Species)']",6.0,2.6051329259064717,2.8846665240236486,1.9204445161515056,2.462314067486779,,,17
18,A. Farensis,female,s,False,Color change during molting stress.,"['Crab (Other Species)', 'Sea Anemone', 'Barnacle']",7.0,1.7080315499165495,1.6450579742145288,1.2082020318665672,1.4110995515711429,,,18
19,u. olhanen.,male,p,,Progressing cautiously through new area.,['Sea Anemone'],3.0,2.9318181818181817,3.071045677637267,2.523157208813242,23.51755066772615,,,19
20,A. Farensis,male,j,True,Resisting aggressive fish encounter.,['Snail'],7.0,0.9090909090909091,0.6152246921030889,1.6201611253310055,0.5222544149110019,,,20
21,u. olhanen.,male,s,,Taking cover beneath seagrass leaves.,"['Coral Fragment', 'Sea Star', 'Barnacle', 'Sea Sponge', 'Sea Anemone']",9.0,4.7727272727272725,4.180428516477665,43.399937547581914,3.551753935287496,,,21
22,A farensis,female,j,True,Approaching small fish with curiosity.,"['Hermit Crab', 'Coral Fragment', 'Mussel', 'Shrimp']",6.0,1.4044272239999787,1.499177145408872,1.127055420653228,1.2928124874105007,,,22
23,Ucides alvorensis,female,a,False,Displaying territorial behavior against intruder.,['Coral Fragment'],4.0,3.920008982151255,3.403713868229961,2.491682821231954,2.9861057793750194,,,23
24,Ucides alvorensis,female,a,True,Harvesting food beneath floating debris.,"['Sea Star', 'Mussel']",8.0,1.7271609735755822,1.8832810011350318,1.1620501560802425,1.603604169116151,,,24
25,u. olhanen.,female,j,False,Clambering up submerged tree trunks.,"['Sea Urchin', 'Coral Fragment']",7.0,0.5175713797297198,0.6522355203144848,0.48867707143344624,0.5228796326727796,,,25
26,u. olhanen.,female,s,True,Traversing algae-slick rock surfaces.,"['Mussel', 'Crab (Other Species)', 'Algae']",7.0,2.487515829723479,2.770523574883364,1.986033024560939,2.460259771372129,,,26
27,A. Farensis,female,j,False,Displaying territorial behavior against intruder.,"['Coral Fragment', 'Snail', 'Small Fish']",7.0,2.119229519156083,2.005440254745643,1.486586476265763,1.7078770806298555,,,27
28,U. olhanensis,male,j,,Engaging in antennae-to-antennae contact.,['Snail'],7.0,1.0454545454545454,1.3220723260464196,1.1235928876746177,5.455258649062252,,,28
