,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,U. olhanensis,female,j,False,Peering out cautiously from cover.,"['Small Fish', 'Crab (Other Species)']",4.0,0.49829197943881726,0.41311067515852445,0.24933947515050672,0.3613182497942384,37.1,-8.62,0
1,A. Farensis,male,s,,Staying half-submerged in loose sand.,"['Shrimp', 'Crab (Other Species)', 'Hermit Crab']",5.0,0.5681818181818182,0.5037781358661694,1.0637832874201982,-999.0,,,1
2,A farensis,male,a,,Reacting to sudden changes in temperature.,"['Sea Sponge', 'Sea Star', 'Sea Anemone']",7.0,3.272727272727273,3.1555532578417553,22.84311946158712,2.8091176766888957,,,2
3,Ucides alvorensis,male,s,,Feeding on decaying matter among rocks.,"['Hermit Crab', 'Barnacle', 'Crab (Other Species)', 'Jellyfish']",4.0,1.9318181818181819,1.753476492658515,9.062279719046673,1.5367525353134261,,,3
4,U. olhanensis,female,s,False,Scaling steep rock faces near shore.,"['Polychaete Worm', 'Mussel']",3.0,0.5468180891347014,0.5345308238909443,0.38367293263998214,0.44436410053642433,,,4
5,A. Farensis,female,a,False,Claw shaking post-contact gesture.,"['Small Fish', 'Sea Urchin', 'Jellyfish']",6.0,1.8287534488332076,1.8871667318408678,1.3730005743445015,1.6497681180518122,,,5
6,u. olhanen.,male,s,,Defensive claw movement in water.,"['Sea Anemone', 'Mussel', 'Sea Star', 'Snail']",6.0,2.0454545454545454,2.1381269884995224,1.6916343337558573,13.089137035811273,,,6
7,u. olhanen.,male,s,,Adopting threatening stance when approached.,['Shrimp'],3.0,0.7954545454545454,0.7012203503361226,0.6258222823055083,1.9647385319238522,,,7
8,U. olhanensis,N/R,a,,Consuming algae scraped from barnacles.,['Snail'],5.0,2.1818181818181817,2.1729177312044907,4.431832974953124,1.5923218250850624,,,8
9,Ucides alvorensis,female,s,False,Sheltering under broken shell piece.,['Hermit Crab'],7.0,0.9068866174759425,0.8978690659694386,0.6844538968137613,0.7883479842657274,,,9
10,A farensis,male,p,True,Group migration across shallow seabed.,"['Sea Urchin', 'Sea Anemone']",3.0,2.1136363636363638,2.6268559738523014,2.2733356428186555,18.93600261817082,,,10
