,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,A farensis,female,a,True,Slowly navigating around seagrass beds.,"['Coral Fragment', 'Small Fish', 'Algae', 'Sea Anemone', 'Barnacle']",7.0,2.8036310232898924,2.7245651047951402,1.8523847077196047,2.291656726985146,37.1,-8.62,0
1,u. olhanen.,male,a,,"Stationary, blending into rocky backdrop.","['Small Fish', 'Algae', 'Shrimp', 'Polychaete Worm']",10.0,1.3636363636363635,1.491883924267533,7.233160790207063,1.3337655881036707,,,1
2,A farensis,female,s,False,Guarding eggs beneath body flap.,['Algae'],4.0,2.960754202838629,3.5154390978556576,2.4519961408048374,3.0547301638473754,,,2
3,u. olhanen.,female,j,False,Adopting threatening stance when approached.,"['Coral Fragment', 'Sea Urchin', 'Snail', 'Shrimp']",7.0,0.3499680151855117,0.29082221674192416,0.19588594836511516,0.2442186410433635,,,3
4,A farensis, ,a,,Group migration across shallow seabed.,"['Snail', 'Sea Star']",8.0,3.6622553912247913,4.1067553216990795,2.9135965163837683,3.831826989922069,,,4
5,u. olhanen.,male,a,,Reacting to sudden changes in temperature.,"['Small Fish', 'Shrimp', 'Sea Anemone']",4.0,0.9545454545454546,0.8726514071050487,0.6723638744378705,3.1695963130785714,,,5
6,U. olhanensis,female,p,False,"Burrowing into soft, sandy sediment.","['Hermit Crab', 'Shrimp', 'Sea Anemone', 'Algae']",7.0,0.317467986874507,0.26515389485505225,0.19563452637164966,0.229385748211621,,,6
7,A. Farensis,female,s,False,Displaying territorial behavior against intruder.,['Barnacle'],9.0,1.767394426877206,1.7309728864523457,1.1095009607162554,1.391243265700146,,,7
8,u. olhanen.,male,s,,Vibrating antennae in flowing current.,"['Polychaete Worm', 'Jellyfish', 'Algae']",7.0,1.3636363636363635,1.3708198783509138,6.8431313919091314,1.142493212118619,,,8
9,U. olhanensis,-,p,,Retreating quickly into hidden burrow.,"['Mussel', 'Small Fish', 'Coral Fragment', 'Shrimp']",3.0,2.4545454545454546,2.4826547277836917,7.484494779582837,1.8603867800799159,,,9
10,u. olhanen.,female,a,False,Resisting aggressive fish encounter.,"['Polychaete Worm', 'Sea Anemone', 'Shrimp', 'Hermit Crab', 'Sea Sponge']",8.0,1.044700995119648,1.218284164029032,0.9459009347689821,1.0691928693965205,,,10
11,u. olhanen.,male,s,,Camouflaging with nearby mud.,"['Hermit Crab', 'Sea Sponge', 'Sea Star', 'Barnacle']",4.0,1.1363636363636365,1.342725770380668,6.04766303877546,0.9907228366117452,,,11
12,U. olhanensis,male,a,,Resisting aggressive fish encounter.,"['Sea Anemone', 'Algae', 'Sea Sponge', 'Shrimp', 'Coral Fragment']",6.0,2.0454545454545454,2.0461922294325485,13.479522175037323,1.7991379445048998,,,12
13,U. olhanensis,nan,a,,Entering burrow after disturbance.,"['Shrimp', 'Hermit Crab']",8.0,3.8181818181818183,3.989971531060181,14.772211254202688,2.926768961422678,,,13
14,U. olhanensis,male,a,,Slowly navigating around seagrass beds.,"['Coral Fragment', 'Small Fish']",9.0,4.090909090909091,3.7321842417334894,33.854011965216124,2.656635441620257,,,14
15,Ucides alvorensis,male,j,,Protecting territory in confined space.,['Jellyfish'],5.0,1.0909090909090908,1.3582045872165127,1.2209700372155952,5.437232542936066,,,15
16,A farensis,female,j,False,Feeding on small crustaceans in crevices.,['Polychaete Worm'],7.0,1.0259585447565522,0.8059580365384303,0.5230769461150386,0.6762207222263428,,,16
17,Ucides alvorensis,female,j,False,Waving claw in signal to another crab.,"['Algae', 'Coral Fragment', 'Barnacle', 'Snail', 'Crab (Other Species)']",7.0,0.8453684902072021,1.0856534542929026,0.7598675265508877,0.9754887197578014,,,17
18,A farensis,female,a,False,Claw snapping in diver confrontation.,"['Snail', 'Polychaete Worm', 'Coral Fragment', 'Sea Anemone', 'Sea Urchin']",4.0,3.1088501851127273,2.959183725874638,2.075832361491606,2.5670709721692253,,,18
19,u. olhanen.,male,p,,Collecting biofilm from sunken wood.,['Sea Star'],6.0,0.4772727272727273,0.4236308604844685,0.3703538712992163,0.7655814977192787,,,19
20,u. olhanen.,female,s,False,Sifting through sediment for scraps.,"['Sea Sponge', 'Sea Urchin']",7.0,2.8260120683812073,2.6690766052116652,1.8188049387049525,2.2705779753872375,,,20
21,U. olhanensis,female,s,False,Searching tidal pools for nutrients.,"['Algae', 'Jellyfish', 'Sea Sponge', 'Polychaete Worm']",5.0,1.998173949897319,2.1596724893866126,1.506863900034144,1.8087564422999565,,,21
22,u. olhanen.,female,a,False,Escaping from pursuing predator silhouette.,"['Sea Star', 'Crab (Other Species)', 'Small Fish']",5.0,1.1528826214568773,1.2669120939195029,0.8693191770454046,1.0474989884797772,,,22
23,A. Farensis,male,s,,Adopting threatening stance when approached.,['Barnacle'],6.0,6.136363636363637,7.123136645967537,111.26423454859096,5.272900901191898,,,23
24,u. olhanen.,male,p,,Performing dominance display by body lifting.,"['Sea Anemone', 'Sea Sponge', 'Coral Fragment', 'Mussel']",4.0,1.3636363636363635,1.1407338974732768,4.915483384901427,0.9235730601131521,,,24
25,u. olhanen.,male,p,,Feeding on decaying matter among rocks.,"['Sea Urchin', 'Barnacle']",7.0,2.4545454545454546,1.9464012400536743,1.4749752684713329,10.143883370358648,,,25
26,A farensis,female,s,False,Retreating quickly into hidden burrow.,"['Jellyfish', 'Mussel', 'Snail']",4.0,2.2142769374178126,2.2558778907485575,1.7568681524560004,1.8919048009721045,,,26
27,A. Farensis,male,p,,Sifting through sediment for scraps.,"['Sea Anemone', 'Barnacle']",8.0,3.0,3.6024411226820643,2.854890008988146,29.234285648036863,,,27
28,A. Farensis,male,s,,Guarding eggs beneath body flap.,"['Sea Sponge', 'Coral Fragment']",10.0,2.159090909090909,2.331340472885607,1.687012218286595,17.525922924392255,,,28
29,A farensis,female,s,True,Displaying territorial behavior against intruder.,"['Sea Urchin', 'Barnacle', 'Crab (Other Species)', 'Algae']",9.0,2.8616041625623634,3.0516160644839343,2.225435311714698,2.4592890283469053,,,29
30,u. olhanen.,male,a,True,Camouflaging with nearby mud.,"['Snail', 'Crab (Other Species)', 'Barnacle', 'Coral Fragment']",7.0,3.6818181818181817,3.5890946059988678,2.720951964432162,35.748715954778916,,,30
31,u. olhanen.,female,j,False,Sheltering under broken shell piece.,"['Mussel', 'Sea Anemone']",10.0,0.1754088743236862,0.14446688795307855,0.09521015296432128,0.12774648015739007,,,31
32,Ucides alvorensis,N/R,a,,Darting away in response to sudden shadow.,"['Sea Sponge', 'Small Fish', 'Sea Anemone']",4.0,6.0,5.639653338667423,24.856360027693892,4.129552032627356,,,32
33,U. olhanensis,female,a,True,Performing dominance display by body lifting.,"['Snail', 'Barnacle', 'Small Fish']",6.0,1.375004441267477,1.6384600719516365,1.1395793723559289,1.4688191832525919,,,33
34,A farensis,male,a,,Claw snapping in aggressive encounter.,"['Sea Urchin', 'Hermit Crab']",3.0,5.454545454545454,5.532325636955814,71.83360040137144,4.769094532697297,,,34
35,u. olhanen.,female,s,True,Reacting to sudden changes in temperature.,"['Sea Anemone', 'Jellyfish']",7.0,1.529453273981822,1.484496318269635,0.9703245036424074,1.3134551303262312,,,35
36,u. olhanen.,female,s,False,Scaling steep rock faces near shore.,['Mussel'],4.0,3.026729827441024,3.3723384437429513,2.646966030999386,2.8912158675136697,,,36
37,A farensis,nan,a,,Approaching small fish with curiosity.,"['Jellyfish', 'Barnacle', 'Shrimp']",6.0,1.7163184041231694,1.5602661982604857,1.3821256592855464,1.6238396444286243,,,37
38,U. olhanensis,male,j,,Traversing algae-slick rock surfaces.,"['Jellyfish', 'Sea Sponge', 'Polychaete Worm', 'Coral Fragment']",7.0,1.6818181818181819,1.7795382769523194,1.2822766187640873,8.596622384381241,,,38
39,u. olhanen.,female,s,False,Inspecting remains of another crab.,"['Crab (Other Species)', 'Barnacle']",5.0,0.38840627656168125,0.43940542741997163,0.30018524839873356,0.35286790286029074,,,39
40,Ucides alvorensis, ,p,True,Progressing cautiously through new area.,"['Coral Fragment', 'Algae', 'Small Fish', 'Barnacle']",6.0,1.7193586801415117,1.5308413076677019,1.3625114327943542,1.6589989684142836,,,40
41,A farensis,male,p,,Retreating swiftly from perceived danger.,['Polychaete Worm'],6.0,0.6818181818181818,0.5127291694718561,0.45621023989347154,1.368143793716892,,,41
42,A farensis,male,a,,Feeding on decaying matter among rocks.,"['Mussel', 'Hermit Crab', 'Sea Anemone']",7.0,2.1818181818181817,2.0304363889911268,1.426552076916733,12.381186162884017,,,42
43,A farensis,female,a,False,Traversing algae-slick rock surfaces.,"['Sea Sponge', 'Sea Anemone', 'Sea Star']",5.0,1.922059979913,2.2144070719678117,1.519399817510669,1.8325713103853223,,,43
44,U. olhanensis,male,a,,Inspecting remains of another crab.,['Hermit Crab'],6.0,0.6818181818181818,0.651165598863293,1.6772781686082026,0.5375391395861923,,,44
45,u. olhanen.,female,p,False,Reacting to sudden changes in temperature.,"['Barnacle', 'Sea Sponge']",7.0,0.9322069930926227,0.8895056231482719,0.5696645626052971,0.7132513221442295,,,45
46,A. Farensis,male,j,,Entering burrow after disturbance.,"['Algae', 'Small Fish', 'Snail', 'Sea Sponge']",9.0,0.5909090909090909,0.6642562360485875,0.5133610092694211,1.6803442560929076,,,46
47,U. olhanensis,male or female,a,,Staying half-submerged in loose sand.,"['Hermit Crab', 'Polychaete Worm', 'Sea Urchin', 'Sea Sponge']",4.0,3.4511682649020314,3.7978008495682842,3.0597710675746956,3.477950619749372,,,47
48,Ucides alvorensis, ,p,,Traversing algae-slick rock surfaces.,"['Polychaete Worm', 'Sea Sponge', 'Coral Fragment', 'Snail']",6.0,1.1496205381868043,1.1812935664076873,0.9438855286823794,1.1540396189687474,,,48
49,A farensis,male,j,,Taking cover beneath seagrass leaves.,['Sea Urchin'],5.0,1.0909090909090908,0.7709951734541498,2.685953307346394,0.6734928354369661,,,49
50,A. Farensis,male,s,True,Creeping under the cover of seagrass.,"['Sea Urchin', 'Sea Sponge', 'Sea Anemone']",11.0,0.7954545454545454,0.809553119505554,2.9869514532920873,0.6493422087468559,,,50
51,U. olhanensis,male,s,,Swimming briefly to avoid disturbance.,['Coral Fragment'],9.0,2.6136363636363638,2.6827310439850427,1.8974281717260113,20.186070864068686,,,51
52,u. olhanen.,female,j,False,Lying still to avoid detection.,"['Shrimp', 'Sea Urchin', 'Crab (Other Species)']",11.0,1.326577277346837,1.6590199000369785,1.2888846239677332,1.336577777945996,,,52
53,A farensis,male,a,,Swimming briefly to avoid disturbance.,"['Mussel', 'Sea Anemone', 'Crab (Other Species)', 'Sea Sponge', 'Jellyfish']",9.0,2.590909090909091,2.4107893124906035,18.705300112329386,1.7533886371647045,,,53
54,u. olhanen.,male,a,,Retreating swiftly from perceived danger.,"['Sea Urchin', 'Algae']",5.0,4.636363636363637,4.518003907472749,3.240973105917601,46.185900827049494,,,54
55,Ucides alvorensis,nan,s,,Adopting threatening stance when approached.,['Crab (Other Species)'],7.0,3.176340859604754,3.4858690071748115,2.540217164845971,3.7667299915729036,,,55
56,U. olhanensis,female,a,False,Retreating swiftly from perceived danger.,"['Barnacle', 'Coral Fragment', 'Sea Urchin', 'Small Fish']",6.0,3.4747516295547842,3.1058172097383565,2.4228497220107132,2.6283409005245035,,,56
57,U. olhanensis,male,a,,Engaging in antennae-to-antennae contact.,"['Sea Anemone', 'Algae']",5.0,6.136363636363637,6.325240396949838,5.266674990302779,77.76405548971701,,,57
58,U. olhanensis,male,a,,Consuming algae scraped from barnacles.,"['Sea Star', 'Shrimp', 'Jellyfish', 'Hermit Crab', 'Barnacle']",3.0,2.590909090909091,2.8262842897231493,2.1930045050059532,19.349555502355184,,,58
59,A. Farensis,female,a,False,Grazing on mollusks among debris.,"['Barnacle', 'Sea Sponge']",8.0,2.206468851461637,2.0946796092258535,1.3334157850939277,1.7848641437379966,,,59
60,A. Farensis,-,a,True,Taking cover beneath seagrass leaves.,"['Polychaete Worm', 'Sea Urchin', 'Sea Sponge', 'Snail']",5.0,1.5197557461172253,1.5807123194608501,1.3570783346176354,1.5197315733974384,,,60
61,u. olhanen.,male,j,,Traversing algae-slick rock surfaces.,"['Mussel', 'Crab (Other Species)', 'Sea Sponge']",7.0,0.7272727272727273,0.8710453720496133,2.839869543710822,0.6782893880381604,,,61
62,u. olhanen.,male,a,,Vibrating antennae in flowing current.,"['Polychaete Worm', 'Shrimp']",4.0,0.9545454545454546,1.0389213236814439,0.82716318527434,3.719441316775263,,,62
63,Ucides alvorensis,male,a,,Emerging slowly after perceived threat.,['Jellyfish'],10.0,1.6363636363636365,1.7206975281832848,1.3402350208339209,8.324857133636861,,,63
64,u. olhanen.,female,s,False,Retreating quickly into hidden burrow.,"['Coral Fragment', 'Shrimp', 'Hermit Crab', 'Sea Sponge', 'Polychaete Worm']",7.0,1.8751751040757854,1.957057107724944,1.348792503620533,1.7532304502791802,,,64
65,u. olhanen.,female,s,True,Rhythmic waving as social cue.,"['Algae', 'Sea Star', 'Sea Urchin']",4.0,3.806304894608191,4.102323585559497,2.703881130673871,3.3974352972322994,,,65
66,u. olhanen.,-,s,,Swimming briefly to avoid disturbance.,"['Small Fish', 'Hermit Crab', 'Sea Star']",6.0,1.8652905431885634,1.74751510509357,1.3583796635589291,1.8087157406727272,,,66
67,U. olhanensis,female,a,False,Lying still to avoid detection.,"['Jellyfish', 'Sea Anemone']",10.0,2.174540052963788,2.415285986983585,1.8949786750624045,1.988397268930896,,,67
68,u. olhanen.,male,a,,"Burrowing into soft, sandy sediment.","['Polychaete Worm', 'Snail', 'Sea Star', 'Algae']",6.0,4.090909090909091,4.461433073790716,3.9686955023658324,51.78398673978972,,,68
69,A. Farensis,male,a,,Claw snapping in diver confrontation.,"['Sea Star', 'Crab (Other Species)', 'Polychaete Worm', 'Coral Fragment', 'Sea Urchin']",7.0,2.0454545454545454,2.031392962499792,12.307047413410528,1.6746405043478687,,,69
70,U. olhanensis,female,s,True,Guarding eggs beneath body flap.,"['Shrimp', 'Sea Sponge', 'Polychaete Worm', 'Sea Star']",5.0,2.5013457992909345,2.5115480746846437,1.9473990956567484,2.10448322640554,,,70
71,U. olhanensis,male,s,,"Burrowing into soft, sandy sediment.","['Shrimp', 'Jellyfish', 'Crab (Other Species)', 'Algae', 'Snail']",5.0,0.6818181818181818,0.7067249379014661,0.5240557980818129,2.134316959237317,,,71
72,A farensis,male,p,,Retreating quickly into hidden burrow.,"['Sea Urchin', 'Jellyfish', 'Small Fish']",7.0,1.5,1.1005862687430257,0.8174716973807681,4.690552701111468,,,72
73,u. olhanen.,male,a,,Engaging in struggle with seaweed entanglement.,"['Sea Star', 'Snail', 'Coral Fragment']",7.0,4.363636363636363,4.200211413087217,3.465070138992056,48.974704694742925,,,73
74,U. olhanensis,male,s,,Performing dominance display by body lifting.,"['Sea Urchin', 'Sea Sponge', 'Shrimp', 'Sea Star', 'Barnacle']",7.0,3.75,4.05934045319956,41.25307840074471,3.62136084047049,,,74
75,A. Farensis,male,a,,Retreating quickly into hidden burrow.,"['Shrimp', 'Polychaete Worm', 'Sea Anemone']",6.0,3.272727272727273,3.02081384912738,2.236689007282108,22.0503388128925,,,75
