,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,1,17,148
0,8.0,3.1783589841853357,3.0,U. olhanensis,-8.01873,False,1.742547321604843,adult,male,1.0,6.7011976493427925,37.02606,"['Small Fish', 'Sea Anemone', 'Shrimp']",12.0,Claw snapping at diver.,,,
1,17.0,4.138458217415929,3.0,A. Farensis,,True,1.5015698968193179,adult,male,2.0,7.685078180860647,,"['Sea Anemone', 'Sea Sponge']",8.0,Interacting with small fish nearby.,,,
2,8.0,3.722316504442075,5.0,A farensis,,False,7.578820057254296,pre_puberty, ,3.0,7.260436021644595,,"['Jellyfish', 'Coral Fragment', 'Snail']",7.0,Searching for mates at twilight.,,,
3,12.0,3.2599197339217483,3.0,A. Farensis,,False,12.211095198191574,pre_puberty,female,4.0,7.473785672014804,,"['Shrimp', 'Crab (Other Species)', 'Small Fish', 'Coral Fragment']",3.0,Half buried in sand.,,,
4,19.0,2.901339313425698,2.0,A. Farensis,,False,4.9656243313675015,pre_puberty,male,5.0,8.178372652195616,,"['Sea Anemone', 'Crab (Other Species)', 'Polychaete Worm', 'Snail']",8.0,Sideways walking along bay edge.,,,
5,13.0,2.957157891180804,3.0,A. Farensis,,False,2.899696088512795,adult,male or female,6.0,3.9882984472120624,,['Crab (Other Species)'],7.0,Searching for mates at twilight.,,,
6,20.0,4.4735749368464335,6.0,A farensis,,False,1.11727668028863,juvenile,male,7.0,9.465918160248021,,"['Jellyfish', 'Sea Anemone', 'Algae']",9.0,Moving toward warmer water pockets.,,,
7,15.0,3.4312957616242077,7.0,u. olhanen.,,False,1.280001500299624,pre_puberty,male,8.0,7.027552637596844,,['Barnacle'],7.0,Displaying dominance by lifting body.,,,
8,21.0,4.4193979828756005,2.0,A farensis,,False,5.894110983955772,sub_adult,male,9.0,7.3691250323426045,,"['Small Fish', 'Sea Urchin', 'Coral Fragment', 'Snail', 'Sea Anemone']",9.0,Foraging among seagrass roots.,,,
9,6.0,2.955337565469008,2.0,A farensis,,False,8.164076517483869,pre_puberty,male,10.0,7.782737578289217,,"['Sea Anemone', 'Jellyfish']",7.0,Scavenging near tidal pools.,,,
10,38.0,4.279308187000475,2.0,U. olhanensis,,False,1.6859725941715222,adult,male,11.0,12.126612656299057,,"['Shrimp', 'Snail']",11.0,Shaking claws after contact.,,,
11,7.0,2.276451260466829,10.0,A. Farensis,,False,2.2561827741454707,sub_adult,male,12.0,5.780787442830686,,"['Snail', 'Barnacle', 'Crab (Other Species)', 'Small Fish']",10.0,Crab moving quickly across rocks.,,,
12,14.0,2.475129532590447,2.0,A farensis,,False,1.0257423988071603,pre_puberty,female,13.0,8.593357923499974,,"['Barnacle', 'Coral Fragment', 'Hermit Crab', 'Sea Sponge', 'Algae']",7.0,Vibrating antennae in water currents.,,,
13,19.0,2.4380836136633364,3.0,U. olhanensis,,False,4.026411009341558,sub_adult,female,14.0,10.98395628787231,,"['Sea Sponge', 'Sea Star', 'Sea Urchin']",10.0,Moving toward warmer water pockets.,,,
14,42.0,2.818621038902593,5.0,U. olhanensis,,False,2.815394895799945,pre_puberty,male,15.0,15.289356765580854,,"['Jellyfish', 'Polychaete Worm', 'Sea Urchin', 'Sea Star', 'Crab (Other Species)']",9.0,Foraging among seagrass roots.,,,
15,16.0,3.7747969907620407,2.0,u. olhanen.,,False,3.6467357983061564,sub_adult,male,16.0,6.641476417691232,,"['Sea Sponge', 'Coral Fragment', 'Shrimp', 'Snail']",8.0,Sideways walking along bay edge.,,,
16,7.0,3.276343948826324,3.0,A. Farensis,,False,4.377330474607826,pre_puberty,male,17.0,7.217312128947544,,"['Polychaete Worm', 'Barnacle', 'Jellyfish', 'Crab (Other Species)']",4.0,Resting under shell fragment.,,,
17,19.0,3.721529930850783,6.0,A farensis,,False,0.9893865010633732,pre_puberty,male or female,18.0,7.4997850040423835,,"['Small Fish', 'Sea Anemone', 'Algae', 'Sea Star', 'Sea Sponge']",9.0,Vibrating antennae in water currents.,,,
